大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,群馬銀行グリーンウイングス,32,38,421,126,22,29.9,22,4,1,18.2,3.32,8,0.21,93,0,2,10,25,6.2,223,98,58,57.0,126,8,2,136
レギュラーラウンド,群馬銀行グリーンウイングス,16,38,421,126,22,29.9,22,4,1,18.2,3.32,8,0.21,93,0,2,10,25,6.2,223,98,58,57.0,126,8,2,136
V・チャレンジマッチ女子2019-20,群馬銀行グリーンウイングス,1,1,2,1,0,50.0,2,1,0,50.0,1.0,0,-,0,0,0,0,0,-,0,0,0,-,1,0,0,1
チャレンジマッチ,群馬銀行グリーンウイングス,1,1,2,1,0,50.0,2,1,0,50.0,1.0,0,-,0,0,0,0,0,-,0,0,0,-,1,0,0,1
レギュラーシーズン通算,,16,38,421,126,22,29.9,22,4,1,18.2,3.32,8,0.21,93,0,2,10,25,6.2,223,98,58,57.0,126,8,2,136
通算,,33,39,423,127,22,30.0,24,5,1,20.8,3.26,8,0.21,93,0,2,10,25,6.2,223,98,58,57.0,127,8,2,137
