大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 WOMEN,GSS東京サンビームズ,21,71,725,222,23,30.6,1,0,0,0.0,3.13,9,0.13,157,1,2,3,34,6.8,174,67,36,48.9,222,9,3,234
レギュラーラウンド,GSS東京サンビームズ,21,71,725,222,23,30.6,1,0,0,0.0,3.13,9,0.13,157,1,2,3,34,6.8,174,67,36,48.9,222,9,3,234
V.LEAGUE DIVISION2 WOMEN 2018-19,GSS東京サンビームズ,22,75,922,309,40,33.5,21,3,1,14.3,4.12,16,0.21,208,0,8,7,48,8.8,79,30,17,48.7,309,16,8,333
レギュラーラウンド,GSS東京サンビームズ,17,60,767,256,31,33.4,18,3,0,16.7,4.27,12,0.2,160,0,5,5,33,7.5,62,25,15,52.4,256,12,5,273
ファイナル６,GSS東京サンビームズ,5,15,155,53,9,34.2,3,0,1,0.0,3.53,4,0.27,48,0,3,2,15,13.0,17,5,2,35.3,53,4,3,60
Ｖ・チャレンジリーグⅡ女子 2017/18,GSS東京サンビームズ,15,58,661,202,27,30.6,11,3,2,27.3,3.48,13,0.22,181,2,6,5,56,11.5,149,56,32,48.3,202,13,8,223
レギュラーラウンド,GSS東京サンビームズ,15,58,661,202,27,30.6,11,3,2,27.3,3.48,13,0.22,181,2,6,5,56,11.5,149,56,32,48.3,202,13,8,223
Ｖ・チャレンジリーグⅠ女子 2015/16,KUROBEアクアフェアリーズ,16,19,43,17,0,39.5,0,0,0,-,0.89,1,0.05,20,0,1,0,10,16.5,25,9,0,36.0,17,1,1,19
レギュラーラウンド,KUROBEアクアフェアリーズ,16,19,43,17,0,39.5,0,0,0,-,0.89,1,0.05,20,0,1,0,10,16.5,25,9,0,36.0,17,1,1,19
Ｖ・チャレンジリーグ女子 2014/15,KUROBEアクアフェアリーズ,18,58,569,177,27,31.1,29,3,3,10.3,3.05,7,0.12,149,0,3,3,46,9.3,166,96,0,57.8,177,7,3,187
レギュラーラウンド,KUROBEアクアフェアリーズ,18,58,569,177,27,31.1,29,3,3,10.3,3.05,7,0.12,149,0,3,3,46,9.3,166,96,0,57.8,177,7,3,187
Ｖ・チャレンジリーグ女子 2013/14,KUROBEアクアフェアリーズ,18,61,830,274,36,33.0,75,15,5,20.0,4.49,19,0.31,181,0,5,9,73,12.3,305,142,0,46.6,274,19,5,298
レギュラーラウンド,KUROBEアクアフェアリーズ,18,61,830,274,36,33.0,75,15,5,20.0,4.49,19,0.31,181,0,5,9,73,12.3,305,142,0,46.6,274,19,5,298
Ｖ・チャレンジリーグ女子 2012/13,KUROBEアクアフェアリーズ,18,70,808,292,29,36.1,21,2,1,9.5,4.17,28,0.4,244,0,5,10,89,10.8,421,246,0,58.4,292,28,5,325
レギュラーラウンド,KUROBEアクアフェアリーズ,18,70,808,292,29,36.1,21,2,1,9.5,4.17,28,0.4,244,0,5,10,89,10.8,421,246,0,58.4,292,28,5,325
Ｖ・チャレンジリーグ女子 2011/12,KUROBEアクアフェアリーズ,22,66,474,199,20,42.0,17,3,1,17.6,3.02,19,0.29,126,1,5,2,43,12.5,107,66,0,61.7,199,19,6,224
レギュラーラウンド,KUROBEアクアフェアリーズ,22,66,474,199,20,42.0,17,3,1,17.6,3.02,19,0.29,126,1,5,2,43,12.5,107,66,0,61.7,199,19,6,224
Ｖ・チャレンジリーグ女子 2010/11,KUROBEアクアフェアリーズ,18,61,653,221,41,33.8,73,20,11,27.4,3.62,16,0.26,158,1,4,6,61,12.3,129,71,0,55.0,221,16,5,242
レギュラーラウンド,KUROBEアクアフェアリーズ,18,61,653,221,41,33.8,73,20,11,27.4,3.62,16,0.26,158,1,4,6,61,12.3,129,71,0,55.0,221,16,5,242
Ｖ・チャレンジリーグ女子 2009/10,KUROBEアクアフェアリーズ,15,58,627,227,38,36.2,0,0,0,-,3.91,15,0.26,184,2,6,8,69,13.1,165,97,0,58.8,227,15,8,250
レギュラーラウンド,KUROBEアクアフェアリーズ,10,38,418,164,22,39.2,0,0,0,-,4.32,11,0.29,122,2,4,5,45,13.5,103,63,0,61.2,164,11,6,181
上位リーグ,KUROBEアクアフェアリーズ,5,20,209,63,16,30.1,0,0,0,-,3.15,4,0.2,62,0,2,3,24,12.3,62,34,0,54.8,63,4,2,69
Ｖ・チャレンジリーグ女子 2008/09,KUROBEアクアフェアリーズ,18,43,248,83,21,33.5,0,0,0,-,1.93,6,0.14,115,0,5,6,26,9.1,107,61,0,57.0,83,6,5,94
レギュラーラウンド,KUROBEアクアフェアリーズ,18,43,248,83,21,33.5,0,0,0,-,1.93,6,0.14,115,0,5,6,26,9.1,107,61,0,57.0,83,6,5,94
Ｖ・チャレンジリーグ女子 2007/08,KUROBEアクアフェアリーズ,13,43,234,75,20,32.1,1,0,0,0.0,1.74,10,0.23,120,2,6,8,30,11.9,161,91,0,56.5,75,10,8,93
レギュラーラウンド,KUROBEアクアフェアリーズ,13,43,234,75,20,32.1,1,0,0,0.0,1.74,10,0.23,120,2,6,8,30,11.9,161,91,0,56.5,75,10,8,93
レギュラーシーズン通算,,204,648,6430,2182,297,33.9,246,49,23,19.9,3.37,151,0.23,1733,9,51,62,546,10.4,1909,993,83,54.2,2182,151,60,2393
通算,,214,683,6794,2298,322,33.8,249,49,24,19.7,3.36,159,0.23,1843,9,56,67,585,10.6,1988,1032,85,54.0,2298,159,65,2522
