試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-01-04,NECレッドロケッツ,1,,島村春世,4,■,■,■,■,nan,44,18,2,0.4090909090909091,0.36363636363636365,4.50,0,0,0,-,3,0.75,11,0,0,0,0.0,0,0,0,-
2020-01-04,NECレッドロケッツ,2,,古賀紗理那,4,■,■,■,■,nan,49,7,4,0.14285714285714285,0.061224489795918366,1.75,4,0,1,0.0,1,0.25,15,0,1,5,6.7,32,14,9,57.8
2020-01-04,NECレッドロケッツ,3,,塚田しおり,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-04,NECレッドロケッツ,4,,柳田光綺,4,■,■,■,■,nan,26,14,1,0.5384615384615384,0.5,3.50,0,0,0,-,1,0.25,10,1,2,2,10.0,25,5,6,32.0
2020-01-04,NECレッドロケッツ,5,,曽我啓菜,1,■,nan,nan,nan,nan,4,2,0,0.5,0.5,2.00,0,0,0,-,0,-,4,1,0,2,37.5,1,0,0,0.0
2020-01-04,NECレッドロケッツ,6,,上野香織,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-04,NECレッドロケッツ,7,,峯村沙紀,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,7,2,1,35.7
2020-01-04,NECレッドロケッツ,8,,奥山優奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-04,NECレッドロケッツ,10,,澤田由佳,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,10,0,0,4,10.0,0,0,0,-
2020-01-04,NECレッドロケッツ,11,,古谷ちなみ,4,□,■,■,■,nan,41,16,1,0.3902439024390244,0.36585365853658536,4.00,4,1,1,25.0,0,-,14,0,1,4,5.4,0,0,0,-
2020-01-04,NECレッドロケッツ,14,,荒谷栞,4,■,■,■,■,nan,12,3,0,0.25,0.25,0.75,0,0,0,-,1,0.25,19,0,3,5,2.6,0,0,0,-
2020-01-04,NECレッドロケッツ,15,,吉田あゆみ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-04,NECレッドロケッツ,16,L,小島満菜美,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,10,6,65.0
2020-01-04,NECレッドロケッツ,18,L,佐藤澪,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-04,NECレッドロケッツ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,176,60,8,0.3409090909090909,0.29545454545454547,15.00,8,1,2,12.5,7,1.75,85,2,7,23,7.1,85,31,22,49.4
