試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,1,,中元南,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,2,,積山春花,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,3,,朝日優衣,4,■,■,■,■,nan,44,14,1,31.8,29.5,3.50,1,0,0,0.0,0,-,12,0,1,2,2.1,38,14,16,57.9,14,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,6,,鈴木裕子,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,8,,田原愛里,4,■,■,■,■,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,8,0,1,3,6.2,0,0,0,-,1,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,9,L,小口樹葉,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,10,L,中川千世,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,30,4,12,33.3,0,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,11,,山田美花,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,15,,鍋谷友理枝,4,■,■,■,■,nan,44,9,3,20.5,13.6,2.25,2,0,1,0.0,1,0.25,16,1,1,4,10.9,17,9,6,70.6,11,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,17,,野村明日香,4,■,■,■,■,nan,16,3,0,18.8,18.8,0.75,1,0,0,0.0,0,-,19,3,2,5,19.7,2,0,0,0.0,6,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,18,,シニアードジャック,4,■,■,■,■,nan,33,20,1,60.6,57.6,5.00,0,0,0,-,2,0.50,8,0,2,2,0.0,0,0,0,-,22,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,21,,工藤嶺,1,nan,nan,nan,□,nan,3,1,0,33.3,33.3,1.00,0,0,0,-,0,-,0,0,0,0,-,3,1,1,50.0,1,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,22,,石田瑞穂,4,■,■,■,■,nan,23,7,1,30.4,26.1,1.75,5,1,0,20.0,1,0.25,15,1,0,4,13.3,0,0,0,-,9,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,24,,兵頭由希,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,1,0,2,37.5,0,0,0,-,1,,,,,,,,
2019-03-17,デンソーエアリービーズ,東レアローズ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,165,55,6,33.3,29.7,13.75,9,1,1,11.1,4,1.00,83,6,7,22,11.7,90,28,35,50.6,65,161,63,7,39.1,9,2.25,11.7,53.3
