試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-10-31,兵庫デルフィーノ,1,,西澤岳,3,■,■,■,nan,nan,19,6,6,31.6,0.0,2.00,7,3,3,42.9,0,-,7,0,4,0,-14.3,0,0,0,-,,,,,,,,
2020-10-31,兵庫デルフィーノ,2,,白川佑樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,兵庫デルフィーノ,3,,逢沢亘,3,■,■,■,nan,nan,3,2,1,66.7,33.3,0.67,0,0,0,-,1,0.33,8,1,2,4,18.8,1,0,1,50.0,,,,,,,,
2020-10-31,兵庫デルフィーノ,5,L,中野将太,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,2,0,50.0,,,,,,,,
2020-10-31,兵庫デルフィーノ,6,,浅草大燿,3,■,■,■,nan,nan,3,1,0,33.3,33.3,0.33,0,0,0,-,0,-,7,0,3,0,-10.7,0,0,0,-,,,,,,,,
2020-10-31,兵庫デルフィーノ,7,,田中寛人,3,■,■,■,nan,nan,7,2,0,28.6,28.6,0.67,0,0,0,-,2,0.67,9,0,0,1,2.8,0,0,0,-,,,,,,,,
2020-10-31,兵庫デルフィーノ,8,,加藤遼太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,兵庫デルフィーノ,9,,玉嶋佑樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,兵庫デルフィーノ,11,,澁谷杜斗,3,■,■,■,nan,nan,14,4,2,28.6,14.3,1.33,3,0,2,0.0,1,0.33,10,0,2,1,-2.5,10,3,3,45.0,,,,,,,,
2020-10-31,兵庫デルフィーノ,12,L,猪岡恭平,2,〇,〇,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,5,4,63.6,,,,,,,,
2020-10-31,兵庫デルフィーノ,13,,仲村鴻輝,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-10-31,兵庫デルフィーノ,14,,林優作,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-31,兵庫デルフィーノ,21,,マシューパロット,3,■,■,■,nan,nan,24,3,2,12.5,4.2,1.00,5,0,1,0.0,1,0.33,6,0,2,0,-8.3,31,10,9,46.8,,,,,,,,
2020-10-31,兵庫デルフィーノ,22,,奥田晃,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-10-31,兵庫デルフィーノ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,70,18,11,25.7,10.0,6.00,15,3,6,20.0,5,1.67,51,1,13,6,-1.5,57,20,17,50.0,86,38,10,44.2,4,1.33,5.8,73.7
