試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-10-24,サフィルヴァ北海道,1,,青島賢司,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-10-24,サフィルヴァ北海道,2,L,神園時,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,12,2,65.0,,,,,,,,
2020-10-24,サフィルヴァ北海道,3,,河西智洋,3,□,□,nan,□,nan,1,1,0,100.0,100.0,0.33,1,1,0,100.0,0,-,2,0,2,0,-25.0,7,3,3,64.3,,,,,,,,
2020-10-24,サフィルヴァ北海道,4,,奥田基嗣,4,■,■,■,■,nan,16,9,0,56.2,56.2,2.25,0,0,0,-,2,0.50,14,0,5,4,-1.8,0,0,0,-,,,,,,,,
2020-10-24,サフィルヴァ北海道,5,,吉田康祐,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-24,サフィルヴァ北海道,6,,阿部誠樹,4,■,■,■,■,nan,28,8,4,28.6,14.3,2.00,8,2,1,25.0,1,0.25,21,1,2,8,11.9,34,20,7,69.1,,,,,,,,
2020-10-24,サフィルヴァ北海道,9,,小林洸,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,1,2,6.2,0,0,0,-,,,,,,,,
2020-10-24,サフィルヴァ北海道,10,,三浦拓,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-24,サフィルヴァ北海道,11,,十良澤太一,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-24,サフィルヴァ北海道,14,,山口拓馬,4,■,■,■,■,nan,33,13,3,39.4,30.3,3.25,12,4,2,33.3,0,-,15,0,5,3,-3.3,0,0,0,-,,,,,,,,
2020-10-24,サフィルヴァ北海道,16,L,桝谷周呈,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-24,サフィルヴァ北海道,17,,森元貴哉,4,■,■,■,■,nan,35,13,2,37.1,31.4,3.25,4,1,1,25.0,3,0.75,9,0,4,0,-11.1,20,10,7,67.5,,,,,,,,
2020-10-24,サフィルヴァ北海道,20,,佐藤陸善,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,18,0,2,6,5.6,0,0,0,-,,,,,,,,
2020-10-24,サフィルヴァ北海道,22,,柏田樹,4,■,■,■,■,nan,22,15,0,68.2,68.2,3.75,0,0,0,-,2,0.50,10,0,1,2,2.5,0,0,0,-,,,,,,,,
2020-10-24,サフィルヴァ北海道,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,136,60,9,44.1,37.5,15.00,25,8,4,32.0,8,2.00,94,1,22,25,1.9,81,45,19,67.3,103,45,16,43.7,9,2.25,3.7,52.1
