試合日,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,1,,小谷弘美,1,□,nan,nan,nan,nan,3,1,0,33.3,33.3,1.00,0,0,0,-,0,-,1,0,1,0,0.0,1,0,0,0.0,1
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,2,,山下祐美子,3,■,■,■,nan,nan,26,10,2,38.5,30.8,3.33,0,0,0,-,3,1.00,9,0,2,2,5.6,8,6,0,75.0,13
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,5,,足立留美,3,■,■,■,nan,nan,25,6,3,24.0,12.0,2.00,0,0,0,-,0,-,18,1,0,6,13.9,8,7,0,87.5,7
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,6,,佐々木雅子,3,■,■,■,nan,nan,3,2,0,66.7,66.7,0.67,0,0,0,-,1,0.33,15,0,0,3,5.0,0,0,0,-,3
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,7,,川原恵,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,8,,田巻由貴子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,9,L,熊倉由美,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,25,0,86.2,0
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,10,,金田智子,3,■,■,■,nan,nan,28,13,2,46.4,39.3,4.33,3,0,0,0.0,1,0.33,14,0,1,2,3.6,5,3,0,60.0,14
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,14,,鈴木洋美,3,■,■,■,nan,nan,16,10,0,62.5,62.5,3.33,0,0,0,-,1,0.33,10,0,1,5,12.5,2,1,0,50.0,11
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,18,,内藤香菜子,1,nan,nan,□,nan,nan,3,0,0,0.0,0.0,-,0,0,0,-,3,3.00,0,0,0,0,-,0,0,0,-,3
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,19,,三澤由佳,3,■,■,■,nan,nan,18,11,2,61.1,50.0,3.67,0,0,0,-,4,1.33,11,0,0,6,13.6,1,0,0,0.0,15
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,22,,山崎望美,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2001-01-20,イトーヨーカドープリオール,JTマーヴェラス,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,122,53,9,43.4,36.1,17.67,3,0,0,0.0,13,4.33,79,1,5,24,8.9,54,42,0,77.8,67
