試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,1,,小谷弘美,3,□,nan,□,□,nan,9,4,0,44.4,44.4,1.33,0,0,0,-,0,-,4,0,0,1,6.2,1,0,0,0.0,4
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,2,,山下祐美子,3,■,■,nan,□,nan,18,6,3,33.3,16.7,2.00,0,0,0,-,1,0.33,7,0,1,1,3.6,8,6,0,75.0,7
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,5,,足立留美,4,■,■,■,■,nan,43,19,4,44.2,34.9,4.75,0,0,0,-,1,0.25,22,0,2,11,12.5,11,8,0,72.7,20
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,6,,佐々木雅子,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,2,0.50,11,1,0,3,14.1,0,0,0,-,3
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,7,,川原恵,2,□,nan,□,nan,nan,1,1,0,100.0,100.0,0.50,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,1
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,9,L,熊倉由美,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,29,25,0,86.2,0
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,10,,金田智子,4,■,■,■,■,nan,34,9,2,26.5,20.6,2.25,0,0,0,-,2,0.50,15,0,1,5,8.3,23,18,0,78.3,11
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,12,,尾上友紀子,3,nan,□,■,■,nan,21,8,1,38.1,33.3,2.67,0,0,0,-,0,-,10,1,1,2,13.0,9,6,0,66.7,9
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,14,,鈴木洋美,4,■,■,■,■,nan,32,15,0,46.9,46.9,3.75,0,0,0,-,3,0.75,13,1,2,4,13.8,1,1,0,100.0,19
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,18,,内藤香菜子,4,■,■,■,■,nan,21,9,3,42.9,28.6,2.25,0,0,0,-,1,0.25,12,0,0,4,8.3,0,0,0,-,10
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,19,,三澤由佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,22,,山崎望美,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,2,1,0,50.0,0
2001-01-28,イトーヨーカドープリオール,東洋紡オーキス,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,180,71,13,39.4,32.2,17.75,0,0,0,-,10,2.50,96,3,7,31,10.6,84,65,0,77.4,84
