月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
12,兵庫デルフィーノ,20,,岡田翔太,12,3,3,3,2,1,83,33,6,39.8,32.5,2.8,13,4,1,30.8,3,0.2,51,3,10,16,8.8,65,20,24,49.2
01,兵庫デルフィーノ,20,,岡田翔太,6,2,2,2,0,0,37,14,1,37.8,35.1,2.3,4,1,0,25.0,0,0.0,21,1,5,2,1.2,25,11,5,54.0
02,兵庫デルフィーノ,20,,岡田翔太,9,3,3,3,0,0,67,29,6,43.3,34.3,3.2,14,8,0,57.1,0,0.0,28,0,5,9,3.6,53,19,18,52.8
