月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,11,,澁谷杜斗,16,4,5,4,2,0,69,30,9,43.47826086956522,30.434782608695656,4.3125,3,3,0,100.0,1,0.0625,47,0,6,8,1.0638297872340425,87,25,32,47.12643678160919
12,11,,澁谷杜斗,7,2,2,2,0,0,36,18,1,50.0,47.22222222222222,5.142857142857143,4,3,0,75.0,1,0.14285714285714285,20,0,2,8,7.5,36,16,7,54.166666666666664
01,11,,澁谷杜斗,14,3,2,4,1,1,75,27,13,36.0,18.666666666666668,5.357142857142857,15,5,5,33.33333333333333,4,0.2857142857142857,35,0,3,10,5.0,35,15,8,54.285714285714285
