月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
11,兵庫デルフィーノ,10,,秦惇平,8,2,2,1,1,0,44,20,2,45.5,40.9,2.5,2,0,0,0.0,0,0.0,26,0,5,6,1.0,22,1,9,25.0
01,兵庫デルフィーノ,10,,秦惇平,6,0,2,1,0,0,19,9,3,47.4,31.6,1.5,3,1,0,33.3,0,0.0,6,0,2,2,0.0,20,9,5,57.5
02,兵庫デルフィーノ,10,,秦惇平,9,3,3,3,0,0,54,19,7,35.2,22.2,2.1,9,3,0,33.3,0,0.0,26,2,5,10,12.5,58,18,13,42.2
