試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,2,,古藤千鶴,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.25,22,0,1,8,8.0,0,0,0,-,1
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,3,,新鍋理沙,4,■,■,■,■,nan,29,15,3,51.7,41.4,3.75,0,0,0,-,3,0.75,17,0,1,2,1.5,4,3,1,87.5,18
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,4,,岩坂名奈,4,■,■,■,■,nan,9,4,0,44.4,44.4,1.00,0,0,0,-,3,0.75,22,1,0,4,9.1,0,0,0,-,8
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,6,,石井優希,4,■,■,■,■,nan,62,16,5,25.8,17.7,4.00,1,0,0,0.0,1,0.25,14,0,2,2,0.0,17,11,3,73.5,17
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,8,,野本梨佳,4,■,■,■,■,nan,47,22,0,46.8,46.8,5.50,3,3,0,100.0,2,0.50,13,0,1,4,5.8,24,4,12,41.7,24
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,10,L,座安琴希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,11,,栄絵里香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,12,,今村優香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,14,,森谷史佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,16,,アキンラデウォフォルケ,4,■,■,■,■,nan,17,8,0,47.1,47.1,2.00,0,0,0,-,4,1.00,9,1,0,2,16.7,0,0,0,-,13
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,18,L,戸江真奈,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,15,6,64.3,0
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,20,,筒井さやか,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,6,1,72.2,0
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,22,,井上愛里沙,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,25,,加藤光,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,0,1,4.2,0,0,0,-,0
2019-03-03,久光製薬スプリングス,トヨタ車体クインシーズ,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,165,65,8,39.4,34.5,16.25,4,3,0,75.0,14,3.50,103,2,5,23,6.3,82,39,23,61.6,81
