試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-12-01,JTサンダーズ広島,1,,安永拓弥,5,■,■,■,■,■,10,4,1,0.4,0.3,0.80,0,0,0,-,1,0.20,14,0,1,2,1.8,2,0,1,25.0
2019-12-01,JTサンダーズ広島,2,,小野寺太志,5,■,■,■,■,■,10,7,0,0.7,0.7,1.40,0,0,0,-,4,0.80,24,2,3,7,12.5,2,2,0,100.0
2019-12-01,JTサンダーズ広島,3,,深津旭弘,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,3,0.60,21,1,1,8,13.1,1,0,0,0.0
2019-12-01,JTサンダーズ広島,4,,中島健太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-01,JTサンダーズ広島,5,,井上慎一朗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-01,JTサンダーズ広島,6,,エドガートーマス,5,■,■,■,■,■,58,28,3,0.4827586206896552,0.43103448275862066,5.60,19,10,2,52.6,3,0.60,16,1,3,3,6.2,0,0,0,-
2019-12-01,JTサンダーズ広島,7,,八子大輔,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-01,JTサンダーズ広島,8,,武智洸史,4,□,□,□,□,nan,2,1,0,0.5,0.5,0.25,0,0,0,-,0,-,1,0,0,1,25.0,2,2,0,100.0
2019-12-01,JTサンダーズ広島,12,,合田心平,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,2,0,-25.0,0,0,0,-
2019-12-01,JTサンダーズ広島,14,,熊倉允,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-01,JTサンダーズ広島,15,L,唐川大志,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,6,2,63.6
2019-12-01,JTサンダーズ広島,18,,山本将平,5,■,■,■,■,■,21,9,2,0.42857142857142855,0.3333333333333333,1.80,2,0,1,0.0,4,0.80,11,0,4,5,2.3,47,25,10,63.8
2019-12-01,JTサンダーズ広島,19,,陳建禎,5,■,■,■,■,■,30,19,3,0.6333333333333333,0.5333333333333333,3.80,10,8,1,80.0,1,0.20,22,0,3,5,2.3,19,9,6,63.2
2019-12-01,JTサンダーズ広島,20,,筧本翔昂,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-12-01,JTサンダーズ広島,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,131,68,9,0.5190839694656488,0.45038167938931295,13.60,31,18,4,58.1,16,3.20,111,4,17,31,6.8,84,44,19,63.7
