試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2019-11-10,JTサンダーズ広島,1,,安永拓弥,4,■,■,■,■,nan,12,9,0,0.75,0.75,2.25,0,0,0,-,2,0.50,12,0,0,2,4.2,0,0,0,-
2019-11-10,JTサンダーズ広島,2,,小野寺太志,4,■,■,■,■,nan,13,9,0,0.6923076923076923,0.6923076923076923,2.25,0,0,0,-,4,1.00,14,1,3,3,7.1,1,0,1,50.0
2019-11-10,JTサンダーズ広島,3,,深津旭弘,4,■,■,■,■,nan,2,1,0,0.5,0.5,0.25,0,0,0,-,0,-,16,0,1,4,4.7,1,0,0,0.0
2019-11-10,JTサンダーズ広島,5,,井上慎一朗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-10,JTサンダーズ広島,6,,エドガートーマス,4,■,■,■,■,nan,57,31,6,0.543859649122807,0.43859649122807015,7.75,23,15,1,65.2,3,0.75,24,3,5,9,16.7,0,0,0,-
2019-11-10,JTサンダーズ広島,7,,八子大輔,3,□,□,□,nan,nan,1,1,0,1.0,1.0,0.33,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-
2019-11-10,JTサンダーズ広島,8,,武智洸史,4,■,■,■,■,nan,10,5,1,0.5,0.4,1.25,2,1,0,50.0,1,0.25,17,0,3,4,1.5,58,30,6,56.9
2019-11-10,JTサンダーズ広島,10,L,井上航,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-10,JTサンダーズ広島,11,,久原大輝,1,nan,nan,□,nan,nan,3,1,0,0.3333333333333333,0.3333333333333333,1.00,0,0,0,-,0,-,0,0,0,0,-,2,0,0,0.0
2019-11-10,JTサンダーズ広島,12,,合田心平,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-
2019-11-10,JTサンダーズ広島,14,,熊倉允,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-10,JTサンダーズ広島,15,L,唐川大志,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,3,3,45.0
2019-11-10,JTサンダーズ広島,18,,山本将平,4,■,■,■,■,nan,25,9,5,0.36,0.16,2.25,4,1,2,25.0,0,-,10,1,3,3,10.0,12,5,2,50.0
2019-11-10,JTサンダーズ広島,20,,筧本翔昂,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2019-11-10,JTサンダーズ広島,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,123,66,12,0.5365853658536586,0.43902439024390244,16.50,29,17,3,58.6,10,2.50,97,5,15,27,8.2,84,38,12,52.4
