名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
ギブマイヤーローレン,トヨタ車体クインシーズ,16,75,644,299,31,46.4,41.6,2,0,0,40,244,15,18,94,3,2,0,0.0,4.0,0.5,13.9,66.7
スタエレンスシャイーヌ,パイオニアレッドウィングス,4,71,750,318,62,42.4,34.1,40,16,7,14,174,14,17,53,540,335,0,40.0,4.5,0.2,13.2,62.0
フォフィーニャアナパウラ,久光製薬スプリングス,11,84,823,311,40,37.8,32.9,120,45,8,35,309,11,23,130,254,146,0,37.5,3.7,0.4,12.2,57.5
フリールマノン,東レアローズ,12,75,488,204,34,41.8,34.8,90,33,9,30,126,9,22,35,7,3,0,36.7,2.7,0.4,9.7,42.9
ブラコチェヴィッチヨヴァナ,JTマーヴェラス,6,76,715,289,42,40.4,34.5,184,82,19,29,170,10,24,62,0,0,0,44.6,3.8,0.4,11.5,
モルナールブリジトカ,NECレッドロケッツ,12,77,734,225,42,30.7,24.9,107,33,12,19,218,9,10,67,383,207,0,30.8,2.9,0.2,10.7,54.0
三橋聡恵,パイオニアレッドウィングス,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
上屋敷綾,JTマーヴェラス,11,35,40,11,2,27.5,22.5,0,0,0,0,61,3,9,24,38,20,0,,0.3,0.0,11.1,52.6
中道瞳,東レアローズ,4,81,21,16,0,76.2,76.2,0,0,0,4,332,12,6,114,1,0,0,,0.2,0.0,11.7,0.0
丸山亜季,岡山シーガルズ,20,82,0,0,0,,,0,0,0,0,0,0,0,0,325,208,0,,0.0,0.0,,64.0
二見梓,東レアローズ,16,6,20,7,1,35.0,30.0,0,0,0,2,8,0,1,2,0,0,0,,1.2,0.3,3.1,
井上奈々朱,デンソーエアリービーズ,11,78,293,122,28,41.6,32.1,0,0,0,46,330,17,41,139,7,3,0,,1.6,0.6,12.6,42.9
井上琴絵,JTマーヴェラス,13,4,0,0,0,,,0,0,0,0,0,0,0,0,19,15,0,,0.0,0.0,,78.9
井野亜季子,NECレッドロケッツ,10,81,0,0,0,,,0,0,0,0,0,0,0,0,311,216,0,,0.0,0.0,,69.5
今西郁瑠,トヨタ車体クインシーズ,2,7,16,3,4,18.8,-6.2,0,0,0,1,18,1,6,5,54,31,0,,0.4,0.1,4.2,57.4
今野加奈子,パイオニアレッドウィングス,8,47,434,126,30,29.0,22.1,34,7,4,7,86,6,3,31,192,78,0,20.6,2.7,0.1,15.1,40.6
位田愛,JTマーヴェラス,5,80,730,201,33,27.5,23.0,3,1,0,28,269,9,12,95,531,320,0,33.3,2.5,0.4,11.1,60.3
佐藤円,パイオニアレッドウィングス,18,26,0,0,0,,,0,0,0,0,31,0,3,9,18,10,0,,0.0,0.0,4.8,55.6
八幡美樹,NECレッドロケッツ,1,54,366,117,18,32.0,27.0,15,1,2,6,160,6,9,61,307,161,0,6.7,2.2,0.1,11.9,52.4
内田暁子,NECレッドロケッツ,4,71,548,169,21,30.8,27.0,16,2,1,11,250,11,18,103,280,141,0,12.5,2.4,0.2,12.9,50.4
内藤香菜子,NECレッドロケッツ,3,74,274,98,12,35.8,31.4,0,0,0,45,174,9,17,42,11,6,0,,1.3,0.6,8.8,54.5
冨永こよみ,パイオニアレッドウィングス,14,81,112,48,5,42.9,38.4,1,1,0,34,304,13,13,107,7,3,0,100.0,0.6,0.4,12.0,42.9
加藤千尋,JTマーヴェラス,17,75,280,111,14,39.6,34.6,0,0,0,35,195,11,18,82,8,3,0,,1.5,0.5,13.8,37.5
北村みどり,岡山シーガルズ,11,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
千葉智枝美,JTマーヴェラス,19,69,4,0,1,0.0,-25.0,0,0,0,0,24,1,2,12,315,193,0,,0.0,0.0,14.6,61.3
南美寿希,久光製薬スプリングス,12,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
卜部里菜,岡山シーガルズ,22,54,77,33,4,42.9,37.7,0,0,0,3,116,3,4,28,125,73,0,,0.6,0.1,7.8,58.4
古屋美紀,パイオニアレッドウィングス,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
古藤千鶴,久光製薬スプリングス,2,88,47,27,0,57.4,57.4,0,0,0,23,349,15,25,146,5,1,0,,0.3,0.3,13.0,20.0
吉澤智恵,JTマーヴェラス,4,79,645,214,31,33.2,28.4,22,6,1,14,313,4,16,113,547,305,0,27.3,2.7,0.2,9.0,55.8
吉田みなみ,岡山シーガルズ,1,41,152,37,10,24.3,17.8,0,0,0,2,75,2,0,20,123,67,0,,0.9,0.0,9.3,54.5
吉田真未,パイオニアレッドウィングス,20,81,0,0,0,,,0,0,0,0,0,0,0,0,278,189,0,,0.0,0.0,,68.0
和田麻里江,東レアローズ,7,9,12,2,2,16.7,0.0,0,0,0,1,11,0,1,5,0,0,0,,0.2,0.1,9.1,
坂下麻衣子,JTマーヴェラス,1,24,86,27,5,31.4,25.6,19,6,2,8,12,0,0,8,3,2,0,31.6,1.1,0.3,16.7,66.7
堀崎智恵美,トヨタ車体クインシーズ,15,36,7,2,0,28.6,28.6,0,0,0,0,6,0,0,2,109,72,0,,0.1,0.0,8.3,66.1
堀川真理,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大宮里美,デンソーエアリービーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大野果奈,NECレッドロケッツ,17,3,13,2,1,15.4,7.7,0,0,0,0,6,1,0,1,0,0,0,,0.7,0.0,20.8,
宮下遥,岡山シーガルズ,14,82,41,20,0,48.8,48.8,1,0,0,27,316,14,18,105,0,0,0,0.0,0.2,0.3,11.3,
宮田由佳里,東レアローズ,9,74,222,87,12,39.2,33.8,0,0,0,27,208,11,3,70,9,7,0,,1.2,0.4,13.3,77.8
小平花織,東レアローズ,10,19,4,0,1,0.0,-25.0,0,0,0,0,17,0,0,3,7,5,0,,0.0,0.0,4.4,71.4
小林亜里沙,岡山シーガルズ,17,4,2,0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,,0.0,0.0,0.0,0.0
山口かなめ,JTマーヴェラス,15,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
山口舞,岡山シーガルズ,2,82,564,238,24,42.2,37.9,20,2,4,31,257,1,3,42,318,183,0,10.0,2.9,0.4,4.2,57.5
山本陽子,トヨタ車体クインシーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山田真里,トヨタ車体クインシーズ,21,59,65,24,1,36.9,35.4,2,1,0,10,184,5,12,66,384,225,0,50.0,0.4,0.2,10.1,58.6
岡野弘子,岡山シーガルズ,15,52,0,0,0,,,0,0,0,1,63,1,0,16,1,0,0,,0.0,0.0,7.9,0.0
岩坂名奈,久光製薬スプリングス,4,38,103,38,4,36.9,33.0,0,0,0,25,142,14,16,59,10,8,0,,1.0,0.7,17.4,80.0
峯村沙紀,東レアローズ,11,31,47,17,4,36.2,27.7,2,0,0,4,24,1,0,7,47,31,0,0.0,0.5,0.1,11.5,66.0
島村春世,NECレッドロケッツ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
川島亜依美,岡山シーガルズ,28,56,134,44,7,32.8,27.6,0,0,0,20,104,4,4,38,3,2,0,,0.8,0.4,12.0,66.7
川畑愛希,岡山シーガルズ,8,75,856,248,37,29.0,24.6,15,2,2,10,224,9,8,61,281,165,0,13.3,3.3,0.1,9.9,58.7
平井香菜子,久光製薬スプリングス,9,88,430,187,18,43.5,39.3,0,0,0,47,297,17,13,92,18,12,0,,2.1,0.5,12.4,66.7
平松美有紀,トヨタ車体クインシーズ,18,48,180,75,14,41.7,33.9,0,0,0,15,69,2,11,20,1,0,0,,1.6,0.3,6.2,0.0
座安琴希,久光製薬スプリングス,10,86,0,0,0,,,0,0,0,0,0,0,0,0,460,339,0,,0.0,0.0,,73.7
張紫音,NECレッドロケッツ,11,64,282,97,18,34.4,28.0,22,5,6,17,165,18,16,67,3,2,0,22.7,1.5,0.3,18.6,66.7
持丸結美子,パイオニアレッドウィングス,16,76,95,22,5,23.2,17.9,3,0,0,3,157,7,8,63,200,89,0,0.0,0.3,0.0,13.2,44.5
新鍋理沙,久光製薬スプリングス,3,85,568,244,29,43.0,37.9,31,6,3,15,305,8,26,78,456,300,0,19.4,2.9,0.2,6.9,65.8
日隈佑,トヨタ車体クインシーズ,7,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
服部晃佳,パイオニアレッドウィングス,5,53,268,81,16,30.2,24.3,0,0,0,5,145,3,13,32,374,206,0,,1.5,0.1,5.3,55.1
木島綾菜,デンソーエアリービーズ,19,20,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
木村沙織,東レアローズ,5,64,673,256,53,38.0,30.2,102,33,13,16,223,13,11,81,469,289,0,32.4,4.0,0.2,13.7,61.6
木村美里,東レアローズ,14,5,0,0,0,,,0,0,0,0,0,0,0,0,7,4,0,,0.0,0.0,,57.1
杉山祥子,NECレッドロケッツ,2,78,456,183,20,40.1,35.7,0,0,0,61,181,4,8,40,17,6,0,,2.3,0.8,6.6,35.3
村田しおり,久光製薬スプリングス,13,31,0,0,0,,,0,0,0,0,0,0,0,0,58,33,0,,0.0,0.0,,56.9
村田奈都美,岡山シーガルズ,12,35,189,44,11,23.3,17.5,1,0,0,4,58,0,6,13,110,64,0,0.0,1.3,0.1,3.0,58.2
松浦寛子,NECレッドロケッツ,9,65,119,42,5,35.3,31.1,0,0,0,14,169,8,11,53,88,41,0,,0.6,0.2,10.9,46.6
松浦麻琴,NECレッドロケッツ,5,48,8,2,1,25.0,12.5,1,0,1,4,105,7,8,37,1,0,0,0.0,0.0,0.1,13.6,0.0
栄絵里香,デンソーエアリービーズ,18,13,1,0,0,0.0,0.0,0,0,0,0,7,0,0,3,1,0,0,,0.0,0.0,10.7,0.0
梶原雪路,トヨタ車体クインシーズ,22,53,0,0,0,,,0,0,0,0,0,0,0,0,226,145,0,,0.0,0.0,,64.2
森和代,岡山シーガルズ,21,61,212,78,6,36.8,34.0,0,0,0,38,142,2,6,36,68,36,0,,1.3,0.6,6.7,52.9
