試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2011-12-10,12,岡山シーガルズ,2,,山口舞,4,■,■,■,■,nan,33,12,2,0.36363636363636365,0.30303030303030304,3.00,3,0,0,0.0,2,0.50,12,0,0,1,2.1,11,8,0,72.7
2011-12-10,12,岡山シーガルズ,4,,関李香,4,■,■,■,■,nan,29,6,1,0.20689655172413793,0.1724137931034483,1.50,0,0,0,-,2,0.50,13,0,2,3,5.8,0,0,0,-
2011-12-10,12,岡山シーガルズ,5,,福田舞,4,■,■,■,□,nan,35,9,3,0.2571428571428571,0.17142857142857143,2.25,0,0,0,-,0,-,8,0,1,2,6.2,12,8,0,66.7
2011-12-10,12,岡山シーガルズ,8,,川畑愛希,4,■,■,□,■,nan,41,11,1,0.2682926829268293,0.24390243902439024,2.75,0,0,0,-,2,0.50,9,0,0,1,2.8,10,8,0,80.0
2011-12-10,12,岡山シーガルズ,12,,村田奈都美,3,nan,□,■,■,nan,24,9,4,0.375,0.20833333333333334,3.00,0,0,0,-,0,-,6,0,0,2,8.3,17,10,0,58.8
2011-12-10,12,岡山シーガルズ,14,,宮下遥,4,■,■,■,■,nan,3,2,0,0.6666666666666666,0.6666666666666666,0.50,0,0,0,-,1,0.25,20,2,2,4,14.0,0,0,0,-
2011-12-10,12,岡山シーガルズ,15,,岡野弘子,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,12,岡山シーガルズ,16,L,野口彩佳,1,●,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,12,岡山シーガルズ,17,,小林亜里沙,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2011-12-10,12,岡山シーガルズ,20,L,丸山亜季,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,9,0,56.2
2011-12-10,12,岡山シーガルズ,21,,森和代,3,□,nan,■,■,nan,12,6,0,0.5,0.5,2.00,0,0,0,-,3,1.00,7,0,0,1,3.6,14,8,0,57.1
2011-12-10,12,岡山シーガルズ,22,,卜部里菜,3,□,□,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,8,0,0,2,6.2,15,8,0,53.3
2011-12-10,12,岡山シーガルズ,28,,川島亜依美,2,■,■,nan,nan,nan,5,2,0,0.4,0.4,1.00,0,0,0,-,1,0.50,3,0,0,2,16.7,1,1,0,100.0
2011-12-10,12,岡山シーガルズ,29,,瀬尾有耶,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,2,1,0,50.0
2011-12-10,12,JTマーヴェラス,1,,坂下麻衣子,4,□,□,□,□,nan,5,0,1,0.0,-0.2,-,0,0,0,-,2,0.50,0,0,0,0,-,0,0,0,-
2011-12-10,12,JTマーヴェラス,2,,谷口雅美,4,■,■,■,■,nan,37,12,1,0.32432432432432434,0.2972972972972973,3.00,9,0,1,0.0,0,-,13,0,1,4,7.7,1,0,0,0.0
2011-12-10,12,JTマーヴェラス,4,,吉澤智恵,4,■,■,■,■,nan,42,10,3,0.23809523809523808,0.16666666666666666,2.50,4,1,0,25.0,0,-,23,1,0,8,12.2,23,18,0,78.3
2011-12-10,12,JTマーヴェラス,5,,位田愛,4,■,■,■,■,nan,38,10,2,0.2631578947368421,0.21052631578947367,2.50,0,0,0,-,3,0.75,22,2,0,10,18.6,34,26,0,76.5
2011-12-10,12,JTマーヴェラス,6,,ブラコチェヴィッチヨヴァナ,1,nan,nan,nan,□,nan,8,8,0,1.0,1.0,8.00,4,4,0,100.0,0,-,2,0,1,0,0.0,0,0,0,-
2011-12-10,12,JTマーヴェラス,7,,竹下佳江,4,■,■,■,■,nan,1,0,1,0.0,-1.0,-,0,0,0,-,0,-,13,2,0,0,12.3,0,0,0,-
2011-12-10,12,JTマーヴェラス,9,,石川友紀,4,■,■,■,■,nan,19,10,0,0.5263157894736842,0.5263157894736842,2.50,0,0,0,-,4,1.00,12,0,0,3,6.2,1,0,0,0.0
2011-12-10,12,JTマーヴェラス,10,,橋本直子,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2011-12-10,12,JTマーヴェラス,11,,上屋敷綾,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
