名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
眞恵子,2012-02,トヨタ車体クインシーズ,9,12,19,2,30,276,81,23,29.3,21.0,5,0,1,14,79,3,9,17,0,0,0,98,0.0,2.7,0.47,6.3,
眞恵子,2012-03,トヨタ車体クインシーズ,9,1,6,0,7,72,25,3,34.7,30.6,0,0,0,3,16,0,5,4,0,0,0,28,,3.57,0.43,-1.6,
真柴咲紀,2011-12,デンソーエアリービーズ,20,9,0,3,9,0,0,0,,,0,0,0,0,0,0,0,0,43,24,0,0,,0.0,0.0,,55.8
真柴咲紀,2012-01,デンソーエアリービーズ,20,17,7,5,22,0,0,0,,,0,0,0,0,0,0,0,0,93,53,0,0,,0.0,0.0,,57.0
真柴咲紀,2012-02,デンソーエアリービーズ,20,19,14,5,33,0,0,0,,,0,0,0,0,0,0,0,0,158,105,0,0,,0.0,0.0,,66.5
真柴咲紀,2012-03,デンソーエアリービーズ,20,2,6,0,8,0,0,0,,,0,0,0,0,0,0,0,0,51,37,0,0,,0.0,0.0,,72.5
矢野美子,2011-12,デンソーエアリービーズ,2,9,0,3,9,45,19,2,42.2,37.8,0,0,0,4,36,3,5,9,0,0,0,26,,2.11,0.44,11.1,
矢野美子,2012-01,デンソーエアリービーズ,2,20,8,6,28,128,58,6,45.3,40.6,0,0,0,7,86,5,8,31,3,3,0,70,,2.07,0.25,12.5,100.0
矢野美子,2012-02,デンソーエアリービーズ,2,19,14,5,33,136,60,10,44.1,36.8,0,0,0,20,96,4,13,30,5,4,0,84,,1.82,0.61,8.6,80.0
矢野美子,2012-03,デンソーエアリービーズ,2,2,6,0,8,40,20,3,50.0,42.5,0,0,0,3,31,1,0,14,2,1,0,24,,2.5,0.38,14.5,50.0
石井優希,2011-12,久光製薬スプリングス,6,8,4,2,1,5,3,0,60.0,60.0,0,0,0,0,0,0,0,0,5,3,0,3,,3.0,0.0,,60.0
石井優希,2012-01,久光製薬スプリングス,6,18,14,5,9,62,27,6,43.5,33.9,5,0,2,0,18,0,2,8,48,31,0,27,0.0,3.0,0.0,8.3,64.6
石井優希,2012-02,久光製薬スプリングス,6,22,13,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
石井優希,2012-03,久光製薬スプリングス,6,6,3,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
石井里沙,2011-12,デンソーエアリービーズ,16,9,0,3,9,83,24,4,28.9,24.1,2,1,0,2,41,0,1,10,50,35,0,26,50.0,2.67,0.22,5.5,70.0
石井里沙,2012-01,デンソーエアリービーズ,16,17,5,5,22,186,63,9,33.9,29.0,7,0,1,6,100,5,6,34,167,91,0,74,0.0,2.86,0.27,12.0,54.5
石井里沙,2012-02,デンソーエアリービーズ,16,19,14,5,33,267,74,17,27.7,21.3,10,1,1,11,108,1,3,34,325,187,0,86,10.0,2.24,0.33,8.1,57.5
石井里沙,2012-03,デンソーエアリービーズ,16,2,6,0,8,106,33,5,31.1,26.4,2,0,0,3,29,0,1,9,43,27,0,36,0.0,4.12,0.38,6.9,62.8
石坂円,2012-01,デンソーエアリービーズ,24,6,4,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
石坂円,2012-03,デンソーエアリービーズ,24,2,6,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
石川友紀,2011-12,JTマーヴェラス,9,6,4,2,10,57,22,5,38.6,29.8,1,0,1,7,33,1,0,11,6,4,0,30,0.0,2.2,0.7,11.4,66.7
石川友紀,2012-01,JTマーヴェラス,9,17,14,5,31,112,52,4,46.4,42.9,0,0,0,21,104,6,10,39,3,1,0,79,,1.68,0.68,12.7,33.3
石川友紀,2012-02,JTマーヴェラス,9,13,19,3,32,136,50,10,36.8,29.4,0,0,0,25,114,4,11,44,9,5,0,79,,1.56,0.78,10.7,55.6
石川友紀,2012-03,JTマーヴェラス,9,3,4,1,7,34,16,1,47.1,44.1,0,0,0,4,25,1,1,7,1,0,0,21,,2.29,0.57,10.0,0.0
石田瑞穂,2011-12,久光製薬スプリングス,22,8,4,2,10,100,34,12,34.0,22.0,24,7,4,3,43,5,2,13,40,21,0,42,29.2,3.4,0.3,18.0,52.5
石田瑞穂,2012-01,久光製薬スプリングス,22,18,14,5,32,310,118,18,38.1,32.3,67,23,6,9,108,5,4,37,116,64,0,132,34.3,3.69,0.28,12.3,55.2
石田瑞穂,2012-02,久光製薬スプリングス,22,22,13,6,35,382,119,24,31.2,24.9,47,14,7,14,119,6,5,47,116,72,0,139,29.8,3.4,0.4,13.9,62.1
石田瑞穂,2012-03,久光製薬スプリングス,22,6,3,2,9,86,40,2,46.5,44.2,19,6,1,3,36,2,3,14,42,21,0,45,31.6,4.44,0.33,13.2,50.0
福田舞,2011-12,岡山シーガルズ,5,7,7,2,14,115,46,7,40.0,33.9,1,1,0,2,37,3,3,15,67,29,0,51,100.0,3.29,0.14,16.2,43.3
福田舞,2012-01,岡山シーガルズ,5,14,14,4,28,344,124,16,36.0,31.4,8,1,1,9,76,2,8,28,115,65,0,135,12.5,4.43,0.32,9.2,56.5
福田舞,2012-02,岡山シーガルズ,5,15,16,4,30,358,114,22,31.8,25.7,13,4,1,8,58,1,7,17,81,39,0,123,30.8,3.8,0.27,6.0,48.1
福田舞,2012-03,岡山シーガルズ,5,5,4,1,8,93,28,4,30.1,25.8,1,0,1,5,15,1,0,6,18,8,0,34,0.0,3.5,0.62,16.7,44.4
秋山美幸,2012-02,NECレッドロケッツ,7,3,3,1,6,0,0,0,,,0,0,0,0,16,0,1,10,0,0,0,0,,0.0,0.0,14.1,
秋山美幸,2012-03,NECレッドロケッツ,7,4,3,1,6,3,1,0,33.3,33.3,0,0,0,0,19,0,0,5,0,0,0,1,,0.17,0.0,6.6,
竹下佳江,2011-12,JTマーヴェラス,7,6,4,2,10,4,0,1,0.0,-25.0,0,0,0,0,43,3,0,14,0,0,0,3,,0.0,0.0,15.1,
竹下佳江,2012-01,JTマーヴェラス,7,17,14,5,31,10,4,0,40.0,40.0,0,0,0,2,112,3,5,39,1,0,0,9,,0.13,0.06,10.3,0.0
竹下佳江,2012-02,JTマーヴェラス,7,13,19,3,31,10,4,0,40.0,40.0,1,0,0,0,99,5,7,39,0,0,0,9,0.0,0.13,0.0,13.1,
竹下佳江,2012-03,JTマーヴェラス,7,3,4,1,7,0,0,0,,,0,0,0,1,32,0,1,6,0,0,0,1,,0.0,0.14,3.9,
竹田沙希,2011-12,トヨタ車体クインシーズ,17,4,7,1,11,94,27,9,28.7,19.1,0,0,0,2,37,5,4,15,76,43,0,34,,2.45,0.18,20.9,56.6
竹田沙希,2012-01,トヨタ車体クインシーズ,17,8,18,2,23,153,41,12,26.8,19.0,2,0,1,3,50,2,3,21,93,57,0,46,0.0,1.78,0.13,13.0,61.3
竹田沙希,2012-02,トヨタ車体クインシーズ,17,9,19,1,23,137,48,8,35.0,29.2,0,0,0,4,51,2,5,20,135,87,0,54,,2.09,0.17,11.3,64.4
筒井さやか,2011-12,久光製薬スプリングス,20,2,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
筒井さやか,2012-01,久光製薬スプリングス,20,3,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
筒井さやか,2012-02,久光製薬スプリングス,20,22,13,6,5,0,0,0,,,0,0,0,0,0,0,0,0,7,6,0,0,,0.0,0.0,,85.7
筒井さやか,2012-03,久光製薬スプリングス,20,6,3,2,5,0,0,0,,,0,0,0,0,0,0,0,0,11,9,0,0,,0.0,0.0,,81.8
筒井視穂子,2011-12,久光製薬スプリングス,7,8,4,2,4,0,0,0,,,0,0,0,0,0,0,0,0,3,0,0,0,,0.0,0.0,,0.0
筒井視穂子,2012-01,久光製薬スプリングス,7,15,13,4,2,0,0,0,,,0,0,0,0,0,0,0,0,4,2,0,0,,0.0,0.0,,50.0
筒井視穂子,2012-02,久光製薬スプリングス,7,22,13,6,12,0,0,0,,,0,0,0,0,23,1,0,7,0,0,0,1,,0.0,0.0,12.0,
筒井視穂子,2012-03,久光製薬スプリングス,7,6,3,2,4,0,0,0,,,0,0,0,0,6,0,1,2,0,0,0,0,,0.0,0.0,4.2,
臼井千景,2011-12,JTマーヴェラス,14,6,4,2,6,0,0,0,,,0,0,0,0,0,0,0,0,22,14,0,0,,0.0,0.0,,63.6
臼井千景,2012-01,JTマーヴェラス,14,17,14,5,17,0,0,0,,,0,0,0,0,0,0,0,0,105,51,0,0,,0.0,0.0,,48.6
臼井千景,2012-02,JTマーヴェラス,14,13,19,3,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
臼井千景,2012-03,JTマーヴェラス,14,3,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芥川愛加,2011-12,JTマーヴェラス,20,6,4,2,4,25,12,2,48.0,40.0,0,0,0,3,15,1,2,4,1,1,0,16,,3.0,0.75,10.0,100.0
芥川愛加,2012-01,JTマーヴェラス,20,3,4,1,3,11,3,0,27.3,27.3,0,0,0,1,4,0,0,2,1,0,0,4,,1.0,0.33,12.5,0.0
芦野李沙,2011-12,パイオニアレッドウィングス,7,1,9,0,6,0,0,0,,,0,0,0,0,1,0,0,0,10,5,0,0,,0.0,0.0,0.0,50.0
芦野李沙,2012-01,パイオニアレッドウィングス,7,10,19,3,8,0,0,0,,,0,0,0,0,3,0,0,0,19,12,0,0,,0.0,0.0,0.0,63.2
芦野李沙,2012-02,パイオニアレッドウィングス,7,13,21,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
芦野李沙,2012-03,パイオニアレッドウィングス,7,4,4,1,4,0,0,0,,,0,0,0,0,8,0,0,2,5,4,0,0,,0.0,0.0,6.2,80.0
若浦貴子,2012-01,岡山シーガルズ,33,6,0,2,1,3,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
若浦貴子,2012-02,岡山シーガルズ,33,4,7,1,1,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
若浦貴子,2012-03,岡山シーガルズ,33,2,3,0,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
荒木絵里香,2011-12,東レアローズ,2,8,5,2,13,59,26,3,44.1,39.0,0,0,0,13,58,6,3,28,1,1,0,45,,2.0,1.0,21.1,100.0
荒木絵里香,2012-01,東レアローズ,2,22,8,7,30,109,52,6,47.7,42.2,1,0,0,21,128,8,5,52,8,7,0,81,0.0,1.73,0.7,15.4,87.5
荒木絵里香,2012-02,東レアローズ,2,23,8,7,31,138,67,12,48.6,39.9,0,0,0,33,118,15,8,32,4,2,0,115,,2.16,1.06,17.8,50.0
荒木絵里香,2012-03,東レアローズ,2,6,1,2,7,41,16,2,39.0,34.1,0,0,0,11,28,2,1,13,1,0,0,29,,2.29,1.57,17.9,0.0
藤原亜紀,2011-12,トヨタ車体クインシーズ,14,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤原亜紀,2012-01,トヨタ車体クインシーズ,14,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
藤原亜紀,2012-02,トヨタ車体クインシーズ,14,9,16,1,5,27,11,2,40.7,33.3,1,0,0,1,11,0,0,3,5,2,0,12,0.0,2.2,0.2,6.8,40.0
藤原亜紀,2012-03,トヨタ車体クインシーズ,14,1,6,0,1,7,2,0,28.6,28.6,0,0,0,0,0,0,0,0,0,0,0,2,,2.0,0.0,,
藤田夏未,2011-12,トヨタ車体クインシーズ,10,4,7,1,8,7,1,0,14.3,14.3,0,0,0,0,33,1,1,15,1,0,0,2,,0.12,0.0,13.6,0.0
藤田夏未,2012-01,トヨタ車体クインシーズ,10,8,18,2,26,7,2,1,28.6,14.3,0,0,0,0,81,2,4,27,1,1,0,4,,0.08,0.0,9.6,100.0
藤田夏未,2012-02,トヨタ車体クインシーズ,10,12,19,2,31,8,1,1,12.5,0.0,0,0,0,3,133,5,4,49,1,0,0,9,,0.03,0.1,12.2,0.0
藤田夏未,2012-03,トヨタ車体クインシーズ,10,1,6,0,7,3,2,0,66.7,66.7,0,0,0,1,25,1,2,8,0,0,0,4,,0.29,0.14,10.0,
西脇万里子,2011-12,東レアローズ,1,8,5,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
西脇万里子,2012-01,東レアローズ,1,22,8,7,4,12,4,0,33.3,33.3,0,0,0,0,6,1,1,0,0,0,0,5,,1.0,0.0,12.5,
西脇万里子,2012-02,東レアローズ,1,23,8,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
西脇万里子,2012-03,東レアローズ,1,6,1,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
谷口雅美,2011-12,JTマーヴェラス,2,6,4,2,10,43,13,1,30.2,27.9,9,0,1,2,13,0,1,4,1,0,0,15,0.0,1.3,0.2,5.8,0.0
谷口雅美,2012-01,JTマーヴェラス,2,17,14,5,13,80,23,5,28.7,22.5,22,4,3,0,12,1,3,3,0,0,0,24,18.2,1.77,0.0,8.3,
谷口雅美,2012-02,JTマーヴェラス,2,13,19,3,27,117,37,5,31.6,27.4,18,5,2,6,25,1,4,10,0,0,0,44,27.8,1.37,0.22,10.0,
谷口雅美,2012-03,JTマーヴェラス,2,3,4,1,6,8,1,0,12.5,12.5,0,0,0,0,0,0,0,0,0,0,0,1,,0.17,0.0,,
赤阪瑠美,2011-12,トヨタ車体クインシーズ,8,4,7,1,10,6,1,1,16.7,0.0,0,0,0,0,13,0,2,7,0,0,0,1,,0.1,0.0,9.6,
赤阪瑠美,2012-01,トヨタ車体クインシーズ,8,7,15,2,20,3,2,1,66.7,33.3,0,0,0,0,30,3,8,4,0,0,0,5,,0.1,0.0,6.7,
赤阪瑠美,2012-02,トヨタ車体クインシーズ,8,12,19,2,28,23,4,2,17.4,8.7,0,0,0,0,51,3,10,21,7,4,0,7,,0.14,0.0,11.3,57.1
赤阪瑠美,2012-03,トヨタ車体クインシーズ,8,1,6,0,4,0,0,0,,,0,0,0,0,7,1,0,4,0,0,0,1,,0.0,0.0,28.6,
近江あかり,2012-02,NECレッドロケッツ,19,11,18,2,28,233,77,9,33.0,29.2,6,0,1,9,94,3,4,39,163,99,0,89,0.0,2.75,0.32,12.5,60.7
近江あかり,2012-03,NECレッドロケッツ,19,4,3,1,7,51,21,1,41.2,39.2,0,0,0,1,23,1,2,11,50,29,0,23,,3.0,0.14,14.1,58.0
迫田さおり,2011-12,東レアローズ,8,8,5,2,12,119,40,8,33.6,26.9,26,14,1,6,38,1,6,16,20,7,0,47,53.8,3.33,0.5,9.2,35.0
迫田さおり,2012-01,東レアローズ,8,22,8,7,29,149,59,4,39.6,36.9,23,13,1,8,23,2,1,10,0,0,0,69,56.5,2.03,0.28,18.5,
迫田さおり,2012-02,東レアローズ,8,23,8,7,31,247,102,21,41.3,32.8,52,21,8,15,59,1,4,21,48,23,0,118,40.4,3.29,0.48,8.9,47.9
迫田さおり,2012-03,東レアローズ,8,6,1,2,6,58,18,4,31.0,24.1,19,6,0,4,11,0,1,3,0,0,0,22,31.6,3.0,0.67,4.5,
都築有美子,2011-12,トヨタ車体クインシーズ,1,4,7,1,10,4,1,1,25.0,0.0,0,0,0,1,14,1,4,2,30,18,0,3,,0.1,0.1,3.6,60.0
都築有美子,2012-01,トヨタ車体クインシーズ,1,8,18,2,22,101,41,4,40.6,36.6,0,0,0,1,66,6,5,16,67,40,0,48,,1.86,0.05,13.3,59.7
都築有美子,2012-02,トヨタ車体クインシーズ,1,12,19,2,28,99,32,5,32.3,27.3,0,0,0,4,62,6,5,13,93,56,0,42,,1.14,0.14,12.9,60.2
都築有美子,2012-03,トヨタ車体クインシーズ,1,1,6,0,7,60,14,2,23.3,20.0,0,0,0,1,27,0,4,14,39,25,0,15,,2.0,0.14,9.3,64.1
野口彩佳,2011-12,岡山シーガルズ,16,7,7,2,4,0,0,0,,,0,0,0,0,0,0,0,0,2,1,0,0,,0.0,0.0,,50.0
野口彩佳,2012-01,岡山シーガルズ,16,14,14,4,3,0,0,0,,,0,0,0,0,0,0,0,0,9,6,0,0,,0.0,0.0,,66.7
野口彩佳,2012-02,岡山シーガルズ,16,15,16,4,12,0,0,0,,,0,0,0,0,17,2,0,6,21,17,0,2,,0.0,0.0,20.6,81.0
野口彩佳,2012-03,岡山シーガルズ,16,5,4,1,3,0,0,0,,,0,0,0,0,5,0,0,1,1,1,0,0,,0.0,0.0,5.0,100.0
野本梨佳,2011-12,久光製薬スプリングス,8,6,1,2,6,43,12,2,27.9,23.3,3,0,0,2,7,1,1,0,0,0,0,15,0.0,2.0,0.33,10.7,
野本梨佳,2012-01,久光製薬スプリングス,8,18,14,5,10,67,21,5,31.3,23.9,9,3,2,2,23,0,3,7,0,0,0,23,33.3,2.1,0.2,4.3,
野本梨佳,2012-02,久光製薬スプリングス,8,22,13,6,7,49,19,4,38.8,30.6,6,1,2,0,8,0,1,0,1,0,0,19,16.7,2.71,0.0,-3.1,0.0
野本梨佳,2012-03,久光製薬スプリングス,8,6,3,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
金子早織,2011-12,NECレッドロケッツ,14,2,9,0,8,0,0,0,,,0,0,0,0,12,0,0,6,0,0,0,0,,0.0,0.0,12.5,
金子早織,2012-01,NECレッドロケッツ,14,10,24,0,24,0,0,0,,,0,0,0,0,36,4,6,14,0,0,0,4,,0.0,0.0,16.7,
金子早織,2012-02,NECレッドロケッツ,14,11,18,2,22,0,0,0,,,0,0,0,0,32,1,6,9,0,0,0,1,,0.0,0.0,5.5,
金子早織,2012-03,NECレッドロケッツ,14,4,3,1,3,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,0,,0.0,0.0,0.0,
鈴木裕子,2011-12,デンソーエアリービーズ,6,9,0,3,9,48,23,2,47.9,43.8,0,0,0,0,30,2,0,14,61,33,0,25,,2.56,0.0,18.3,54.1
鈴木裕子,2012-01,デンソーエアリービーズ,6,20,8,6,28,92,46,6,50.0,43.5,0,0,0,5,90,4,5,27,196,122,0,55,,1.64,0.18,10.6,62.2
鈴木裕子,2012-02,デンソーエアリービーズ,6,19,14,5,33,110,34,3,30.9,28.2,0,0,0,8,90,1,4,24,156,91,0,43,,1.03,0.24,6.7,58.3
鈴木裕子,2012-03,デンソーエアリービーズ,6,2,6,0,8,39,16,2,41.0,35.9,0,0,0,4,35,2,2,14,73,37,0,22,,2.0,0.5,14.3,50.7
長岡望悠,2011-12,久光製薬スプリングス,1,8,4,2,6,1,1,0,100.0,100.0,0,0,0,1,0,0,0,0,0,0,0,2,,0.17,0.17,,
長岡望悠,2012-01,久光製薬スプリングス,1,18,14,5,18,11,4,1,36.4,27.3,0,0,0,3,4,0,0,0,0,0,0,7,,0.22,0.17,0.0,
長岡望悠,2012-02,久光製薬スプリングス,1,22,13,6,29,23,10,1,43.5,39.1,6,0,0,1,5,0,0,1,2,0,0,11,0.0,0.34,0.03,5.0,0.0
長岡望悠,2012-03,久光製薬スプリングス,1,6,3,2,8,22,8,0,36.4,36.4,5,1,0,2,5,0,0,2,0,0,0,10,20.0,1.0,0.25,10.0,
関李香,2011-12,岡山シーガルズ,4,7,7,2,14,73,20,5,27.4,20.5,1,0,0,7,26,0,5,7,2,1,0,27,0.0,1.43,0.5,1.9,50.0
関李香,2012-01,岡山シーガルズ,4,14,14,4,28,142,43,11,30.3,22.5,0,0,0,14,65,0,2,26,5,2,0,57,,1.54,0.5,9.2,40.0
関李香,2012-02,岡山シーガルズ,4,15,16,4,27,118,41,7,34.7,28.8,0,0,0,9,74,9,6,19,4,3,0,59,,1.52,0.33,16.6,75.0
関李香,2012-03,岡山シーガルズ,4,5,4,1,9,27,7,1,25.9,22.2,0,0,0,4,20,0,1,8,1,1,0,11,,0.78,0.44,8.8,100.0
香野晶子,2011-12,パイオニアレッドウィングス,2,1,9,0,10,34,12,0,35.3,35.3,0,0,0,1,30,2,3,13,6,5,0,15,,1.2,0.1,15.0,83.3
香野晶子,2012-01,パイオニアレッドウィングス,2,10,19,3,29,96,34,9,35.4,26.0,0,0,0,14,108,5,8,44,9,5,0,53,,1.17,0.48,13.0,55.6
香野晶子,2012-02,パイオニアレッドウィングス,2,13,21,3,34,171,70,7,40.9,36.8,0,0,0,16,114,3,6,36,5,4,0,89,,2.06,0.47,9.2,80.0
香野晶子,2012-03,パイオニアレッドウィングス,2,4,4,1,8,43,14,1,32.6,30.2,0,0,0,4,36,1,2,12,8,7,0,19,,1.75,0.5,9.7,87.5
高本佳澄,2012-02,トヨタ車体クインシーズ,20,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高松未,2012-01,岡山シーガルズ,13,3,4,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋みゆき,2011-12,トヨタ車体クインシーズ,4,4,7,1,7,5,2,0,40.0,40.0,0,0,0,0,0,0,0,0,8,8,0,2,,0.29,0.0,,100.0
高橋みゆき,2012-01,トヨタ車体クインシーズ,4,8,18,2,8,44,9,4,20.5,11.4,0,0,0,1,16,0,0,7,38,22,0,10,,1.12,0.12,10.9,57.9
高橋みゆき,2012-02,トヨタ車体クインシーズ,4,12,19,2,27,153,53,6,34.6,30.7,0,0,0,5,83,2,3,25,151,95,0,60,,1.96,0.19,9.0,62.9
高橋みゆき,2012-03,トヨタ車体クインシーズ,4,1,6,0,7,45,18,8,40.0,22.2,0,0,0,0,23,0,1,8,58,30,0,18,,2.57,0.0,7.6,51.7
高橋菜穂子,2011-12,デンソーエアリービーズ,14,9,0,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋菜穂子,2012-01,デンソーエアリービーズ,14,20,8,6,7,59,17,5,28.8,20.3,8,1,2,1,20,2,2,6,60,35,0,20,12.5,2.43,0.14,15.0,58.3
高橋菜穂子,2012-02,デンソーエアリービーズ,14,19,14,5,1,7,0,2,0.0,-28.6,1,0,0,0,2,0,0,2,7,1,0,0,0.0,0.0,0.0,25.0,14.3
高橋菜穂子,2012-03,デンソーエアリービーズ,14,2,6,0,8,110,30,7,27.3,20.9,6,2,2,3,27,0,4,6,6,0,0,33,33.3,3.75,0.38,1.9,0.0
高田ありさ,2011-12,東レアローズ,6,8,5,2,12,67,21,4,31.3,25.4,5,0,0,4,33,1,2,13,40,25,0,26,0.0,1.75,0.33,11.4,62.5
高田ありさ,2012-01,東レアローズ,6,22,8,7,30,186,73,18,39.2,29.6,4,0,1,10,121,6,9,50,226,130,0,89,0.0,2.43,0.33,13.4,57.5
高田ありさ,2012-02,東レアローズ,6,23,8,7,31,232,88,13,37.9,32.3,9,1,1,14,154,8,12,56,280,204,0,110,11.1,2.84,0.45,12.3,72.9
高田ありさ,2012-03,東レアローズ,6,6,1,2,7,49,21,1,42.9,40.8,0,0,0,1,44,1,1,19,60,41,0,23,,3.0,0.14,12.5,68.3
鳥越未玖,2011-12,NECレッドロケッツ,18,2,9,0,6,0,0,0,,,0,0,0,0,7,0,0,4,10,5,0,0,,0.0,0.0,14.3,50.0
鳥越未玖,2012-01,NECレッドロケッツ,18,10,24,0,20,0,0,0,,,0,0,0,0,25,0,7,8,30,9,0,0,,0.0,0.0,1.0,30.0
鳥越未玖,2012-02,NECレッドロケッツ,18,8,15,1,6,0,0,0,,,0,0,0,0,0,0,0,0,12,4,0,0,,0.0,0.0,,33.3
鳥越未玖,2012-03,NECレッドロケッツ,18,4,3,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
