名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
フォンテレスフェリペ,2008-01,パナソニックパンサーズ,3,7,25,197,98,21,49.7,39.1,48,27,6,12,87,10,30,29,138,98,0,120,56.2,3.92,0.48,11.2,71.0
フォンテレスフェリペ,2008-02,パナソニックパンサーズ,3,18,35,238,126,24,52.9,42.9,54,28,5,21,137,14,40,40,149,99,0,161,51.9,3.6,0.6,10.2,66.4
フォンテレスフェリペ,2008-03,パナソニックパンサーズ,3,15,20,139,78,13,56.1,46.8,33,21,3,11,55,3,19,13,74,47,0,92,63.6,3.9,0.55,2.7,63.5
レオナルドメロ,2007-12,サントリーサンバーズ,8,48,14,102,50,10,49.0,39.2,36,14,6,15,43,3,14,15,0,0,0,68,38.9,3.57,1.07,7.6,
レオナルドメロ,2008-01,サントリーサンバーズ,8,7,23,196,106,16,54.1,45.9,78,43,10,19,85,8,28,27,0,0,0,133,55.1,4.61,0.83,9.1,
レオナルドメロ,2008-02,サントリーサンバーズ,8,18,35,331,165,33,49.8,39.9,154,76,18,17,139,8,31,49,0,0,0,190,49.4,4.71,0.49,9.0,
レオナルドメロ,2008-03,サントリーサンバーズ,8,21,28,233,126,17,54.1,46.8,93,52,9,17,94,4,20,25,0,0,0,147,55.9,4.5,0.61,5.6,
三上圭治郎,2008-01,NECブルーロケッツ,20,2,4,19,14,1,73.7,68.4,2,2,0,1,14,0,4,3,10,5,0,15,100.0,3.5,0.25,-1.8,50.0
三上圭治郎,2008-02,NECブルーロケッツ,20,18,28,160,71,21,44.4,31.2,36,17,5,8,84,4,15,24,174,109,0,83,47.2,2.54,0.29,7.4,62.6
三上圭治郎,2008-03,NECブルーロケッツ,20,24,17,92,37,8,40.2,31.5,12,4,1,5,51,2,16,9,125,87,0,44,33.3,2.18,0.29,0.5,69.6
上田剛史,2008-01,サントリーサンバーズ,5,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
上田剛史,2008-02,サントリーサンバーズ,5,6,1,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
上田剛史,2008-03,サントリーサンバーズ,5,15,2,5,1,1,20.0,0.0,0,0,0,0,4,0,0,2,0,0,0,1,,0.5,0.0,12.5,
中山大祐,2008-01,JTサンダーズ,8,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中山大祐,2008-02,JTサンダーズ,8,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中村紘二,2007-12,大分三好ヴァイセアドラー,8,48,3,3,1,0,33.3,33.3,0,0,0,0,8,0,1,0,21,9,0,1,,0.33,0.0,-3.1,42.9
中村紘二,2008-02,大分三好ヴァイセアドラー,8,6,6,0,0,0,,,0,0,0,0,5,0,1,2,10,6,0,0,,0.0,0.0,5.0,60.0
中村紘二,2008-03,大分三好ヴァイセアドラー,8,12,5,1,1,0,100.0,100.0,0,0,0,0,4,0,2,1,7,7,0,1,,0.2,0.0,-6.2,100.0
中西了将,2007-12,NECブルーロケッツ,24,36,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中西了将,2008-01,NECブルーロケッツ,24,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中西了将,2008-03,NECブルーロケッツ,24,6,1,0,0,0,,,0,0,0,0,2,0,2,0,0,0,0,0,,0.0,0.0,-25.0,
丸山祥二,2008-01,豊田合成トレフェルサ,18,5,14,8,2,0,25.0,25.0,0,0,0,1,7,0,0,2,0,0,0,3,,0.14,0.07,7.1,
丸山祥二,2008-02,豊田合成トレフェルサ,18,10,10,2,0,1,0.0,-50.0,0,0,0,0,5,1,2,0,1,1,0,1,,0.0,0.0,10.0,100.0
丸山祥二,2008-03,豊田合成トレフェルサ,18,6,7,10,4,2,40.0,20.0,0,0,0,1,20,1,1,13,1,1,0,6,,0.57,0.14,20.0,100.0
丹山禎昭,2007-12,JTサンダーズ,5,48,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
丹山禎昭,2008-01,JTサンダーズ,5,7,12,4,3,0,75.0,75.0,0,0,0,0,31,0,2,8,1,0,0,3,,0.25,0.0,4.8,0.0
丹山禎昭,2008-02,JTサンダーズ,5,18,12,2,0,1,0.0,-50.0,0,0,0,3,37,1,1,9,4,0,0,4,,0.0,0.25,8.1,0.0
丹山禎昭,2008-03,JTサンダーズ,5,24,8,2,0,0,0.0,0.0,0,0,0,1,18,0,0,3,0,0,0,1,,0.0,0.12,4.2,
久保尚志,2007-12,パナソニックパンサーズ,11,48,13,0,0,0,,,0,0,0,0,19,2,5,5,1,0,0,2,,0.0,0.0,10.5,0.0
久保尚志,2008-01,パナソニックパンサーズ,11,7,20,0,0,0,,,0,0,0,0,26,0,10,4,0,0,0,0,,0.0,0.0,-5.8,
久保尚志,2008-02,パナソニックパンサーズ,11,10,14,0,0,0,,,0,0,0,0,20,1,0,9,0,0,0,1,,0.0,0.0,16.2,
久保尚志,2008-03,パナソニックパンサーズ,11,15,17,0,0,0,,,0,0,0,0,20,0,4,6,1,0,0,0,,0.0,0.0,2.5,0.0
二木健太,2008-03,サントリーサンバーズ,14,6,4,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.25,,
五十嵐元,2007-12,豊田合成トレフェルサ,12,36,6,5,4,0,80.0,80.0,1,1,0,0,14,0,4,3,18,12,0,4,100.0,0.67,0.0,-1.8,66.7
五十嵐元,2008-01,豊田合成トレフェルサ,12,6,7,12,4,2,33.3,16.7,3,1,0,1,8,0,2,1,31,25,0,5,33.3,0.57,0.14,-3.1,80.6
五十嵐元,2008-02,豊田合成トレフェルサ,12,8,2,12,7,2,58.3,41.7,2,0,1,0,5,0,2,1,16,10,0,7,0.0,3.5,0.0,-5.0,62.5
五十嵐元,2008-03,豊田合成トレフェルサ,12,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
井上崇昭,2007-12,豊田合成トレフェルサ,8,36,10,41,16,4,39.0,29.3,9,5,0,4,30,0,6,6,62,40,0,20,55.6,1.6,0.4,0.0,64.5
井上崇昭,2008-01,豊田合成トレフェルサ,8,7,22,138,66,8,47.8,42.0,15,8,2,4,81,1,11,23,187,112,0,71,53.3,3.0,0.18,4.9,59.9
井上崇昭,2008-02,豊田合成トレフェルサ,8,18,6,16,6,1,37.5,31.2,2,0,1,0,7,0,3,1,10,5,0,6,0.0,1.0,0.0,-7.1,50.0
井上崇昭,2008-03,豊田合成トレフェルサ,8,21,14,31,18,0,58.1,58.1,7,3,0,2,13,1,3,6,21,15,0,21,42.9,1.29,0.14,13.5,71.4
井上裕介,2007-12,大分三好ヴァイセアドラー,21,48,14,0,0,0,,,0,0,0,0,0,0,0,0,88,70,0,0,,0.0,0.0,,79.5
井上裕介,2008-01,大分三好ヴァイセアドラー,21,7,27,0,0,0,,,0,0,0,0,0,0,0,0,113,88,0,0,,0.0,0.0,,77.9
井上裕介,2008-02,大分三好ヴァイセアドラー,21,14,24,0,0,0,,,0,0,0,0,0,0,0,0,109,87,0,0,,0.0,0.0,,79.8
井上裕介,2008-03,大分三好ヴァイセアドラー,21,21,29,0,0,0,,,0,0,0,0,0,0,0,0,126,96,0,0,,0.0,0.0,,76.2
今井啓介,2007-12,パナソニックパンサーズ,4,48,13,62,26,8,41.9,29.0,20,6,4,3,24,0,5,5,0,0,0,29,30.0,2.0,0.23,0.0,
今井啓介,2008-01,パナソニックパンサーズ,4,7,23,62,33,5,53.2,45.2,0,0,0,20,80,0,6,21,0,0,0,53,,1.43,0.87,4.7,
今井啓介,2008-02,パナソニックパンサーズ,4,18,16,25,12,2,48.0,40.0,0,0,0,2,31,1,1,6,2,0,0,15,,0.75,0.12,7.3,0.0
今井啓介,2008-03,パナソニックパンサーズ,4,24,12,39,18,3,46.2,38.5,10,6,2,2,23,1,1,7,0,0,0,21,60.0,1.5,0.17,10.9,
今田祐介,2007-12,東レアローズ,14,48,11,65,23,2,35.4,32.3,7,2,1,2,41,2,8,14,34,17,0,27,28.6,2.09,0.18,8.5,50.0
今田祐介,2008-01,東レアローズ,14,7,18,105,46,8,43.8,36.2,12,2,3,5,65,3,10,19,86,52,0,54,16.7,2.56,0.28,8.1,60.5
今田祐介,2008-02,東レアローズ,14,16,26,157,75,14,47.8,38.9,13,6,3,12,103,10,17,32,125,81,0,97,46.2,2.88,0.46,13.3,64.8
今田祐介,2008-03,東レアローズ,14,24,25,126,62,15,49.2,37.3,20,7,5,6,101,6,15,22,89,59,0,74,35.0,2.48,0.24,7.7,66.3
伊藤信博,2007-12,堺ブレイザーズ,15,48,16,36,22,2,61.1,55.6,0,0,0,7,52,5,12,20,1,1,0,34,,1.38,0.44,13.5,100.0
伊藤信博,2008-01,堺ブレイザーズ,15,7,28,55,25,3,45.5,40.0,0,0,0,12,86,3,22,25,3,0,0,40,,0.89,0.43,4.4,0.0
伊藤信博,2008-02,堺ブレイザーズ,15,18,34,84,46,6,54.8,47.6,1,1,0,24,105,5,28,32,5,2,0,75,100.0,1.35,0.71,5.7,40.0
伊藤信博,2008-03,堺ブレイザーズ,15,24,29,61,34,4,55.7,49.2,1,0,0,19,90,5,18,28,7,3,0,58,0.0,1.17,0.66,8.3,42.9
佐別當賢治,2008-03,サントリーサンバーズ,15,6,6,0,0,0,,,0,0,0,0,0,0,0,0,28,4,0,0,,0.0,0.0,,14.3
佐藤和哉,2007-12,豊田合成トレフェルサ,17,12,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
佐藤和哉,2008-03,豊田合成トレフェルサ,17,12,8,1,1,0,100.0,100.0,0,0,0,0,6,0,0,4,0,0,0,1,,0.12,0.0,16.7,
内冨寛法,2007-12,JTサンダーズ,17,48,13,99,47,11,47.5,36.4,38,19,7,4,39,1,12,10,3,2,0,52,50.0,3.62,0.31,1.3,66.7
内冨寛法,2008-01,JTサンダーズ,17,6,5,27,11,3,40.7,29.6,7,3,2,2,11,2,4,1,1,1,0,15,42.9,2.2,0.4,11.4,100.0
内冨寛法,2008-02,JTサンダーズ,17,18,20,190,98,9,51.6,46.8,70,41,3,3,71,0,16,12,1,0,0,101,58.6,4.9,0.15,-1.4,0.0
内冨寛法,2008-03,JTサンダーズ,17,24,16,128,56,16,43.8,31.2,66,24,13,3,62,0,12,12,6,5,0,59,36.4,3.5,0.19,0.0,83.3
冨士田裕大,2007-12,サントリーサンバーズ,19,48,2,5,1,2,20.0,-20.0,2,0,2,0,1,0,0,1,0,0,0,1,0.0,0.5,0.0,25.0,
冨士田裕大,2008-01,サントリーサンバーズ,19,5,2,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.5,0.0,,
冨士田裕大,2008-02,サントリーサンバーズ,19,18,3,8,4,1,50.0,37.5,4,1,1,0,4,0,0,0,0,0,0,4,25.0,1.33,0.0,0.0,
冨士田裕大,2008-03,サントリーサンバーズ,19,21,12,47,16,6,34.0,21.3,26,8,4,3,18,0,7,5,1,1,0,19,30.8,1.33,0.25,-2.8,100.0
前村直樹,2007-12,大分三好ヴァイセアドラー,14,48,12,5,3,0,60.0,60.0,0,0,0,1,26,0,2,6,0,0,0,4,,0.25,0.08,3.8,
前村直樹,2008-01,大分三好ヴァイセアドラー,14,7,21,7,2,2,28.6,0.0,0,0,0,6,57,0,3,18,1,0,0,8,,0.1,0.29,6.6,0.0
前村直樹,2008-02,大分三好ヴァイセアドラー,14,18,25,6,4,0,66.7,66.7,1,0,0,6,70,1,5,23,0,0,0,11,0.0,0.16,0.24,7.9,
前村直樹,2008-03,大分三好ヴァイセアドラー,14,18,19,6,3,0,50.0,50.0,0,0,0,1,45,2,5,13,0,0,0,6,,0.16,0.05,8.9,
前田和樹,2007-12,NECブルーロケッツ,25,48,2,0,0,0,,,0,0,0,0,2,0,2,0,0,0,0,0,,0.0,0.0,-25.0,
前田和樹,2008-01,NECブルーロケッツ,25,7,19,126,60,8,47.6,41.3,55,28,5,2,55,0,9,7,1,0,0,62,50.9,3.16,0.11,-0.9,0.0
前田和樹,2008-02,NECブルーロケッツ,25,18,23,157,81,16,51.6,41.4,62,34,6,4,73,5,24,23,2,1,0,90,54.8,3.52,0.17,6.5,50.0
前田和樹,2008-03,NECブルーロケッツ,25,24,30,257,110,33,42.8,30.0,131,55,23,13,112,7,27,23,6,5,0,130,42.0,3.67,0.43,5.4,83.3
前田悟,2007-12,JTサンダーズ,11,48,15,3,1,0,33.3,33.3,0,0,0,0,53,4,9,15,2,0,0,5,,0.07,0.0,10.4,0.0
前田悟,2008-01,JTサンダーズ,11,7,17,4,3,0,75.0,75.0,1,0,0,3,45,2,9,10,1,0,0,8,0.0,0.18,0.18,5.0,0.0
前田悟,2008-02,JTサンダーズ,11,18,24,13,7,0,53.8,53.8,0,0,0,6,74,1,9,25,2,0,0,14,,0.29,0.25,6.8,0.0
前田悟,2008-03,JTサンダーズ,11,24,27,13,8,0,61.5,61.5,0,0,0,13,88,7,14,14,2,0,0,28,,0.3,0.48,8.0,0.0
加藤陽一,2007-12,JTサンダーズ,9,48,10,12,3,2,25.0,8.3,4,2,1,0,15,2,1,3,10,9,0,5,50.0,0.3,0.0,16.7,90.0
加藤陽一,2008-01,JTサンダーズ,9,7,23,93,37,10,39.8,29.0,18,9,2,6,70,3,10,19,125,75,0,46,50.0,1.61,0.26,7.5,60.0
加藤陽一,2008-02,JTサンダーズ,9,18,19,108,41,9,38.0,29.6,15,6,2,6,66,4,8,18,116,76,0,51,40.0,2.16,0.32,9.8,65.5
加藤陽一,2008-03,JTサンダーズ,9,24,21,95,43,4,45.3,41.1,16,10,1,5,65,2,11,16,94,67,0,50,62.5,2.05,0.24,5.0,71.3
北島武,2007-12,堺ブレイザーズ,4,48,9,65,29,7,44.6,33.8,14,7,3,2,41,2,9,7,59,43,0,33,50.0,3.22,0.22,3.7,72.9
北島武,2008-01,堺ブレイザーズ,4,7,22,129,66,11,51.2,42.6,33,17,2,2,90,2,13,28,129,84,0,70,51.5,3.0,0.09,6.4,65.1
北島武,2008-02,堺ブレイザーズ,4,18,32,207,92,16,44.4,36.7,36,21,5,8,125,4,21,44,235,154,0,104,58.3,2.88,0.25,7.8,65.5
北島武,2008-03,堺ブレイザーズ,4,24,22,144,77,10,53.5,46.5,25,13,5,4,71,1,16,19,143,101,0,82,52.0,3.5,0.18,2.5,70.6
北川祐介,2007-12,豊田合成トレフェルサ,2,36,12,23,9,1,39.1,34.8,0,0,0,12,32,0,1,5,7,6,0,21,,0.75,1.0,3.1,85.7
北川祐介,2008-01,豊田合成トレフェルサ,2,7,27,41,15,2,36.6,31.7,0,0,0,23,105,4,7,26,1,0,0,42,,0.56,0.85,8.3,0.0
北川祐介,2008-02,豊田合成トレフェルサ,2,18,35,54,22,5,40.7,31.5,0,0,0,37,151,5,6,36,1,1,0,64,,0.63,1.06,8.3,100.0
北川祐介,2008-03,豊田合成トレフェルサ,2,24,32,48,23,3,47.9,41.7,0,0,0,31,115,1,3,29,2,2,0,55,,0.72,0.97,6.5,100.0
千葉進也,2007-12,堺ブレイザーズ,6,48,7,36,14,4,38.9,27.8,7,3,2,5,33,0,6,11,47,29,0,19,42.9,2.0,0.71,3.8,61.7
千葉進也,2008-01,堺ブレイザーズ,6,6,6,26,8,4,30.8,15.4,7,2,0,3,18,0,2,6,42,22,0,11,28.6,1.33,0.5,5.6,52.4
千葉進也,2008-02,堺ブレイザーズ,6,18,10,48,16,4,33.3,25.0,7,3,1,4,40,2,3,11,92,46,0,22,42.9,1.6,0.4,10.0,50.0
千葉進也,2008-03,堺ブレイザーズ,6,24,13,54,25,7,46.3,33.3,12,6,2,4,43,0,3,9,82,48,0,29,50.0,1.92,0.31,3.5,58.5
南克幸,2007-12,大分三好ヴァイセアドラー,23,48,14,37,17,2,45.9,40.5,2,0,0,9,51,2,5,13,5,4,0,28,0.0,1.21,0.64,7.8,80.0
南克幸,2008-01,大分三好ヴァイセアドラー,23,7,27,67,31,6,46.3,37.3,0,0,0,26,97,1,4,27,5,3,0,58,,1.15,0.96,7.0,60.0
南克幸,2008-02,大分三好ヴァイセアドラー,23,18,31,86,39,8,45.3,36.0,2,0,1,26,103,2,8,29,14,12,0,67,0.0,1.26,0.84,7.0,85.7
南克幸,2008-03,大分三好ヴァイセアドラー,23,24,32,73,33,9,45.2,32.9,1,1,0,23,103,0,10,32,9,5,0,56,100.0,1.03,0.72,5.3,55.6
古賀幸一郎,2007-12,NECブルーロケッツ,19,48,15,0,0,0,,,0,0,0,0,0,0,0,0,73,44,0,0,,0.0,0.0,,60.3
古賀幸一郎,2008-01,NECブルーロケッツ,19,7,24,0,0,0,,,0,0,0,0,0,0,0,0,95,65,0,0,,0.0,0.0,,68.4
古賀幸一郎,2008-02,NECブルーロケッツ,19,18,37,0,0,0,,,0,0,0,0,0,0,0,0,170,124,0,0,,0.0,0.0,,72.9
古賀幸一郎,2008-03,NECブルーロケッツ,19,24,31,0,0,0,,,0,0,0,0,0,0,0,0,128,103,0,0,,0.0,0.0,,80.5
吉田譲,2007-12,サントリーサンバーズ,4,48,13,0,0,0,,,0,0,0,0,22,1,4,7,0,0,0,1,,0.0,0.0,8.0,
吉田譲,2008-01,サントリーサンバーズ,4,7,17,0,0,0,,,0,0,0,0,24,2,5,4,0,0,0,2,,0.0,0.0,7.3,
吉田譲,2008-02,サントリーサンバーズ,4,18,15,0,0,0,,,0,0,0,0,30,2,4,10,0,0,0,2,,0.0,0.0,11.7,
吉田譲,2008-03,サントリーサンバーズ,4,24,18,2,0,0,0.0,0.0,0,0,0,0,28,0,7,9,0,0,0,0,,0.0,0.0,1.8,
名田篤史,2008-01,堺ブレイザーズ,9,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
名田篤史,2008-02,堺ブレイザーズ,9,10,1,2,0,1,0.0,-50.0,0,0,0,0,0,0,0,0,3,1,0,0,,0.0,0.0,,33.3
名田篤史,2008-03,堺ブレイザーズ,9,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
國近公太,2008-01,大分三好ヴァイセアドラー,13,2,3,18,3,1,16.7,11.1,1,0,0,0,7,0,2,0,26,13,0,3,0.0,1.0,0.0,-7.1,50.0
國近公太,2008-02,大分三好ヴァイセアドラー,13,14,21,77,33,7,42.9,33.8,15,5,4,2,61,3,10,13,62,27,0,38,33.3,1.57,0.1,6.1,43.5
國近公太,2008-03,大分三好ヴァイセアドラー,13,24,32,148,74,5,50.0,46.6,28,12,0,5,116,4,22,33,172,114,0,83,42.9,2.31,0.16,5.8,66.3
坂本雄一郎,2007-12,サントリーサンバーズ,3,48,14,33,24,2,72.7,66.7,0,0,0,9,44,2,4,18,7,7,0,35,,1.71,0.64,12.5,100.0
坂本雄一郎,2008-01,サントリーサンバーズ,3,7,20,44,21,3,47.7,40.9,0,0,0,9,57,0,5,22,4,3,0,30,,1.05,0.45,7.5,75.0
坂本雄一郎,2008-02,サントリーサンバーズ,3,18,33,73,40,1,54.8,53.4,0,0,0,17,102,5,8,47,1,1,0,62,,1.21,0.52,14.5,100.0
坂本雄一郎,2008-03,サントリーサンバーズ,3,21,28,73,39,2,53.4,50.7,0,0,0,20,81,1,11,29,3,2,0,60,,1.39,0.71,6.8,66.7
増成一志,2007-12,大分三好ヴァイセアドラー,22,12,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
増成一志,2008-01,大分三好ヴァイセアドラー,22,4,9,3,0,0,0.0,0.0,0,0,0,0,17,0,1,3,1,0,0,0,,0.0,0.0,2.9,0.0
増成一志,2008-02,大分三好ヴァイセアドラー,22,10,9,3,1,0,33.3,33.3,0,0,0,0,20,1,0,7,1,0,0,2,,0.11,0.0,13.8,0.0
増成一志,2008-03,大分三好ヴァイセアドラー,22,21,18,6,2,0,33.3,33.3,0,0,0,2,55,0,2,13,1,0,0,4,,0.11,0.11,5.0,0.0
増野彰,2007-12,堺ブレイザーズ,11,48,16,0,0,0,,,0,0,0,0,0,0,0,0,69,46,0,0,,0.0,0.0,,66.7
増野彰,2008-01,堺ブレイザーズ,11,7,28,0,0,0,,,0,0,0,0,0,0,0,0,104,68,0,0,,0.0,0.0,,65.4
増野彰,2008-02,堺ブレイザーズ,11,18,34,0,0,0,,,0,0,0,0,0,0,0,0,160,100,0,0,,0.0,0.0,,62.5
増野彰,2008-03,堺ブレイザーズ,11,24,29,0,0,0,,,0,0,0,0,0,0,0,0,137,92,0,0,,0.0,0.0,,67.2
大嶋厚司,2008-01,大分三好ヴァイセアドラー,5,3,7,8,4,0,50.0,50.0,0,0,0,0,13,0,3,4,0,0,0,4,,0.57,0.0,1.9,
大嶋厚司,2008-02,大分三好ヴァイセアドラー,5,10,6,12,7,0,58.3,58.3,0,0,0,1,14,0,4,4,0,0,0,8,,1.17,0.17,0.0,
大嶋厚司,2008-03,大分三好ヴァイセアドラー,5,24,22,40,25,5,62.5,50.0,0,0,0,8,52,1,12,14,4,4,0,34,,1.14,0.36,2.9,100.0
大村悟,2007-12,NECブルーロケッツ,1,48,13,36,15,9,41.7,16.7,8,2,3,1,31,3,6,7,38,24,0,19,25.0,1.15,0.08,10.5,63.2
大村悟,2008-01,NECブルーロケッツ,1,5,16,30,12,5,40.0,23.3,7,2,3,1,32,2,5,11,27,20,0,15,28.6,0.75,0.06,10.9,74.1
大村悟,2008-02,NECブルーロケッツ,1,4,5,0,0,0,,,0,0,0,0,8,0,2,4,2,1,0,0,,0.0,0.0,6.2,50.0
大村悟,2008-03,NECブルーロケッツ,1,24,26,123,60,23,48.8,30.1,28,15,8,6,74,0,10,25,123,84,0,66,53.6,2.31,0.23,5.1,68.3
大竹貴久,2008-03,パナソニックパンサーズ,16,6,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大角竜敏,2007-12,NECブルーロケッツ,10,48,13,29,10,1,34.5,31.0,0,0,0,2,35,0,4,8,2,1,0,12,,0.77,0.15,2.9,50.0
大角竜敏,2008-01,NECブルーロケッツ,10,6,17,40,21,4,52.5,42.5,0,0,0,10,40,0,7,7,2,1,0,31,,1.24,0.59,0.0,50.0
大角竜敏,2008-02,NECブルーロケッツ,10,18,23,35,21,0,60.0,60.0,0,0,0,7,36,2,3,7,1,0,0,30,,0.91,0.3,8.3,0.0
