試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2007-12-15,12,大分三好ヴァイセアドラー,サントリーサンバーズ,1,,小川貴史,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-12-15,12,大分三好ヴァイセアドラー,サントリーサンバーズ,2,,徳丸善基,3,■,■,■,nan,nan,11,5,0,45.5,45.5,1.67,0,0,0,-,1,0.33,6,0,1,0,0.0,1,1,0,100.0,6
2007-12-15,12,大分三好ヴァイセアドラー,サントリーサンバーズ,3,,森岡晃太郎,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2007-12-15,12,大分三好ヴァイセアドラー,サントリーサンバーズ,4,,神田聖馬,3,■,■,■,nan,nan,34,13,7,38.2,17.6,4.33,13,5,4,38.5,1,0.33,7,0,2,4,14.3,0,0,0,-,14
2007-12-15,12,大分三好ヴァイセアドラー,サントリーサンバーズ,7,,小西健太郎,3,□,□,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,0
2007-12-15,12,大分三好ヴァイセアドラー,サントリーサンバーズ,8,,中村紘二,2,■,■,nan,nan,nan,3,1,0,33.3,33.3,0.50,0,0,0,-,0,-,6,0,0,0,0.0,20,9,0,45.0,1
2007-12-15,12,大分三好ヴァイセアドラー,サントリーサンバーズ,10,,オンソムデニスモクア,3,■,■,■,nan,nan,24,5,5,20.8,0.0,1.67,5,1,0,20.0,1,0.33,7,0,0,1,3.6,6,3,0,50.0,6
2007-12-15,12,大分三好ヴァイセアドラー,サントリーサンバーズ,11,,舩越満,2,nan,□,■,nan,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,5,0,1,0,0.0,12,7,0,58.3,0
2007-12-15,12,大分三好ヴァイセアドラー,サントリーサンバーズ,14,,前村直樹,2,■,■,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,0
2007-12-15,12,大分三好ヴァイセアドラー,サントリーサンバーズ,17,,長江晃生,1,nan,□,nan,nan,nan,5,0,1,0.0,-20.0,-,1,0,0,0.0,0,-,1,0,0,0,0.0,5,3,0,60.0,0
2007-12-15,12,大分三好ヴァイセアドラー,サントリーサンバーズ,21,L,井上裕介,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,17,0,85.0,0
