試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,1,,岡本侑,3,■,■,nan,nan,■,24,8,2,33.3,25.0,2.67,5,2,1,40.0,2,0.67,10,1,2,6,23.0,14,8,0,57.1,11
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,2,,尾松航洋,3,□,□,nan,nan,□,0,0,0,,,-,0,0,0,-,1,0.33,5,0,1,2,10.0,0,0,0,-,1
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,3,L,長濱裕,3,●,●,nan,nan,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,23,13,0,56.5,0
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,4,,今田善仁,2,nan,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,5,L,大賀惠介,3,nan,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,22,0,78.6,0
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,6,,塩大地,5,■,■,■,■,■,18,10,3,55.6,38.9,2.00,0,0,0,-,6,1.20,14,0,0,0,0.0,0,0,0,-,16
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,7,,田畑翔伍,5,■,■,■,■,■,34,9,2,26.5,20.6,1.80,0,0,0,-,5,1.00,13,0,0,6,11.5,12,8,0,66.7,14
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,8,,福田好秀,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,9,,内園徹,4,nan,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,8,0,0,4,12.5,1,1,0,100.0,0
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,10,,松本永志,5,■,■,■,■,■,59,19,5,32.2,23.7,3.80,22,5,2,22.7,0,-,24,2,2,9,16.9,0,0,0,-,21
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,11,,毛利光生,2,■,nan,nan,nan,■,2,0,0,0.0,0.0,-,0,0,0,-,0,-,4,1,0,4,45.0,1,0,0,0.0,1
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,14,,森田有智夢,3,nan,□,■,■,nan,18,7,1,38.9,33.3,2.33,4,1,0,25.0,1,0.33,9,0,3,3,8.3,15,8,0,53.3,8
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,15,,小野義隆,4,□,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,13,0,1,1,1.9,0,0,0,-,0
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,19,,黒木隆生,5,■,■,■,■,■,16,8,1,50.0,43.8,1.60,0,0,0,-,6,1.20,12,0,3,5,10.4,0,0,0,-,14
2015-11-28,きんでんトリニティーブリッツ,奈良ドリーマーズ,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,171,61,14,35.7,27.5,12.20,31,8,3,25.8,21,4.20,115,4,13,40,11.7,94,60,0,63.8,86
