月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,8,,佐川翔,4,1,1,1,0,0,0,0,0,,,0.0,0,0,0,,2,0.5,12,0,5,3,-4.166666666666667,0,0,0,
11,8,,佐川翔,16,0,1,1,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,25,2,2,3,9.0,0,0,0,
12,8,,佐川翔,6,0,0,0,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,6,0,3,0,-12.5,0,0,0,
01,8,,佐川翔,5,0,0,0,0,0,0,0,0,,,0.0,0,0,0,,1,0.2,2,0,0,1,12.5,0,0,0,
11,8,,佐川翔,9,1,0,0,0,0,0,0,0,,,0.0,0,0,0,,0,0.0,14,1,2,3,8.928571428571429,0,0,0,
