月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,23,,鵜野幸也,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,,0,0,0,
11,23,,鵜野幸也,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,,0,0,0,
12,23,,鵜野幸也,0,0,0,0,0,0,0,0,0,,,,0,0,0,,0,,0,0,0,0,,0,0,0,
01,23,,鵜野幸也,3,0,0,0,1,0,9,3,1,33.33333333333333,22.22222222222222,3.0,3,2,0,66.66666666666666,0,0.0,4,0,0,1,6.25,3,0,1,16.666666666666668
11,23,,鵜野幸也,10,0,1,1,1,1,49,23,0,46.93877551020408,46.93877551020408,4.9,10,7,0,70.0,2,0.2,16,1,2,4,9.375,30,14,7,58.333333333333336
