試合日,年月,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2006-03-03,2006-03,3,久光製薬スプリングス,パイオニアレッドウィングス,1,,野田昌代,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2006-03-03,2006-03,3,久光製薬スプリングス,パイオニアレッドウィングス,2,,成田郁久美,4,■,■,■,■,,14,8,1,57.1,50.0,2.00,0,0,0,-,1,0.25,13,0,1,2,3.8,26,20,0,76.9,9
2006-03-03,2006-03,3,久光製薬スプリングス,パイオニアレッドウィングス,3,,落合真理,4,■,■,■,■,,35,11,4,31.4,20.0,2.75,1,0,0,0.0,3,0.75,16,0,0,10,15.6,24,20,0,83.3,14
2006-03-03,2006-03,3,久光製薬スプリングス,パイオニアレッドウィングス,4,,先野久美子,4,■,■,■,■,,13,5,2,38.5,23.1,1.25,0,0,0,-,2,0.50,18,1,0,9,16.9,0,0,0,-,8
2006-03-03,2006-03,3,久光製薬スプリングス,パイオニアレッドウィングス,5,,小山修加,0,,,,,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2006-03-03,2006-03,3,久光製薬スプリングス,パイオニアレッドウィングス,6,,青木絢子,3,□,,□,□,,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2006-03-03,2006-03,3,久光製薬スプリングス,パイオニアレッドウィングス,8,,大村加奈子,4,■,■,■,■,,10,2,0,20.0,20.0,0.50,0,0,0,-,5,1.25,7,0,1,2,7.1,1,1,0,100.0,7
2006-03-03,2006-03,3,久光製薬スプリングス,パイオニアレッドウィングス,10,,鶴田桂子,4,■,■,■,■,,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,20,1,0,9,15.2,0,0,0,-,2
2006-03-03,2006-03,3,久光製薬スプリングス,パイオニアレッドウィングス,11,,カルカセスケニア,4,■,■,■,■,,73,31,11,42.5,27.4,7.75,23,11,5,47.8,0,-,15,0,2,4,6.7,2,1,0,50.0,31
2006-03-03,2006-03,3,久光製薬スプリングス,パイオニアレッドウィングス,12,,渡辺真由美,3,□,,□,□,,0,0,0,,,-,0,0,0,-,0,-,4,0,0,3,18.8,0,0,0,-,0
