試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,2,,古藤千鶴,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,14,0,2,5,5.4,0,0,0,-,0
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,3,,新鍋理沙,3,■,■,■,nan,nan,9,5,0,55.6,55.6,1.67,0,0,0,-,4,1.33,10,1,1,4,17.5,30,12,8,53.3,10
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,4,,岩坂名奈,3,■,■,■,nan,nan,9,4,0,44.4,44.4,1.33,0,0,0,-,1,0.33,15,1,1,6,15.0,0,0,0,-,6
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,6,,石井優希,3,■,■,■,nan,nan,48,13,3,27.1,20.8,4.33,2,0,0,0.0,1,0.33,11,1,0,3,15.9,17,11,2,70.6,15
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,8,,野本梨佳,3,■,■,■,nan,nan,43,14,1,32.6,30.2,4.67,4,1,0,25.0,2,0.67,14,0,3,1,-3.6,6,5,0,83.3,16
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,10,,座安琴希,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,1,2,40.0,0
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,11,,栄絵里香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,12,,今村優香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,14,,森谷史佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,16,,アキンラデウォフォルケ,3,■,■,■,nan,nan,20,8,1,40.0,35.0,2.67,0,0,0,-,4,1.33,7,0,0,3,10.7,1,0,1,50.0,12
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,18,L,戸江真奈,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,2,2,60.0,0
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,20,L,筒井さやか,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2018-03-03,03,久光製薬スプリングス,トヨタ車体クインシーズ,22,,井上愛里沙,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
