試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,1,,丸山紗季,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,2,8.3,0,0,0,-,0,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,4,,馬場ゆりか,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,1,50.0,0,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,5,,菊池杏菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,6,,山城愛心,4,■,■,■,■,nan,12,3,0,25.0,25.0,0.75,0,0,0,-,0,-,20,1,0,10,17.5,33,10,5,37.9,4,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,9,,舛田紗淑,4,■,■,■,■,nan,31,6,2,19.4,12.9,1.50,2,2,0,100.0,0,-,16,1,1,10,20.3,38,12,6,39.5,7,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,10,,リーシモーン,4,■,■,■,■,nan,66,29,4,43.9,37.9,7.25,15,7,0,46.7,1,0.25,11,1,2,4,13.6,0,0,0,-,31,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,11,,杉原若葉,1,nan,□,nan,nan,nan,1,0,0,0.0,0.0,-,1,0,0,0.0,0,-,1,0,0,1,25.0,0,0,0,-,0,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,12,,浮島杏加子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,13,,梅津憂理,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,14,,細沼綾,4,■,■,■,■,nan,23,8,0,34.8,34.8,2.00,0,0,0,-,1,0.25,11,1,0,5,20.5,0,0,0,-,10,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,15,,小西愛衣,4,■,■,■,■,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,1,0.25,16,0,1,7,9.4,0,0,0,-,2,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,18,L,立石優華,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,3,2,36.4,0,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,19,,小杉凜華,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,21,,道下ひなの,4,■,■,■,■,nan,25,11,1,44.0,40.0,2.75,0,0,0,-,0,-,12,0,0,6,12.5,2,0,0,0.0,11,,,,,,,,
2021-02-21,KUROBEアクアフェアリーズ,トヨタ車体クインシーズ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,160,58,7,36.2,31.9,14.50,18,9,0,50.0,3,0.75,90,4,5,45,15.6,85,25,14,37.6,65,172,72,13,41.9,3,0.75,17.1,41.8
