試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-06,ジェイテクトSTINGS,1,,藤中優斗,4,■,■,■,■,nan,11,6,1,0.5454545454545454,0.45454545454545453,1.50,0,0,0,-,1,0.25,13,0,1,1,0.0,24,11,11,68.8,,,,,,,,
2021-02-06,ジェイテクトSTINGS,2,,金丸晃大,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,ジェイテクトSTINGS,3,,伏見大和,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,ジェイテクトSTINGS,4,,福山汰一,4,■,■,■,■,nan,8,5,1,0.625,0.5,1.25,0,0,0,-,2,0.50,18,2,2,2,11.1,0,0,0,-,,,,,,,,
2021-02-06,ジェイテクトSTINGS,5,,饒書涵,4,■,■,■,■,nan,12,7,0,0.5833333333333334,0.5833333333333334,1.75,0,0,0,-,0,-,20,1,0,3,8.8,3,2,0,66.7,,,,,,,,
2021-02-06,ジェイテクトSTINGS,6,,フォンテレスフェリペ,4,■,■,■,■,nan,29,15,4,0.5172413793103449,0.3793103448275862,3.75,7,4,1,57.1,1,0.25,15,0,3,1,-3.3,22,15,4,77.3,,,,,,,,
2021-02-06,ジェイテクトSTINGS,8,,郡浩也,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,1,50.0,,,,,,,,
2021-02-06,ジェイテクトSTINGS,10,,小林光輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,ジェイテクトSTINGS,11,,袴谷亮介,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2021-02-06,ジェイテクトSTINGS,12,L,興梠亮,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,ジェイテクトSTINGS,14,,西田有志,4,■,■,■,■,nan,39,27,4,0.6923076923076923,0.5897435897435898,6.75,16,9,3,56.2,2,0.50,19,3,5,5,15.8,0,0,0,-,,,,,,,,
2021-02-06,ジェイテクトSTINGS,16,,久保山尚,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,13,0,0,1,1.9,0,0,0,-,,,,,,,,
2021-02-06,ジェイテクトSTINGS,17,L,本間隆太,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,21,14,2,71.4,,,,,,,,
2021-02-06,ジェイテクトSTINGS,19,,浅野博亮,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-06,ジェイテクトSTINGS,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,99,60,10,0.6060606060606061,0.5050505050505051,15.00,23,13,4,56.5,7,1.75,99,6,11,13,6.6,71,42,18,71.8,116,60,5,51.7,6,1.50,2.7,70.9
