試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-02-21,ジェイテクトSTINGS,1,,藤中優斗,4,■,■,■,■,nan,8,2,1,0.25,0.125,0.50,0,0,0,-,1,0.25,16,0,0,4,6.2,25,8,5,42.0,,,,,,,,
2021-02-21,ジェイテクトSTINGS,2,,金丸晃大,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,ジェイテクトSTINGS,3,,伏見大和,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,ジェイテクトSTINGS,4,,福山汰一,4,■,■,■,■,nan,7,3,1,0.42857142857142855,0.2857142857142857,0.75,0,0,0,-,1,0.25,14,0,2,3,1.8,0,0,0,-,,,,,,,,
2021-02-21,ジェイテクトSTINGS,5,,饒書涵,4,■,■,■,■,nan,12,8,0,0.6666666666666666,0.6666666666666666,2.00,0,0,0,-,2,0.50,9,0,0,0,0.0,1,0,0,0.0,,,,,,,,
2021-02-21,ジェイテクトSTINGS,6,,フォンテレスフェリペ,4,■,■,■,■,nan,25,11,2,0.44,0.36,2.75,5,4,0,80.0,2,0.50,16,2,2,9,23.4,25,9,9,54.0,,,,,,,,
2021-02-21,ジェイテクトSTINGS,8,,郡浩也,2,nan,□,□,nan,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,,,,,,,,
2021-02-21,ジェイテクトSTINGS,10,,小林光輝,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,ジェイテクトSTINGS,11,,袴谷亮介,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2021-02-21,ジェイテクトSTINGS,12,,興梠亮,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-02-21,ジェイテクトSTINGS,14,,西田有志,4,■,■,■,■,nan,42,20,1,0.47619047619047616,0.4523809523809524,5.00,20,10,1,50.0,6,1.50,17,4,7,8,25.0,0,0,0,-,,,,,,,,
2021-02-21,ジェイテクトSTINGS,15,,宮浦健人,4,□,□,□,□,nan,2,2,0,1.0,1.0,0.50,0,0,0,-,0,-,5,0,1,2,5.0,0,0,0,-,,,,,,,,
2021-02-21,ジェイテクトSTINGS,16,,久保山尚,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,16,1,0,6,15.6,1,0,0,0.0,,,,,,,,
2021-02-21,ジェイテクトSTINGS,17,L,本間隆太,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,6,2,63.6,,,,,,,,
2021-02-21,ジェイテクトSTINGS,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,98,46,5,0.46938775510204084,0.41836734693877553,11.50,25,14,1,56.0,12,3.00,95,7,13,32,12.4,64,24,16,50.0,106,41,10,38.7,11,2.75,9.7,51.9
