試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-10-18,ジェイテクトSTINGS,1,,藤中優斗,5,■,■,■,■,■,17,9,0,0.5294117647058824,0.5294117647058824,1.80,2,1,0,50.0,1,0.20,19,0,0,3,3.9,31,18,7,69.4,,,,,,,,
2020-10-18,ジェイテクトSTINGS,2,,金丸晃大,4,□,nan,□,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-18,ジェイテクトSTINGS,3,,伏見大和,5,■,■,■,■,■,8,3,1,0.375,0.25,0.60,0,0,0,-,2,0.40,18,1,3,8,12.5,2,1,1,75.0,,,,,,,,
2020-10-18,ジェイテクトSTINGS,4,,福山汰一,5,■,■,■,■,■,16,7,2,0.4375,0.3125,1.40,0,0,0,-,4,0.80,14,0,1,1,0.0,2,1,1,75.0,,,,,,,,
2020-10-18,ジェイテクトSTINGS,7,,柳澤広平,5,■,■,■,■,■,22,8,1,0.36363636363636365,0.3181818181818182,1.60,2,0,1,0.0,1,0.20,20,0,0,3,3.8,31,10,10,48.4,,,,,,,,
2020-10-18,ジェイテクトSTINGS,8,,郡浩也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-18,ジェイテクトSTINGS,10,,小林光輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-18,ジェイテクトSTINGS,11,,袴谷亮介,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,2,1,-8.3,0,0,0,-,,,,,,,,
2020-10-18,ジェイテクトSTINGS,12,L,興梠亮,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-18,ジェイテクトSTINGS,14,,西田有志,5,■,■,■,■,■,57,34,4,0.5964912280701754,0.5263157894736842,6.80,25,17,2,68.0,5,1.00,17,3,7,7,17.6,0,0,0,-,,,,,,,,
2020-10-18,ジェイテクトSTINGS,16,,久保山尚,5,■,■,■,■,■,1,1,0,1.0,1.0,0.20,0,0,0,-,2,0.40,15,0,0,1,1.7,0,0,0,-,,,,,,,,
2020-10-18,ジェイテクトSTINGS,17,L,本間隆太,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,5,3,54.2,,,,,,,,
2020-10-18,ジェイテクトSTINGS,19,,浅野博亮,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,2,0,66.7,,,,,,,,
2020-10-18,ジェイテクトSTINGS,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,121,62,8,0.512396694214876,0.4462809917355372,12.40,29,18,3,62.1,15,3.00,106,4,13,24,6.4,81,37,22,59.3,129,67,5,51.9,8,1.60,5.3,57.6
