試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-01-17,ジェイテクトSTINGS,1,,藤中優斗,5,■,■,■,■,■,18,7,0,0.3888888888888889,0.3888888888888889,1.40,0,0,0,-,0,-,22,1,1,3,6.8,25,9,7,50.0,,,,,,,,
2021-01-17,ジェイテクトSTINGS,2,,金丸晃大,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-17,ジェイテクトSTINGS,3,,伏見大和,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-17,ジェイテクトSTINGS,4,,福山汰一,5,■,■,■,■,■,13,7,0,0.5384615384615384,0.5384615384615384,1.40,0,0,0,-,3,0.60,15,0,3,4,1.7,8,4,4,75.0,,,,,,,,
2021-01-17,ジェイテクトSTINGS,5,,饒書涵,5,■,■,■,■,■,12,8,0,0.6666666666666666,0.6666666666666666,1.60,0,0,0,-,3,0.60,18,0,0,1,1.4,3,0,2,33.3,,,,,,,,
2021-01-17,ジェイテクトSTINGS,6,,フォンテレスフェリペ,5,■,■,■,■,■,33,19,3,0.5757575757575758,0.48484848484848486,3.80,3,1,0,33.3,3,0.60,14,0,6,2,-7.1,38,12,13,48.7,,,,,,,,
2021-01-17,ジェイテクトSTINGS,8,,郡浩也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-17,ジェイテクトSTINGS,10,,小林光輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-17,ジェイテクトSTINGS,11,,袴谷亮介,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,6,0,2,1,-4.2,0,0,0,-,,,,,,,,
2021-01-17,ジェイテクトSTINGS,12,L,興梠亮,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2021-01-17,ジェイテクトSTINGS,14,,西田有志,5,■,■,■,■,■,49,24,4,0.4897959183673469,0.40816326530612246,4.80,21,13,3,61.9,3,0.60,17,1,9,5,0.0,0,0,0,-,,,,,,,,
2021-01-17,ジェイテクトSTINGS,16,,久保山尚,5,■,■,■,■,■,1,1,0,1.0,1.0,0.20,0,0,0,-,0,-,14,1,0,2,10.7,0,0,0,-,,,,,,,,
2021-01-17,ジェイテクトSTINGS,17,L,本間隆太,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,2,6,41.7,,,,,,,,
2021-01-17,ジェイテクトSTINGS,19,,浅野博亮,2,□,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,1,1,50.0,,,,,,,,
2021-01-17,ジェイテクトSTINGS,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,126,66,7,0.5238095238095238,0.46825396825396826,13.20,24,14,3,58.3,12,2.40,106,3,21,18,2.1,89,28,33,50.0,119,62,7,52.1,8,1.60,5.2,55.9
