試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2020-10-23,ジェイテクトSTINGS,1,,藤中優斗,5,■,■,■,■,■,23,11,3,0.4782608695652174,0.34782608695652173,2.20,0,0,0,-,1,0.20,18,0,3,3,0.0,29,17,9,74.1,,,,,,,,
2020-10-23,ジェイテクトSTINGS,2,,金丸晃大,3,□,nan,□,nan,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-23,ジェイテクトSTINGS,3,,伏見大和,5,■,■,■,■,■,11,5,0,0.45454545454545453,0.45454545454545453,1.00,0,0,0,-,2,0.40,17,0,4,3,-1.5,0,0,0,-,,,,,,,,
2020-10-23,ジェイテクトSTINGS,4,,福山汰一,5,■,■,■,■,■,9,5,0,0.5555555555555556,0.5555555555555556,1.00,0,0,0,-,3,0.60,24,0,1,2,1.0,1,1,0,100.0,,,,,,,,
2020-10-23,ジェイテクトSTINGS,6,,フォンテレスフェリペ,3,nan,nan,■,■,■,21,10,1,0.47619047619047616,0.42857142857142855,3.33,5,1,0,20.0,0,-,11,0,1,1,0.0,14,8,3,67.9,,,,,,,,
2020-10-23,ジェイテクトSTINGS,7,,柳澤広平,2,■,■,nan,nan,nan,15,7,0,0.4666666666666667,0.4666666666666667,3.50,1,0,0,0.0,0,-,5,0,0,0,0.0,3,2,0,66.7,,,,,,,,
2020-10-23,ジェイテクトSTINGS,8,,郡浩也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-23,ジェイテクトSTINGS,10,,小林光輝,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-10-23,ジェイテクトSTINGS,12,L,興梠亮,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-10-23,ジェイテクトSTINGS,14,,西田有志,5,■,■,■,■,■,52,25,5,0.4807692307692308,0.38461538461538464,5.00,17,11,1,64.7,2,0.40,19,1,10,5,-1.3,0,0,0,-,,,,,,,,
2020-10-23,ジェイテクトSTINGS,16,,久保山尚,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,1,0.20,10,0,1,3,5.0,1,0,0,0.0,,,,,,,,
2020-10-23,ジェイテクトSTINGS,17,L,本間隆太,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,30,10,12,53.3,,,,,,,,
2020-10-23,ジェイテクトSTINGS,19,,浅野博亮,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,1,0,25.0,,,,,,,,
2020-10-23,ジェイテクトSTINGS,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,131,63,9,0.48091603053435117,0.4122137404580153,12.60,23,12,1,52.2,9,1.80,107,1,21,18,0.2,82,39,24,62.2,144,64,8,44.4,6,1.20,3.3,62.8
