大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
Ｖ・プレミアリーグ女子 2016/17,久光製薬スプリングス,24,92,1016,450,48,44.3,306,114,18,37.3,4.89,27,0.29,312,11,6,19,106,13.6,11,7,0,63.6,450,27,17,494
レギュラーラウンド,久光製薬スプリングス,19,71,770,355,41,46.1,227,90,18,39.6,5.00,22,0.31,245,7,5,15,86,13.3,8,4,0,50.0,355,22,12,389
ファイナル６,久光製薬スプリングス,5,21,246,95,7,38.6,79,24,0,30.4,4.52,5,0.24,67,4,1,4,20,14.6,3,3,0,100.0,95,5,5,105
皇后杯全日本選手権大会,,2,7,109,51,4,46.8,35,17,3,48.6,7.29,2,0.29,30,2,0,1,7,12.5,0,0,0,-,51,2,2,55
レギュラーラウンド,,2,7,109,51,4,46.8,35,17,3,48.6,7.29,2,0.29,30,2,0,1,7,12.5,0,0,0,-,51,2,2,55
Ｖ・プレミアリーグ女子 2015/16,久光製薬スプリングス,28,108,1341,555,76,41.4,395,162,25,41.0,5.14,45,0.42,320,5,2,29,93,9.3,28,18,0,64.3,555,45,7,607
レギュラーラウンド,久光製薬スプリングス,21,83,1008,417,61,41.4,291,123,19,42.3,5.02,34,0.41,246,5,1,25,68,9.3,26,17,0,65.4,417,34,6,457
ファイナル６,久光製薬スプリングス,5,16,224,93,11,41.5,71,24,5,33.8,5.81,8,0.50,49,0,1,2,14,8.8,2,1,0,50.0,93,8,1,102
ファイナル３,久光製薬スプリングス,1,5,55,22,2,40.0,14,5,0,35.7,4.40,3,0.60,9,0,0,1,3,8.3,0,0,0,-,22,3,0,25
ファイナル,久光製薬スプリングス,1,4,54,23,2,42.6,19,10,1,52.6,5.75,0,-,16,0,0,1,8,12.5,0,0,0,-,23,0,0,23
Ｖ・プレミアリーグ女子 2014/15,久光製薬スプリングス,27,98,1138,517,49,45.4,316,128,17,40.5,5.28,26,0.27,291,3,3,21,93,9.8,14,10,0,71.4,517,26,6,549
レギュラーラウンド,久光製薬スプリングス,21,78,883,393,38,44.5,245,93,14,38.0,5.04,20,0.26,235,3,3,17,71,9.9,8,5,0,62.5,393,20,6,419
ファイナル６,久光製薬スプリングス,5,16,194,94,9,48.5,51,25,3,49.0,5.88,3,0.19,46,0,0,3,18,9.8,4,3,0,75.0,94,3,0,97
ファイナル,久光製薬スプリングス,1,4,61,30,2,49.2,20,10,0,50.0,7.50,3,0.75,10,0,0,1,4,10.0,2,2,0,100.0,30,3,0,33
Ｖ・プレミアリーグ女子 2013/14,久光製薬スプリングス,30,104,918,410,56,44.7,192,61,19,31.8,3.94,31,0.30,337,3,10,25,117,11.9,21,12,0,57.1,410,31,13,454
レギュラーラウンド,久光製薬スプリングス,26,91,787,350,53,44.5,169,51,18,30.2,3.85,25,0.27,301,3,9,22,104,12.0,18,11,0,61.1,350,25,12,387
セミファイナルラウンド,久光製薬スプリングス,3,9,91,40,0,44.0,17,7,0,41.2,4.44,3,0.33,29,0,1,2,10,11.4,2,1,0,50.0,40,3,1,44
ファイナルラウンド,久光製薬スプリングス,1,4,40,20,3,50.0,6,3,1,50.0,5.00,3,0.75,7,0,0,1,3,10.7,1,0,0,0.0,20,3,0,23
日韓V.LEAGUE TOP MATCH 女子2013,,1,3,24,9,1,37.5,5,1,0,20.0,3.00,3,1.00,11,1,0,1,3,15.9,0,0,0,-,9,3,1,13
日韓V.LEAGUE TOP MATCH,,1,3,24,9,1,37.5,5,1,0,20.0,3.00,3,1.00,11,1,0,1,3,15.9,0,0,0,-,9,3,1,13
Ｖ・プレミアリーグ女子 2012/13,久光製薬スプリングス,31,109,937,418,41,44.6,196,87,17,44.4,3.83,38,0.35,435,8,16,11,139,12.8,11,6,0,54.5,418,38,24,480
レギュラーラウンド,久光製薬スプリングス,27,94,814,359,38,44.1,168,72,16,42.9,3.82,31,0.33,372,8,13,10,121,13.1,11,6,0,54.5,359,31,21,411
セミファイナルラウンド,久光製薬スプリングス,3,12,97,51,3,52.6,23,14,1,60.9,4.25,3,0.25,50,0,2,0,16,11.2,0,0,0,-,51,3,2,56
ファイナルラウンド,久光製薬スプリングス,1,3,26,8,0,30.8,5,1,0,20.0,2.67,4,1.33,13,0,1,1,2,10.0,0,0,0,-,8,4,1,13
Ｖ・プレミアリーグ女子 2011/12,久光製薬スプリングス,25,68,63,27,2,42.9,11,1,0,9.1,0.40,7,0.10,14,0,0,0,3,5.4,2,0,0,0.0,27,7,0,34
レギュラーラウンド,久光製薬スプリングス,21,61,57,23,2,40.4,11,1,0,9.1,0.38,7,0.11,14,0,0,0,3,5.4,2,0,0,0.0,23,7,0,30
セミファイナルラウンド,久光製薬スプリングス,3,5,6,4,0,66.7,0,0,0,-,0.80,0,-,0,0,0,0,0,-,0,0,0,-,4,0,0,4
ファイナルラウンド,久光製薬スプリングス,1,2,0,0,0,-,0,0,0,-,-,0,-,0,0,0,0,0,-,0,0,0,-,0,0,0,0
サマーリーグ女子 2011,久光製薬スプリングス,3,10,77,32,4,41.6,11,5,1,45.5,3.20,1,0.10,26,0,0,5,13,12.5,64,33,0,51.6,32,1,0,33
サマーリーグ,久光製薬スプリングス,3,10,77,32,4,41.6,11,5,1,45.5,3.20,1,0.10,26,0,0,5,13,12.5,64,33,0,51.6,32,1,0,33
Ｖ・プレミアリーグ女子 2010/11,久光製薬スプリングス,18,55,108,48,6,44.4,10,3,2,30.0,0.87,6,0.11,23,1,0,1,2,6.5,25,16,0,64.0,48,6,1,55
レギュラーラウンド,久光製薬スプリングス,18,55,108,48,6,44.4,10,3,2,30.0,0.87,6,0.11,23,1,0,1,2,6.5,25,16,0,64.0,48,6,1,55
