大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,久光製薬スプリングス,24,87,276,105,5,38.0,0,0,0,-,1.21,58,0.67,260,2,3,11,54,6.1,11,2,4,36.4,105,58,5,168
プレミアカンファレンス,久光製薬スプリングス,15,51,174,61,4,35.1,0,0,0,-,1.20,41,0.80,141,1,1,5,32,6.2,8,2,2,37.5,61,41,2,104
交流戦,久光製薬スプリングス,6,22,70,33,1,47.1,0,0,0,-,1.50,8,0.36,85,1,1,5,21,7.1,2,0,1,25.0,33,8,2,43
ファイナル８・Ｂグループ,久光製薬スプリングス,3,14,32,11,0,34.4,0,0,0,-,0.79,9,0.64,34,0,1,1,1,2.9,1,0,1,50.0,11,9,1,21
V.LEAGUE DIVISION1 WOMEN 2018-19,久光製薬スプリングス,30,108,367,149,17,40.6,0,0,0,-,1.38,95,0.88,308,1,7,10,82,8.4,4,1,0,25.0,149,95,8,252
Western Conference,久光製薬スプリングス,8,29,109,44,3,40.4,0,0,0,-,1.52,22,0.76,69,0,1,2,15,6.2,3,1,0,33.3,44,22,1,67
交流戦,久光製薬スプリングス,12,44,136,62,9,45.6,0,0,0,-,1.41,36,0.82,138,1,4,6,40,9.8,1,0,0,0.0,62,36,5,103
ファイナル８,久光製薬スプリングス,7,26,91,31,4,34.1,0,0,0,-,1.19,31,1.19,71,0,1,2,18,7.0,0,0,0,-,31,31,1,63
ファイナル,久光製薬スプリングス,3,9,31,12,1,38.7,0,0,0,-,1.33,6,0.67,30,0,1,0,9,10.8,0,0,0,-,12,6,1,19
Ｖ・プレミアリーグ女子 2017/18,久光製薬スプリングス,30,91,291,138,9,47.4,0,0,0,-,1.52,60,0.66,271,0,6,17,74,7.5,4,2,0,50.0,138,60,6,204
レギュラーラウンド,久光製薬スプリングス,21,59,193,96,4,49.7,0,0,0,-,1.63,33,0.56,180,0,4,12,51,7.6,1,1,0,100.0,96,33,4,133
ファイナル６,久光製薬スプリングス,5,20,67,28,5,41.8,0,0,0,-,1.40,14,0.70,54,0,0,3,10,3.2,1,1,0,100.0,28,14,0,42
ファイナル３,久光製薬スプリングス,2,6,16,7,0,43.8,0,0,0,-,1.17,5,0.83,29,0,2,1,11,15.5,0,0,0,-,7,5,2,14
ファイナル,久光製薬スプリングス,2,6,15,7,0,46.7,0,0,0,-,1.17,8,1.33,8,0,0,1,2,3.1,2,0,0,0.0,7,8,0,15
Ｖ・プレミアリーグ女子 2016/17,久光製薬スプリングス,20,66,256,107,6,41.8,0,0,0,-,1.62,51,0.77,224,4,1,14,56,8.4,14,11,0,78.6,107,51,5,163
レギュラーラウンド,久光製薬スプリングス,11,33,134,63,2,47.0,0,0,0,-,1.91,32,0.97,99,2,0,8,21,7.3,5,3,0,60.0,63,32,2,97
ファイナル６,久光製薬スプリングス,5,22,70,22,2,31.4,0,0,0,-,1.00,11,0.50,76,1,1,2,22,9.6,9,8,0,88.9,22,11,2,35
ファイナル３,久光製薬スプリングス,2,7,33,14,2,42.4,0,0,0,-,2.00,6,0.86,39,0,0,4,10,6.4,0,0,0,-,14,6,0,20
ファイナル,久光製薬スプリングス,2,4,19,8,0,42.1,0,0,0,-,2.00,2,0.50,10,1,0,0,3,17.5,0,0,0,-,8,2,1,11
Ｖ・プレミアリーグ女子 2015/16,久光製薬スプリングス,28,109,335,160,12,47.8,2,0,0,0.0,1.47,79,0.72,399,3,10,25,162,12.9,22,15,0,68.2,160,79,13,252
レギュラーラウンド,久光製薬スプリングス,21,84,255,123,11,48.2,1,0,0,0.0,1.46,51,0.61,305,2,9,15,127,13.4,19,13,0,68.4,123,51,11,185
ファイナル６,久光製薬スプリングス,5,16,60,25,1,41.7,0,0,0,-,1.56,17,1.06,60,1,1,8,23,12.6,2,2,0,100.0,25,17,2,44
ファイナル３,久光製薬スプリングス,1,5,13,8,0,61.5,1,0,0,0.0,1.60,9,1.80,19,0,0,1,4,5.3,0,0,0,-,8,9,0,17
ファイナル,久光製薬スプリングス,1,4,7,4,0,57.1,0,0,0,-,1.00,2,0.50,15,0,0,1,8,13.3,1,0,0,0.0,4,2,0,6
Ｖ・プレミアリーグ女子 2014/15,久光製薬スプリングス,27,105,398,195,19,49.0,3,0,0,0.0,1.86,66,0.63,376,2,6,20,123,10.0,70,49,0,70.0,195,66,8,269
レギュラーラウンド,久光製薬スプリングス,21,83,317,157,14,49.5,3,0,0,0.0,1.89,47,0.57,293,1,4,15,99,9.9,55,38,0,69.1,157,47,5,209
ファイナル６,久光製薬スプリングス,5,18,67,32,5,47.8,0,0,0,-,1.78,19,1.06,70,1,2,4,21,11.2,12,8,0,66.7,32,19,3,54
ファイナル,久光製薬スプリングス,1,4,14,6,0,42.9,0,0,0,-,1.50,0,-,13,0,0,1,3,5.8,3,3,0,100.0,6,0,0,6
サマーリーグ女子 2014,久光製薬スプリングス,3,1,0,0,0,-,0,0,0,-,-,0,-,2,0,0,1,0,0.0,0,0,0,-,0,0,0,0
サマーリーグ,久光製薬スプリングス,3,1,0,0,0,-,0,0,0,-,-,0,-,2,0,0,1,0,0.0,0,0,0,-,0,0,0,0
Ｖ・プレミアリーグ女子 2013/14,久光製薬スプリングス,32,109,335,138,22,41.2,1,0,0,0.0,1.27,98,0.90,385,6,12,27,173,15.3,24,20,0,83.3,138,98,18,254
レギュラーラウンド,久光製薬スプリングス,28,98,306,129,19,42.2,1,0,0,0.0,1.32,85,0.87,348,5,12,24,158,15.5,23,19,0,82.6,129,85,17,231
セミファイナルラウンド,久光製薬スプリングス,3,7,20,6,2,30.0,0,0,0,-,0.86,3,0.43,29,1,0,2,13,14.7,1,1,0,100.0,6,3,1,10
ファイナルラウンド,久光製薬スプリングス,1,4,9,3,1,33.3,0,0,0,-,0.75,10,2.50,8,0,0,1,2,6.2,0,0,0,-,3,10,0,13
日韓V.LEAGUE TOP MATCH 女子2013,,1,3,7,3,1,42.9,0,0,0,-,1.00,5,1.67,9,0,0,2,0,0.0,0,0,0,-,3,5,0,8
日韓V.LEAGUE TOP MATCH,,1,3,7,3,1,42.9,0,0,0,-,1.00,5,1.67,9,0,0,2,0,0.0,0,0,0,-,3,5,0,8
Ｖ・プレミアリーグ女子 2012/13,久光製薬スプリングス,25,94,293,131,9,44.7,1,1,0,100.0,1.39,71,0.76,323,0,5,42,105,9.4,35,27,0,77.1,131,71,5,207
レギュラーラウンド,久光製薬スプリングス,21,79,256,114,7,44.5,1,1,0,100.0,1.44,54,0.68,283,0,5,38,99,10.2,32,24,0,75.0,114,54,5,173
