大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,久光製薬スプリングス,24,55,148,42,5,28.4,4,0,1,0.0,0.76,6,0.11,124,2,6,8,39,12.7,58,17,18,44.8,42,6,8,56
プレミアカンファレンス,久光製薬スプリングス,15,37,42,11,2,26.2,0,0,0,-,0.30,1,0.03,74,2,4,4,23,14.5,7,0,4,28.6,11,1,6,18
交流戦,久光製薬スプリングス,6,12,106,31,3,29.2,4,0,1,0.0,2.58,5,0.42,40,0,2,2,15,13.1,51,17,14,47.1,31,5,2,38
ファイナル８・Ｂグループ,久光製薬スプリングス,3,6,0,0,0,-,0,0,0,-,-,0,-,10,0,0,2,1,-2.5,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION1 WOMEN 2018-19,久光製薬スプリングス,27,78,7,2,1,28.6,1,0,0,0.0,0.03,0,-,118,1,8,10,40,14.0,4,1,2,50.0,2,0,9,11
Western Conference,久光製薬スプリングス,8,20,0,0,0,-,0,0,0,-,-,0,-,33,1,1,2,9,11.4,0,0,0,-,0,0,2,2
交流戦,久光製薬スプリングス,9,26,6,2,1,33.3,0,0,0,-,0.08,0,-,42,0,4,7,20,17.3,4,1,2,50.0,2,0,4,6
ファイナル８,久光製薬スプリングス,7,23,1,0,0,0.0,1,0,0,0.0,-,0,-,33,0,2,1,11,13.6,0,0,0,-,0,0,2,2
ファイナル,久光製薬スプリングス,3,9,0,0,0,-,0,0,0,-,-,0,-,10,0,1,0,0,10.0,0,0,0,-,0,0,1,1
Ｖ・プレミアリーグ女子 2017/18,久光製薬スプリングス,30,30,29,11,1,37.9,0,0,0,-,0.37,1,0.03,48,2,6,3,11,20.8,10,1,4,30.0,11,1,8,20
レギュラーラウンド,久光製薬スプリングス,21,13,29,11,1,37.9,0,0,0,-,0.85,1,0.08,18,0,1,0,6,13.9,10,1,4,30.0,11,1,1,13
ファイナル６,久光製薬スプリングス,5,7,0,0,0,-,0,0,0,-,-,0,-,13,1,2,2,3,25.0,0,0,0,-,0,0,3,3
ファイナル３,久光製薬スプリングス,2,4,0,0,0,-,0,0,0,-,-,0,-,7,0,2,1,0,25.0,0,0,0,-,0,0,2,2
ファイナル,久光製薬スプリングス,2,6,0,0,0,-,0,0,0,-,-,0,-,10,1,1,0,2,25.0,0,0,0,-,0,0,2,2
Ｖ・プレミアリーグ女子 2016/17,久光製薬スプリングス,7,16,0,0,0,-,0,0,0,-,-,0,-,25,0,1,2,6,9.2,0,0,0,-,0,0,1,1
レギュラーラウンド,久光製薬スプリングス,5,14,0,0,0,-,0,0,0,-,-,0,-,22,0,1,2,6,10.5,0,0,0,-,0,0,1,1
ファイナル６,久光製薬スプリングス,2,2,0,0,0,-,0,0,0,-,-,0,-,3,0,0,0,0,0.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,64,122,183,55,7,30.1,4,0,1,0.0,0.45,7,0.06,229,3,13,17,79,13.8,72,19,24,43.1,55,7,16,78
通算,,88,179,184,55,7,29.9,5,0,1,0.0,0.31,7,0.04,315,5,21,23,96,14.0,72,19,24,43.1,55,7,26,88
