大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION1 WOMEN,久光製薬スプリングス,24,77,870,274,45,31.5,75,18,5,24.0,3.56,23,0.30,267,4,5,14,87,10.2,439,232,92,63.3,274,23,9,306
プレミアカンファレンス,久光製薬スプリングス,15,51,570,172,30,30.2,49,13,4,26.5,3.37,18,0.35,178,4,3,9,61,11.2,296,155,63,63.0,172,18,7,197
交流戦,久光製薬スプリングス,6,12,130,48,7,36.9,10,4,1,40.0,4.0,3,0.25,40,0,1,3,14,9.4,45,30,6,73.3,48,3,1,52
ファイナル８・Ｂグループ,久光製薬スプリングス,3,14,170,54,8,31.8,16,1,0,6.2,3.86,2,0.14,49,0,1,2,12,7.1,98,47,23,59.7,54,2,1,57
V.LEAGUE DIVISION1 WOMEN 2018-19,久光製薬スプリングス,29,103,1265,453,59,35.8,92,30,9,32.6,4.4,18,0.17,435,8,11,23,151,11.7,671,337,143,60.9,453,18,19,490
Western Conference,久光製薬スプリングス,8,29,359,121,16,33.7,27,7,3,25.9,4.17,3,0.10,120,6,2,7,37,12.9,180,95,29,60.8,121,3,8,132
交流戦,久光製薬スプリングス,11,39,422,157,21,37.2,31,9,3,29.0,4.03,9,0.23,154,0,5,12,56,10.4,254,134,54,63.4,157,9,5,171
ファイナル８,久光製薬スプリングス,7,26,372,134,17,36.0,32,13,3,40.6,5.15,2,0.08,128,2,4,4,44,12.5,170,82,36,58.8,134,2,6,142
ファイナル,久光製薬スプリングス,3,9,112,41,5,36.6,2,1,0,50.0,4.56,4,0.44,33,0,0,0,14,10.6,67,26,24,56.7,41,4,0,45
Ｖ・プレミアリーグ女子 2017/18,久光製薬スプリングス,30,102,1129,402,51,35.6,56,17,5,30.4,3.94,29,0.28,426,8,10,18,117,10.0,752,368,164,59.8,402,29,18,449
レギュラーラウンド,久光製薬スプリングス,21,70,759,278,34,36.6,45,14,5,31.1,3.97,20,0.29,287,7,8,12,83,11.4,525,261,115,60.7,278,20,15,313
