試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-11-28,大野石油広島オイラーズ,1,,北川海育,3,■,■,■,nan,nan,22,7,1,31.8,27.3,2.33,0,0,0,-,2,0.67,14,0,0,7,12.5,0,0,0,-,,,,,,,,
2020-11-28,大野石油広島オイラーズ,2,,大西真咲,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,1,1,0,100.0,,,,,,,,
2020-11-28,大野石油広島オイラーズ,3,,宮澤千陽,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,,,,,,,,
2020-11-28,大野石油広島オイラーズ,5,,蠣崎真衣,3,■,■,■,nan,nan,33,14,1,42.4,39.4,4.67,2,1,0,50.0,0,-,14,2,0,7,26.8,25,15,4,68.0,,,,,,,,
2020-11-28,大野石油広島オイラーズ,7,,坂口莉乃,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,10,1,0,4,20.0,0,0,0,-,,,,,,,,
2020-11-28,大野石油広島オイラーズ,9,,佐藤愛美,3,■,■,■,nan,nan,26,15,1,57.7,53.8,5.00,0,0,0,-,2,0.67,8,0,0,6,18.8,0,0,0,-,,,,,,,,
2020-11-28,大野石油広島オイラーズ,10,,山内佑里子,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,1,0.0,3,2,0,66.7,,,,,,,,
2020-11-28,大野石油広島オイラーズ,12,,駒田愛実,2,□,nan,□,nan,nan,5,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-11-28,大野石油広島オイラーズ,14,,西田智美,3,■,■,■,nan,nan,15,5,0,33.3,33.3,1.67,0,0,0,-,2,0.67,12,0,2,3,2.1,0,0,0,-,,,,,,,,
2020-11-28,大野石油広島オイラーズ,15,,斉藤有香,3,■,■,■,nan,nan,31,10,1,32.3,29.0,3.33,1,0,1,0.0,0,-,9,0,0,5,13.9,22,11,5,61.4,,,,,,,,
2020-11-28,大野石油広島オイラーズ,17,L,土岡真央,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,2,1,62.5,,,,,,,,
2020-11-28,大野石油広島オイラーズ,18,,濱田彩佳,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-11-28,大野石油広島オイラーズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,132,51,4,38.6,35.6,17.00,3,1,1,33.3,6,2.00,74,3,4,34,14.2,55,31,10,65.5,148,45,6,30.4,2,0.67,5.9,42.9
