大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,トヨタ自動車サンホークス,18,29,35,11,2,31.4,1,0,1,0.0,0.38,0,-,59,3,1,9,12,8.1,4,3,0,75.0,11,0,4,15
レギュラーラウンド,トヨタ自動車サンホークス,18,29,35,11,2,31.4,1,0,1,0.0,0.38,0,-,59,3,1,9,12,8.1,4,3,0,75.0,11,0,4,15
V.LEAGUE DIVISION2 MEN 2018-19,トヨタ自動車サンホークス,24,24,90,35,8,38.9,1,1,0,100.0,1.46,5,0.21,43,0,1,9,8,1.7,20,6,7,47.5,35,5,1,41
レギュラーラウンド,トヨタ自動車サンホークス,24,24,90,35,8,38.9,1,1,0,100.0,1.46,5,0.21,43,0,1,9,8,1.7,20,6,7,47.5,35,5,1,41
Ｖ・チャレンジリーグⅠ男子 2017/18,トヨタ自動車サンホークス,21,77,356,147,26,41.3,5,2,1,40.0,1.91,10,0.13,224,6,3,43,43,4.0,237,67,65,42.0,147,10,9,166
レギュラーラウンド,トヨタ自動車サンホークス,21,77,356,147,26,41.3,5,2,1,40.0,1.91,10,0.13,224,6,3,43,43,4.0,237,67,65,42.0,147,10,9,166
Ｖ・チャレンジリーグⅠ男子 2016/17,トヨタ自動車サンホークス,21,41,243,101,20,41.6,2,1,1,50.0,2.46,4,0.10,145,3,2,19,39,9.9,75,33,0,44.0,101,4,5,110
レギュラーラウンド,トヨタ自動車サンホークス,21,41,243,101,20,41.6,2,1,1,50.0,2.46,4,0.10,145,3,2,19,39,9.9,75,33,0,44.0,101,4,5,110
Ｖ・チャレンジリーグⅠ男子 2015/16,トヨタ自動車サンホークス,21,74,608,237,53,39.0,18,4,2,22.2,3.2,21,0.28,301,8,11,47,88,12.9,99,44,0,44.4,237,21,19,277
レギュラーラウンド,トヨタ自動車サンホークス,21,74,608,237,53,39.0,18,4,2,22.2,3.2,21,0.28,301,8,11,47,88,12.9,99,44,0,44.4,237,21,19,277
Ｖ・チャレンジリーグ男子 2014/15,トヨタ自動車サンホークス,22,83,610,254,46,41.6,18,7,3,38.9,3.06,20,0.24,334,6,9,60,131,13.8,77,30,0,39.0,254,20,15,289
レギュラーラウンド,トヨタ自動車サンホークス,22,83,610,254,46,41.6,18,7,3,38.9,3.06,20,0.24,334,6,9,60,131,13.8,77,30,0,39.0,254,20,15,289
Ｖ・チャレンジリーグ男子 2013/14,トヨタ自動車サンホークス,20,63,546,197,61,36.1,54,17,12,31.5,3.13,12,0.19,207,3,3,32,61,10.0,240,114,0,47.5,197,12,6,215
レギュラーラウンド,トヨタ自動車サンホークス,20,63,546,197,61,36.1,54,17,12,31.5,3.13,12,0.19,207,3,3,32,61,10.0,240,114,0,47.5,197,12,6,215
レギュラーシーズン通算,,147,391,2488,982,216,39.5,99,32,20,32.3,2.51,72,0.18,1313,29,30,219,382,7.6,752,297,72,44.3,982,72,59,1113
通算,,147,391,2488,982,216,39.5,99,32,20,32.3,2.51,72,0.18,1313,29,30,219,382,7.6,752,297,72,44.3,982,72,59,1113
