大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,トヨタ自動車サンホークス,18,61,35,15,3,42.9,4,0,1,0.0,0.25,23,0.38,226,1,2,10,47,5.4,2,0,0,0.0,15,23,3,41
レギュラーラウンド,トヨタ自動車サンホークス,18,61,35,15,3,42.9,4,0,1,0.0,0.25,23,0.38,226,1,2,10,47,5.4,2,0,0,0.0,15,23,3,41
V.LEAGUE DIVISION2 MEN 2018-19,トヨタ自動車サンホークス,24,13,0,0,0,-,0,0,0,-,-,0,-,17,0,1,3,4,7.4,0,0,0,-,0,0,1,1
レギュラーラウンド,トヨタ自動車サンホークス,24,13,0,0,0,-,0,0,0,-,-,0,-,17,0,1,3,4,7.4,0,0,0,-,0,0,1,1
Ｖ・チャレンジリーグⅠ男子 2017/18,トヨタ自動車サンホークス,6,7,0,0,0,-,0,0,0,-,-,0,-,6,0,0,0,2,8.3,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ自動車サンホークス,6,7,0,0,0,-,0,0,0,-,-,0,-,6,0,0,0,2,8.3,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2016/17,トヨタ自動車サンホークス,12,27,0,0,0,-,0,0,0,-,-,0,-,37,1,0,4,16,13.5,0,0,0,-,0,0,1,1
レギュラーラウンド,トヨタ自動車サンホークス,12,27,0,0,0,-,0,0,0,-,-,0,-,37,1,0,4,16,13.5,0,0,0,-,0,0,1,1
レギュラーシーズン通算,,60,108,35,15,3,42.9,4,0,1,0.0,0.14,23,0.21,286,2,3,17,69,6.3,2,0,0,0.0,15,23,5,43
通算,,60,108,35,15,3,42.9,4,0,1,0.0,0.14,23,0.21,286,2,3,17,69,6.3,2,0,0,0.0,15,23,5,43
