大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,トヨタ自動車サンホークス,18,21,0,0,0,-,0,0,0,-,-,0,-,26,2,0,0,4,11.5,25,10,5,50.0,0,0,2,2
レギュラーラウンド,トヨタ自動車サンホークス,18,21,0,0,0,-,0,0,0,-,-,0,-,26,2,0,0,4,11.5,25,10,5,50.0,0,0,2,2
V.LEAGUE DIVISION2 MEN 2018-19,トヨタ自動車サンホークス,24,24,0,0,0,-,0,0,0,-,-,0,-,33,0,0,3,10,5.3,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ自動車サンホークス,24,24,0,0,0,-,0,0,0,-,-,0,-,33,0,0,3,10,5.3,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2017/18,トヨタ自動車サンホークス,21,48,0,0,0,-,0,0,0,-,-,0,-,77,0,0,1,12,3.6,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ自動車サンホークス,21,48,0,0,0,-,0,0,0,-,-,0,-,77,0,0,1,12,3.6,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2016/17,トヨタ自動車サンホークス,1,2,0,0,0,-,0,0,0,-,-,0,-,2,0,0,0,2,25.0,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ自動車サンホークス,1,2,0,0,0,-,0,0,0,-,-,0,-,2,0,0,0,2,25.0,0,0,0,-,0,0,0,0
レギュラーシーズン通算,,64,95,0,0,0,-,0,0,0,-,-,0,-,138,2,0,4,28,5.8,25,10,5,50.0,0,0,2,2
通算,,64,95,0,0,0,-,0,0,0,-,-,0,-,138,2,0,4,28,5.8,25,10,5,50.0,0,0,2,2
