大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,トヨタ自動車サンホークス,1,4,0,0,0,-,0,0,0,-,-,0,-,10,0,0,1,1,0.0,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ自動車サンホークス,1,4,0,0,0,-,0,0,0,-,-,0,-,10,0,0,1,1,0.0,0,0,0,-,0,0,0,0
V.LEAGUE DIVISION2 MEN 2018-19,トヨタ自動車サンホークス,24,88,13,8,1,61.5,2,0,0,0.0,0.09,4,0.05,370,2,3,7,72,5.7,8,1,1,18.8,8,4,5,17
レギュラーラウンド,トヨタ自動車サンホークス,24,88,13,8,1,61.5,2,0,0,0.0,0.09,4,0.05,370,2,3,7,72,5.7,8,1,1,18.8,8,4,5,17
Ｖ・チャレンジリーグⅠ男子 2017/18,トヨタ自動車サンホークス,21,79,8,5,0,62.5,2,1,0,50.0,0.06,5,0.06,312,0,2,4,66,5.6,4,0,0,0.0,5,5,2,12
レギュラーラウンド,トヨタ自動車サンホークス,21,79,8,5,0,62.5,2,1,0,50.0,0.06,5,0.06,312,0,2,4,66,5.6,4,0,0,0.0,5,5,2,12
Ｖ・チャレンジリーグⅠ男子 2016/17,トヨタ自動車サンホークス,21,81,15,8,0,53.3,0,0,0,-,0.10,6,0.07,311,0,4,5,122,10.8,8,0,0,0.0,8,6,4,18
レギュラーラウンド,トヨタ自動車サンホークス,21,81,15,8,0,53.3,0,0,0,-,0.10,6,0.07,311,0,4,5,122,10.8,8,0,0,0.0,8,6,4,18
Ｖ・チャレンジリーグⅠ男子 2015/16,トヨタ自動車サンホークス,21,74,8,5,1,62.5,1,1,0,100.0,0.07,10,0.14,296,0,4,5,70,7.0,2,1,0,50.0,5,10,4,19
レギュラーラウンド,トヨタ自動車サンホークス,21,74,8,5,1,62.5,1,1,0,100.0,0.07,10,0.14,296,0,4,5,70,7.0,2,1,0,50.0,5,10,4,19
Ｖ・チャレンジリーグ男子 2014/15,トヨタ自動車サンホークス,22,84,33,23,1,69.7,2,2,0,100.0,0.27,12,0.14,333,4,7,3,112,11.3,6,0,0,0.0,23,12,11,46
レギュラーラウンド,トヨタ自動車サンホークス,22,84,33,23,1,69.7,2,2,0,100.0,0.27,12,0.14,333,4,7,3,112,11.3,6,0,0,0.0,23,12,11,46
Ｖ・チャレンジリーグ男子 2013/14,トヨタ自動車サンホークス,20,70,33,16,0,48.5,1,0,0,0.0,0.23,6,0.09,233,1,0,11,82,9.2,4,1,0,25.0,16,6,1,23
レギュラーラウンド,トヨタ自動車サンホークス,20,70,33,16,0,48.5,1,0,0,0.0,0.23,6,0.09,233,1,0,11,82,9.2,4,1,0,25.0,16,6,1,23
Ｖ・チャレンジリーグ男子 2012/13,トヨタ自動車サンホークス,20,72,29,15,1,51.7,0,0,0,-,0.21,14,0.19,224,0,0,3,84,9.4,4,0,0,0.0,15,14,0,29
レギュラーラウンド,トヨタ自動車サンホークス,20,72,29,15,1,51.7,0,0,0,-,0.21,14,0.19,224,0,0,3,84,9.4,4,0,0,0.0,15,14,0,29
レギュラーシーズン通算,,150,552,139,80,4,57.6,8,4,0,50.0,0.14,57,0.10,2089,7,20,39,609,8.1,36,3,1,9.7,80,57,27,164
通算,,150,552,139,80,4,57.6,8,4,0,50.0,0.14,57,0.10,2089,7,20,39,609,8.1,36,3,1,9.7,80,57,27,164
