大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION2 MEN,トヨタ自動車サンホークス,18,15,0,0,0,-,0,0,0,-,-,0,-,20,0,2,7,7,10.0,0,0,0,-,0,0,2,2
レギュラーラウンド,トヨタ自動車サンホークス,18,15,0,0,0,-,0,0,0,-,-,0,-,20,0,2,7,7,10.0,0,0,0,-,0,0,2,2
V.LEAGUE DIVISION2 MEN 2018-19,トヨタ自動車サンホークス,24,19,13,2,2,15.4,0,0,0,-,0.11,1,0.05,24,0,0,2,9,7.3,14,3,5,39.3,2,1,0,3
レギュラーラウンド,トヨタ自動車サンホークス,24,19,13,2,2,15.4,0,0,0,-,0.11,1,0.05,24,0,0,2,9,7.3,14,3,5,39.3,2,1,0,3
Ｖ・チャレンジリーグⅠ男子 2017/18,トヨタ自動車サンホークス,7,16,0,0,0,-,0,0,0,-,-,0,-,18,0,0,6,4,-2.8,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ自動車サンホークス,7,16,0,0,0,-,0,0,0,-,-,0,-,18,0,0,6,4,-2.8,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2016/17,トヨタ自動車サンホークス,6,3,0,0,0,-,0,0,0,-,-,0,-,3,0,0,1,2,16.7,0,0,0,-,0,0,0,0
レギュラーラウンド,トヨタ自動車サンホークス,6,3,0,0,0,-,0,0,0,-,-,0,-,3,0,0,1,2,16.7,0,0,0,-,0,0,0,0
Ｖ・チャレンジリーグⅠ男子 2015/16,トヨタ自動車サンホークス,17,34,0,0,0,-,0,0,0,-,-,0,-,54,3,0,4,21,15.3,0,0,0,-,0,0,3,3
レギュラーラウンド,トヨタ自動車サンホークス,17,34,0,0,0,-,0,0,0,-,-,0,-,54,3,0,4,21,15.3,0,0,0,-,0,0,3,3
レギュラーシーズン通算,,72,87,13,2,2,15.4,0,0,0,-,0.02,1,0.01,119,3,2,20,43,9.0,14,3,5,39.3,2,1,5,8
通算,,72,87,13,2,2,15.4,0,0,0,-,0.02,1,0.01,119,3,2,20,43,9.0,14,3,5,39.3,2,1,5,8
