名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
和田雅登,近畿クラブスフィーダ,10,13,86,39,10,45.3,33.7,20,6,7,7,37,1,8,4,0,0,0,30.0,3.0,0.5,0.0,
塩大地,きんでんトリニティーブリッツ,11,16,91,53,5,58.2,52.7,0,0,0,12,38,0,2,3,2,2,0,,3.3,0.8,0.7,100.0
増谷篤,近畿クラブスフィーダ,25,4,1,1,0,100.0,100.0,0,0,0,0,14,0,0,4,0,0,0,,0.2,0.0,7.1,
大泊進祐,トヨタ自動車サンホークス,16,16,26,10,2,38.5,30.8,0,0,0,8,54,0,6,17,3,1,0,,0.6,0.5,5.1,33.3
大貫智博,東京トヨペットグリーンスパークル,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大隈慎也,トヨタ自動車サンホークス,12,16,1,1,0,100.0,100.0,0,0,0,2,63,0,3,23,2,0,0,,0.1,0.1,7.9,0.0
天本智成,近畿クラブスフィーダ,24,3,5,4,0,80.0,80.0,0,0,0,0,5,0,0,0,0,0,0,,1.3,0.0,0.0,
太田有紀,トヨタ自動車サンホークス,1,15,119,54,12,45.4,35.3,8,2,1,10,66,5,19,24,56,35,0,25.0,3.6,0.7,9.5,62.5
小野義隆,近畿クラブスフィーダ,15,11,3,2,0,66.7,66.7,0,0,0,1,36,0,1,6,0,0,0,,0.2,0.1,3.5,
山下栄和,きんでんトリニティーブリッツ,13,10,0,0,0,,,0,0,0,0,0,0,0,0,45,30,0,,0.0,0.0,,66.7
山原健太,きんでんトリニティーブリッツ,6,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,,0.0,0.0,-12.5,
山本一総,トヨタ自動車サンホークス,8,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
山本健登,近畿クラブスフィーダ,16,13,40,20,4,50.0,40.0,1,0,0,3,27,1,0,7,71,55,0,0.0,1.5,0.2,10.2,77.5
山近哲,近畿クラブスフィーダ,13,2,21,9,2,42.9,33.3,5,3,0,3,4,0,0,2,0,0,0,60.0,4.5,1.5,12.5,
岡本侑,近畿クラブスフィーダ,21,11,77,34,9,44.2,32.5,9,1,2,6,56,4,4,9,75,48,0,11.1,3.1,0.5,9.4,64.0
川北陽介,トヨタ自動車サンホークス,5,16,53,29,4,54.7,47.2,0,0,0,3,51,0,2,18,1,0,0,,1.8,0.2,7.8,0.0
平尾真也,兵庫デルフィーノ,14,4,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
平田英貴,近畿クラブスフィーダ,14,5,18,9,1,50.0,44.4,0,0,0,3,8,0,4,1,0,0,0,,1.8,0.6,-9.4,
徳尾直哉,トヨタ自動車サンホークス,6,16,148,55,19,37.2,24.3,49,12,8,7,61,7,7,28,33,22,0,24.5,3.4,0.4,20.1,66.7
早川紘司,東京トヨペットグリーンスパークル,2,5,1,0,0,0.0,0.0,0,0,0,0,3,0,1,0,11,4,0,,0.0,0.0,-8.3,36.4
明石良介,きんでんトリニティーブリッツ,3,16,145,73,22,50.3,35.2,32,17,7,5,63,3,13,20,3,2,0,53.1,4.6,0.3,7.5,66.7
有薗亮平,近畿クラブスフィーダ,18,11,0,0,0,,,0,0,0,0,5,0,2,0,51,30,0,,0.0,0.0,-10.0,58.8
木村友宣,トヨタ自動車サンホークス,15,16,0,0,0,,,0,0,0,0,0,0,0,0,126,86,0,,0.0,0.0,,68.3
本多尚也,きんでんトリニティーブリッツ,17,16,82,26,11,31.7,18.3,5,1,1,8,62,5,11,18,124,85,0,20.0,1.6,0.5,10.9,68.5
松本敬三,東京トヨペットグリーンスパークル,16,11,112,49,8,43.8,36.6,11,6,1,0,43,1,3,16,58,45,0,54.5,4.5,0.0,9.9,77.6
松田祐和,きんでんトリニティーブリッツ,18,13,48,22,4,45.8,37.5,0,0,0,7,37,1,3,10,1,1,0,,1.7,0.5,7.4,100.0
栗栖徹,兵庫デルフィーノ,12,13,0,0,0,,,0,0,0,0,0,0,0,0,101,50,0,,0.0,0.0,,49.5
梶野喜宏,近畿クラブスフィーダ,2,13,4,2,0,50.0,50.0,0,0,0,0,14,1,1,5,26,19,0,,0.2,0.0,14.3,73.1
橋丘矩宗,兵庫デルフィーノ,7,8,9,7,0,77.8,77.8,0,0,0,1,12,0,0,6,0,0,0,,0.9,0.1,12.5,
橋本和浩,東京トヨペットグリーンスパークル,12,14,58,27,4,46.6,39.7,0,0,0,9,39,0,2,8,2,2,0,,1.9,0.6,3.8,100.0
橋本峻介,きんでんトリニティーブリッツ,19,6,14,5,0,35.7,35.7,0,0,0,1,20,0,1,4,0,0,0,,0.8,0.2,3.8,
毛利光生,きんでんトリニティーブリッツ,20,9,0,0,0,,,0,0,0,1,28,2,0,10,0,0,0,,0.0,0.1,16.1,
池田正一,東京トヨペットグリーンスパークル,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
浅見冬樹,東京トヨペットグリーンスパークル,5,12,6,1,0,16.7,16.7,0,0,0,2,35,0,1,13,0,0,0,,0.1,0.2,8.6,
浦田哲平,兵庫デルフィーノ,19,7,0,0,0,,,0,0,0,0,6,0,0,0,0,0,0,,0.0,0.0,0.0,
渡邉敬太,トヨタ自動車サンホークス,4,16,120,44,8,36.7,30.0,11,3,1,7,48,0,2,13,96,62,0,27.3,2.8,0.4,5.7,64.6
片渕貴史,近畿クラブスフィーダ,11,13,26,12,1,46.2,42.3,0,0,0,6,23,1,3,4,0,0,0,,0.9,0.5,5.4,
田中佑輔,近畿クラブスフィーダ,12,2,0,0,0,,,0,0,0,0,2,0,2,0,3,0,0,,0.0,0.0,-25.0,0.0
田中淳一,東京トヨペットグリーンスパークル,9,8,0,0,0,,,0,0,0,0,10,0,2,2,0,0,0,,0.0,0.0,0.0,
田端久貴,東京トヨペットグリーンスパークル,14,10,37,13,6,35.1,18.9,0,0,0,8,24,0,1,4,2,2,0,,1.3,0.8,3.1,100.0
白川佑樹,兵庫デルフィーノ,2,12,85,34,6,40.0,32.9,11,3,1,2,53,2,7,25,6,2,0,27.3,2.8,0.2,12.3,33.3
白川雅貴,兵庫デルフィーノ,20,13,7,4,0,57.1,57.1,0,0,0,4,41,2,4,12,0,0,0,,0.3,0.3,9.8,
矢島優一,きんでんトリニティーブリッツ,23,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石木裕也,兵庫デルフィーノ,18,4,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
石田裕矢,トヨタ自動車サンホークス,3,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
福竹陽平,兵庫デルフィーノ,11,4,15,6,3,40.0,20.0,1,0,1,0,8,1,5,0,3,2,0,0.0,1.5,0.0,-3.1,66.7
竹永大樹,兵庫デルフィーノ,9,8,4,3,1,75.0,50.0,0,0,0,0,2,0,1,1,7,7,0,,0.4,0.0,0.0,100.0
竹腰晃明,兵庫デルフィーノ,10,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
荒川崇,東京トヨペットグリーンスパークル,15,7,2,1,0,50.0,50.0,0,0,0,0,9,0,1,3,3,1,0,,0.1,0.0,5.6,33.3
藤島謙裕,きんでんトリニティーブリッツ,9,8,0,0,0,,,0,0,0,0,0,0,0,0,37,21,0,,0.0,0.0,,56.8
西片圭佑,東京トヨペットグリーンスパークル,8,13,45,16,5,35.6,24.4,10,4,1,0,23,0,5,4,5,1,0,40.0,1.2,0.0,-1.1,20.0
馬場裕峰,東京トヨペットグリーンスパークル,3,14,42,15,5,35.7,23.8,1,0,1,4,45,0,3,16,80,47,0,0.0,1.1,0.3,7.2,58.8
高橋幸造,近畿クラブスフィーダ,23,11,14,6,1,42.9,35.7,0,0,0,0,26,1,5,9,9,5,0,,0.5,0.0,7.7,55.6
高橋正,きんでんトリニティーブリッツ,8,1,4,0,1,0.0,-25.0,1,0,0,1,1,0,0,0,0,0,0,0.0,0.0,1.0,0.0,
鮎川輝丈,きんでんトリニティーブリッツ,7,16,64,22,8,34.4,21.9,3,0,0,4,63,6,11,14,91,64,0,0.0,1.4,0.2,10.7,70.3
