大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION3 MEN,近畿クラブスフィーダ,15,54,172,80,10,46.5,1,0,0,0.0,1.48,34,0.63,139,0,0,19,22,0.5,3,1,2,66.7,80,34,0,114
レギュラーラウンド,近畿クラブスフィーダ,15,54,172,80,10,46.5,1,0,0,0.0,1.48,34,0.63,139,0,0,19,22,0.5,3,1,2,66.7,80,34,0,114
V.LEAGUE DIVISION3 MEN 2018-19,近畿クラブスフィーダ,20,74,236,118,13,50.0,1,1,0,100.0,1.59,37,0.5,209,2,1,17,31,3.1,6,4,2,83.3,118,37,3,158
レギュラーラウンド,近畿クラブスフィーダ,20,74,236,118,13,50.0,1,1,0,100.0,1.59,37,0.5,209,2,1,17,31,3.1,6,4,2,83.3,118,37,3,158
Ｖ・チャレンジリーグⅡ男子 2017/18,近畿クラブスフィーダ,10,28,87,34,6,39.1,0,0,0,-,1.21,19,0.68,68,0,0,3,5,0.7,0,0,0,-,34,19,0,53
レギュラーラウンド,近畿クラブスフィーダ,10,28,87,34,6,39.1,0,0,0,-,1.21,19,0.68,68,0,0,3,5,0.7,0,0,0,-,34,19,0,53
Ｖ・チャレンジリーグⅡ男子 2016/17,近畿クラブスフィーダ,10,33,54,31,4,57.4,0,0,0,-,0.94,13,0.39,96,1,2,3,30,10.5,0,0,0,-,31,13,3,47
レギュラーラウンド,近畿クラブスフィーダ,10,33,54,31,4,57.4,0,0,0,-,0.94,13,0.39,96,1,2,3,30,10.5,0,0,0,-,31,13,3,47
Ｖ・チャレンジリーグⅡ男子 2015/16,近畿クラブスフィーダ,7,20,34,18,4,52.9,0,0,0,-,0.9,5,0.25,36,0,0,0,10,6.9,0,0,0,-,18,5,0,23
レギュラーラウンド,近畿クラブスフィーダ,7,20,34,18,4,52.9,0,0,0,-,0.9,5,0.25,36,0,0,0,10,6.9,0,0,0,-,18,5,0,23
Ｖ・チャレンジリーグ男子 2014/15,近畿クラブスフィーダ,12,39,101,47,7,46.5,0,0,0,-,1.21,24,0.62,87,1,3,7,28,12.0,0,0,0,-,47,24,4,75
レギュラーラウンド,近畿クラブスフィーダ,12,39,101,47,7,46.5,0,0,0,-,1.21,24,0.62,87,1,3,7,28,12.0,0,0,0,-,47,24,4,75
レギュラーシーズン通算,,74,248,684,328,44,48.0,2,1,0,50.0,1.32,132,0.53,635,4,6,49,126,4.6,9,5,4,77.8,328,132,10,470
通算,,74,248,684,328,44,48.0,2,1,0,50.0,1.32,132,0.53,635,4,6,49,126,4.6,9,5,4,77.8,328,132,10,470
