大会,チーム,出場,出場,アタック,アタック,アタック,アタック,バックアタック,バックアタック,バックアタック,バックアタック,アタック決定本数,ブロック,ブロック,サーブ,サーブ,サーブ,サーブ,サーブ,サーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,サーブレシーブ,総得点,総得点,総得点,総得点
大会,チーム,試合数,セット数,打数,得点,失点,決定率,打数,得点,失点,決定率,セット平均,得点,セット平均,打数,ノータッチ,エース,失点,効果,効果率,受数,成功・優,成功・良,成功率,アタック,ブロック,サーブ,得点合計
2019-20 V.LEAGUE DIVISION3 MEN,近畿クラブスフィーダ,2,5,20,9,2,45.0,1,1,0,100.0,1.80,2,0.40,17,0,0,2,3,1.5,1,0,1,50.0,9,2,0,11
レギュラーラウンド,近畿クラブスフィーダ,2,5,20,9,2,45.0,1,1,0,100.0,1.80,2,0.40,17,0,0,2,3,1.5,1,0,1,50.0,9,2,0,11
V.LEAGUE DIVISION3 MEN 2018-19,近畿クラブスフィーダ,16,56,266,104,13,39.1,7,1,1,14.3,1.86,12,0.21,190,2,6,44,41,3.8,2,0,0,0.0,104,12,8,124
レギュラーラウンド,近畿クラブスフィーダ,16,56,266,104,13,39.1,7,1,1,14.3,1.86,12,0.21,190,2,6,44,41,3.8,2,0,0,0.0,104,12,8,124
Ｖ・チャレンジリーグⅡ男子 2017/18,近畿クラブスフィーダ,12,40,173,72,7,41.6,12,3,0,25.0,1.80,7,0.17,134,3,5,24,37,8.4,4,1,2,50.0,72,7,8,87
レギュラーラウンド,近畿クラブスフィーダ,12,40,173,72,7,41.6,12,3,0,25.0,1.80,7,0.17,134,3,5,24,37,8.4,4,1,2,50.0,72,7,8,87
Ｖ・チャレンジリーグⅡ男子 2016/17,近畿クラブスフィーダ,9,28,93,37,9,39.8,22,6,3,27.3,1.32,3,0.11,82,2,3,13,32,15.1,3,2,0,66.7,37,3,5,45
レギュラーラウンド,近畿クラブスフィーダ,9,28,93,37,9,39.8,22,6,3,27.3,1.32,3,0.11,82,2,3,13,32,15.1,3,2,0,66.7,37,3,5,45
Ｖ・チャレンジリーグⅡ男子 2015/16,近畿クラブスフィーダ,6,14,0,0,0,-,0,0,0,-,-,0,-,23,1,2,6,3,14.6,0,0,0,-,0,0,3,3
レギュラーラウンド,近畿クラブスフィーダ,6,14,0,0,0,-,0,0,0,-,-,0,-,23,1,2,6,3,14.6,0,0,0,-,0,0,3,3
レギュラーシーズン通算,,45,143,552,222,31,40.2,42,11,4,26.2,1.55,24,0.17,446,8,16,89,116,6.9,10,3,3,45.0,222,24,24,270
通算,,45,143,552,222,31,40.2,42,11,4,26.2,1.55,24,0.17,446,8,16,89,116,6.9,10,3,3,45.0,222,24,24,270
