名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
伊東勇樹,パナソニックパンサーズ,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
伊藤信博,堺ブレイザーズ,15,38,58,23,6,39.7,29.3,1,0,0,14,65,2,11,12,1,1,0,39,0.0,0.6,0.4,3.5,100.0
佐別當賢治,サントリーサンバーズ,15,4,0,0,0,,,0,0,0,0,0,0,0,0,7,4,0,0,,0.0,0.0,,57.1
内藤和也,堺ブレイザーズ,5,33,0,0,0,,,0,0,0,0,37,1,11,13,0,0,0,1,,0.0,0.0,4.1,
前田和樹,FC東京,28,81,510,212,29,41.6,35.9,170,74,14,21,258,8,62,65,148,98,0,241,43.5,2.6,0.3,3.4,66.2
前田徹也,大分三好ヴァイセアドラー,6,2,0,0,0,,,0,0,0,0,2,0,1,0,0,0,0,0,,0.0,0.0,-12.5,
加賀龍哉,FC東京,14,90,269,133,16,49.4,43.5,0,0,0,41,258,4,14,64,10,5,0,178,,1.5,0.5,6.4,50.0
勝野裕士,東レアローズ,15,42,0,0,0,,,0,0,0,0,0,0,0,0,276,175,0,0,,0.0,0.0,,63.4
北島武,堺ブレイザーズ,4,96,601,224,57,37.3,27.8,76,27,14,41,399,29,96,154,765,498,0,294,35.5,2.3,0.4,10.9,65.1
北川祐介,豊田合成トレフェルサ,2,109,173,90,9,52.0,46.8,0,0,0,89,330,3,8,54,21,16,0,182,,0.8,0.8,4.4,76.2
古田史郎,東レアローズ,3,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
古賀幸一郎,豊田合成トレフェルサ,7,110,0,0,0,,,0,0,0,0,0,0,0,0,471,349,0,0,,0.0,0.0,,74.1
吉田譲,サントリーサンバーズ,4,62,2,1,0,50.0,50.0,0,0,0,4,106,7,28,29,0,0,0,12,,0.0,0.1,6.8,
名田篤史,堺ブレイザーズ,9,48,70,26,4,37.1,31.4,4,0,0,2,43,0,10,3,38,16,0,28,0.0,0.5,0.0,-4.1,42.1
國近公太,JTサンダーズ,13,88,419,183,35,43.7,35.3,111,47,8,23,320,15,35,89,698,501,0,221,42.3,2.1,0.3,8.9,71.8
土屋雄太,FC東京,13,2,8,3,1,37.5,25.0,1,1,0,1,9,0,0,0,11,5,0,4,100.0,1.5,0.5,0.0,45.5
坂本雄一郎,サントリーサンバーズ,3,98,190,106,9,55.8,51.1,1,0,0,57,202,2,19,69,10,7,0,165,0.0,1.1,0.6,7.2,70.0
坂梨朋彦,堺ブレイザーズ,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
塚崎祐平,JTサンダーズ,16,7,47,25,2,53.2,48.9,18,11,2,1,11,0,4,1,0,0,0,26,61.1,3.6,0.1,-6.8,
増成一志,大分三好ヴァイセアドラー,22,2,0,0,0,,,0,0,0,0,5,0,0,1,0,0,0,0,,0.0,0.0,5.0,
増野彰,堺ブレイザーズ,11,6,0,0,0,,,0,0,0,0,7,0,0,0,0,0,0,0,,0.0,0.0,0.0,
大上正裕,JTサンダーズ,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大庭健裕,FC東京,8,46,66,34,1,51.5,50.0,0,0,0,12,81,2,4,12,1,1,0,48,,0.7,0.3,4.9,100.0
大竹貴久,パナソニックパンサーズ,16,64,4,2,0,50.0,50.0,0,0,0,8,115,4,5,27,1,0,0,14,,0.0,0.1,8.3,0.0
大道大輔,堺ブレイザーズ,18,88,211,114,11,54.0,48.8,0,0,0,42,198,2,8,56,23,15,0,158,,1.3,0.5,7.1,65.2
宇佐美大輔,パナソニックパンサーズ,2,83,35,15,3,42.9,34.3,0,0,0,27,218,7,31,63,5,0,0,49,,0.2,0.3,6.9,0.0
安田将利,大分三好ヴァイセアドラー,16,30,2,0,1,0.0,-50.0,0,0,0,0,76,1,1,30,2,0,0,1,,0.0,0.0,10.9,0.0
宮下雅寛,JTサンダーズ,1,89,225,94,20,41.8,32.9,0,0,0,50,304,12,48,75,13,11,0,156,,1.1,0.6,6.2,84.6
富松崇彰,東レアローズ,1,102,271,161,11,59.4,55.4,0,0,0,86,298,14,65,72,5,4,0,261,,1.6,0.8,5.3,80.0
小川旭,JTサンダーズ,4,34,118,50,11,42.4,33.1,28,15,2,16,70,1,8,22,53,25,0,67,53.6,1.5,0.5,6.4,47.2
小川貴史,大分三好ヴァイセアドラー,1,88,211,89,12,42.2,36.5,11,3,2,24,134,2,23,39,151,77,0,115,27.3,1.0,0.3,4.5,51.0
小糸敬夫,パナソニックパンサーズ,14,48,0,0,0,,,0,0,0,0,52,0,3,13,56,32,0,0,,0.0,0.0,4.8,57.1
小西健太,パナソニックパンサーズ,10,60,146,73,6,50.0,45.9,0,0,0,32,172,4,16,22,6,3,0,109,,1.2,0.5,3.2,50.0
尾上健司,JTサンダーズ,7,17,35,11,2,31.4,25.7,0,0,0,10,41,0,0,10,5,5,0,21,,0.6,0.6,6.1,100.0
山内隆宏,FC東京,6,77,16,5,2,31.2,18.8,0,0,0,7,161,3,5,53,1,0,0,15,,0.1,0.1,9.3,0.0
山岡祐也,FC東京,10,82,28,9,2,32.1,25.0,2,0,0,15,204,6,7,40,4,1,0,30,0.0,0.1,0.2,7.0,25.0
山本洋平,FC東京,23,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,0,,0.0,0.0,,100.0
山本英之,豊田合成トレフェルサ,20,9,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山本隆弘,パナソニックパンサーズ,5,69,153,71,13,46.4,37.9,38,20,4,2,67,4,14,16,1,0,0,77,52.6,1.0,0.0,6.7,0.0
山村宏太,サントリーサンバーズ,1,106,325,165,13,50.8,46.8,1,0,0,61,380,4,18,90,19,14,0,230,0.0,1.6,0.6,5.8,73.7
岡本祥吾,サントリーサンバーズ,17,43,0,0,0,,,0,0,0,4,116,1,7,26,1,0,0,5,,0.0,0.1,5.0,0.0
岡本秀明,豊田合成トレフェルサ,13,32,0,0,0,,,0,0,0,0,50,1,10,17,0,0,0,1,,0.0,0.0,5.5,
島田桃大,堺ブレイザーズ,17,4,1,1,0,100.0,100.0,0,0,0,0,14,0,0,3,0,0,0,1,,0.2,0.0,5.4,
川村慎二,パナソニックパンサーズ,8,52,104,45,3,43.3,40.4,8,2,1,9,119,1,16,28,207,116,0,55,25.0,0.9,0.2,3.4,56.0
川浦博昭,豊田合成トレフェルサ,9,82,192,91,6,47.4,44.3,1,1,0,37,251,14,37,65,10,10,0,142,100.0,1.1,0.5,8.4,100.0
幡司一貴,豊田合成トレフェルサ,14,32,49,23,3,46.9,40.8,8,6,1,7,29,0,9,4,66,35,0,30,75.0,0.7,0.2,-4.3,53.0
徳丸善基,大分三好ヴァイセアドラー,2,97,177,57,13,32.2,24.9,0,0,0,36,293,3,19,66,19,12,0,96,,0.6,0.4,5.0,63.2
徳元幸人,JTサンダーズ,6,70,171,59,14,34.5,26.3,6,1,1,12,146,2,7,52,343,235,0,73,16.7,0.8,0.2,9.1,68.5
木内学,堺ブレイザーズ,10,99,58,29,4,50.0,43.1,15,5,3,3,157,8,29,30,8,6,0,40,33.3,0.3,0.0,5.3,75.0
木村泰輔,FC東京,26,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉崎大和,FC東京,25,9,0,0,0,,,0,0,0,0,10,0,3,1,0,0,0,0,,0.0,0.0,-5.0,
松崎廣光,サントリーサンバーズ,21,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
松本慶彦,堺ブレイザーズ,1,69,204,99,17,48.5,40.2,0,0,0,36,186,1,4,38,13,7,0,136,,1.4,0.5,5.1,53.8
松永理生,豊田合成トレフェルサ,22,3,2,1,0,50.0,50.0,0,0,0,0,3,0,0,0,0,0,0,1,,0.3,0.0,0.0,
枩田優介,パナソニックパンサーズ,13,73,156,62,5,39.7,36.5,0,0,0,43,216,1,12,51,20,11,0,106,,0.8,0.6,5.0,55.0
柴小屋康行,サントリーサンバーズ,22,73,419,192,29,45.8,38.9,73,32,8,17,233,11,51,64,293,160,0,220,43.8,2.6,0.2,6.1,54.6
柴田恭平,サントリーサンバーズ,12,55,235,101,23,43.0,33.2,45,17,8,18,164,5,28,44,225,142,0,124,37.8,1.8,0.3,5.5,63.1
栗原圭介,サントリーサンバーズ,6,68,9,3,2,33.3,11.1,0,0,0,5,232,4,11,67,2,0,0,12,,0.0,0.1,7.8,0.0
桑田鎮典,サントリーサンバーズ,9,29,27,11,5,40.7,22.2,2,0,0,2,32,2,4,9,70,37,0,15,0.0,0.4,0.1,10.2,52.9
森佑之,豊田合成トレフェルサ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
森岡晃太郎,大分三好ヴァイセアドラー,3,23,14,7,0,50.0,50.0,0,0,0,6,27,0,4,5,4,4,0,13,,0.3,0.3,0.9,100.0
森田亜貴斗,パナソニックパンサーズ,12,16,29,14,0,48.3,48.3,1,0,0,2,34,0,1,9,2,2,0,16,0.0,0.9,0.1,5.9,100.0
横田一義,堺ブレイザーズ,12,49,123,58,12,47.2,37.4,1,1,0,19,159,4,10,41,15,9,0,81,100.0,1.2,0.4,7.4,60.0
橋場正裕,FC東京,17,13,77,36,9,46.8,35.1,9,1,3,2,40,1,13,12,94,63,0,39,11.1,2.8,0.2,1.9,67.0
永野健,パナソニックパンサーズ,17,99,0,0,0,,,0,0,0,0,0,0,0,0,404,289,0,0,,0.0,0.0,,71.5
河雲栄樹,東レアローズ,19,3,0,0,0,,,0,0,0,1,0,0,0,0,0,0,0,1,,0.0,0.3,,
津曲勝利,サントリーサンバーズ,11,111,0,0,0,,,0,0,0,0,0,0,0,0,511,378,0,0,,0.0,0.0,,74.0
浜崎勇矢,大分三好ヴァイセアドラー,5,91,24,14,1,58.3,54.2,0,0,0,11,280,9,41,68,6,0,0,34,,0.2,0.1,5.6,0.0
清水邦広,パナソニックパンサーズ,1,107,807,445,59,55.1,47.8,292,150,30,31,433,33,100,129,7,3,0,509,51.4,4.2,0.3,9.3,42.9
田辺修,東レアローズ,2,71,0,0,0,,,0,0,0,0,0,0,0,0,385,265,0,0,,0.0,0.0,,68.8
甲斐祐之,JTサンダーズ,9,84,423,177,41,41.8,32.2,83,43,13,39,255,12,59,74,233,127,0,228,51.8,2.1,0.5,6.2,54.5
町野仁志,JTサンダーズ,2,99,215,87,18,40.5,32.1,0,0,0,73,263,3,5,47,18,12,0,163,,0.9,0.7,5.1,66.7
白澤健児,パナソニックパンサーズ,6,107,276,141,10,51.1,47.5,3,1,0,81,358,7,39,78,29,18,0,229,33.3,1.3,0.8,4.7,62.1
盛重龍,豊田合成トレフェルサ,1,54,268,122,23,45.5,36.9,51,29,8,24,186,6,42,34,243,159,0,152,56.9,2.3,0.4,2.2,65.4
直弘龍治,JTサンダーズ,10,52,299,109,20,36.5,29.8,132,44,11,17,96,0,6,23,0,0,0,126,33.3,2.1,0.3,4.4,
相澤寿,東レアローズ,7,26,50,22,2,44.0,40.0,0,0,0,6,56,0,5,11,3,3,0,28,,0.8,0.2,2.7,100.0
石島雄介,堺ブレイザーズ,3,109,672,303,41,45.1,39.0,110,49,15,70,396,24,77,127,597,399,0,397,44.5,2.8,0.6,9.2,66.8
石橋健,JTサンダーズ,18,5,7,3,2,42.9,14.3,0,0,0,0,8,0,0,2,0,0,0,3,,0.6,0.0,6.2,
神田聖馬,大分三好ヴァイセアドラー,4,75,168,79,15,47.0,38.1,54,29,8,0,150,7,44,53,133,75,0,86,53.7,1.1,0.0,6.2,56.4
福島政則,豊田合成トレフェルサ,5,12,42,19,1,45.2,42.9,9,3,0,1,23,2,9,3,0,0,0,22,33.3,1.6,0.1,2.2,
福澤達哉,パナソニックパンサーズ,15,100,711,357,68,50.2,40.6,179,96,24,31,408,35,91,124,716,442,0,423,53.6,3.6,0.3,10.6,61.7
福田裕三,FC東京,22,41,74,35,8,47.3,36.5,11,2,3,0,65,4,17,19,22,13,0,39,18.2,0.9,0.0,6.9,59.1
福田誉,FC東京,3,77,0,0,0,,,0,0,0,0,0,0,0,0,518,310,0,0,,0.0,0.0,,59.8
筧本翔昂,JTサンダーズ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
篠田歩,東レアローズ,17,111,264,155,20,58.7,51.1,2,0,1,55,482,14,35,129,26,16,0,224,0.0,1.4,0.5,7.8,61.5
米山裕太,東レアローズ,5,107,596,259,26,43.5,39.1,54,20,4,35,376,10,29,92,674,505,0,304,37.0,2.4,0.3,6.8,74.9
米山達也,サントリーサンバーズ,20,96,424,196,40,46.2,36.8,49,18,8,23,325,19,43,135,544,386,0,238,36.7,2.0,0.2,12.9,71.0
興梠龍司,大分三好ヴァイセアドラー,12,104,0,0,0,,,0,0,0,0,0,0,0,0,513,321,0,0,,0.0,0.0,,62.6
舩越満,大分三好ヴァイセアドラー,11,54,108,39,11,36.1,25.9,4,1,0,5,107,6,14,18,257,164,0,50,25.0,0.7,0.1,6.5,63.8
荻野正二,サントリーサンバーズ,10,19,36,12,1,33.3,30.6,2,0,0,1,20,2,1,4,58,40,0,15,0.0,0.6,0.1,13.8,69.0
菅直哉,JTサンダーズ,15,72,18,9,3,50.0,33.3,0,0,0,38,238,2,2,38,5,0,0,49,,0.1,0.5,4.6,0.0
西尾太作,堺ブレイザーズ,16,83,509,236,44,46.4,37.7,195,92,19,17,224,9,32,55,52,28,0,262,47.2,2.8,0.2,6.6,53.8
角田辰徳,東レアローズ,16,47,197,84,14,42.6,35.5,26,12,2,9,107,0,9,22,118,61,0,93,46.2,1.8,0.2,3.0,51.7
谷村孝,パナソニックパンサーズ,18,64,112,51,5,45.5,41.1,9,5,2,6,114,3,13,16,253,167,0,60,55.6,0.8,0.1,3.3,66.0
越谷章,東レアローズ,10,77,202,108,14,53.5,46.5,19,12,2,8,168,6,26,46,247,191,0,122,63.2,1.4,0.1,6.5,77.3
辻裕作,FC東京,2,27,0,0,0,,,0,0,0,0,0,0,0,0,174,114,0,0,,0.0,0.0,,65.5
近藤茂,東レアローズ,4,47,12,8,0,66.7,66.7,0,0,0,18,127,4,9,41,2,0,0,30,,0.2,0.4,9.4,0.0
近裕崇,豊田合成トレフェルサ,6,21,10,4,2,40.0,20.0,1,1,0,1,15,0,0,5,0,0,0,5,100.0,0.2,0.0,8.3,
酒井大祐,JTサンダーズ,3,103,0,0,0,,,0,0,0,0,0,0,0,0,568,414,0,0,,0.0,0.0,,72.9
重村健太,豊田合成トレフェルサ,3,51,12,6,2,50.0,33.3,1,0,0,10,126,0,3,34,0,0,0,16,0.0,0.1,0.2,6.2,
野中信也,FC東京,16,28,23,16,0,69.6,69.6,1,1,0,0,34,0,1,7,51,33,0,16,100.0,0.6,0.0,4.4,64.7
金井修也,堺ブレイザーズ,8,30,16,5,0,31.2,31.2,1,0,0,1,107,2,3,17,1,0,0,8,0.0,0.2,0.0,5.1,0.0
金子隆行,サントリーサンバーズ,8,48,203,86,8,42.4,38.4,6,2,1,16,135,4,22,33,308,239,0,106,33.3,1.8,0.3,5.0,77.6
鈴木寛史,サントリーサンバーズ,2,75,123,73,5,59.3,55.3,0,0,0,22,125,4,41,32,6,6,0,99,,1.0,0.3,1.4,100.0
鈴木悠二,東レアローズ,18,46,16,6,6,37.5,0.0,3,1,2,1,54,5,11,16,3,2,0,12,33.3,0.1,0.0,11.6,66.7
鎌田智勝,FC東京,19,86,644,260,63,40.4,30.6,165,75,20,13,270,3,52,76,78,35,0,276,45.5,3.0,0.2,3.3,44.9
長江晃生,大分三好ヴァイセアドラー,17,89,507,247,42,48.7,40.4,55,25,10,18,336,23,68,100,360,237,0,288,45.5,2.8,0.2,9.2,65.8
阿部篤史,FC東京,12,63,144,61,8,42.4,36.8,50,19,3,4,60,3,17,6,2,0,0,68,38.0,1.0,0.1,0.4,0.0
阿部裕太,東レアローズ,9,85,57,33,5,57.9,49.1,1,1,0,32,260,7,27,77,2,0,0,72,100.0,0.4,0.4,7.5,0.0
高松卓矢,豊田合成トレフェルサ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
高橋和人,豊田合成トレフェルサ,15,110,666,322,48,48.3,41.1,148,71,15,32,424,30,94,146,975,643,0,384,48.0,2.9,0.3,10.1,65.9
高橋幸造,豊田合成トレフェルサ,21,88,33,14,3,42.4,33.3,1,1,0,9,265,5,26,80,4,0,0,28,100.0,0.2,0.1,7.0,0.0
