名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
アンジェルコチュク,豊田合成トレフェルサ,10,109,1126,508,88,45.1,37.3,518,230,48,44,386,11,62,113,0,0,0,563,44.4,4.7,0.4,6.2,
エンダキエムブレイ,堺ブレイザーズ,7,64,527,262,56,49.7,39.1,200,102,26,27,183,9,45,55,2,0,0,298,51.0,4.1,0.4,6.3,0.0
オンテレジェームス,大分三好ヴァイセアドラー,10,103,1167,503,132,43.1,31.8,469,200,66,46,341,23,119,97,3,1,0,572,42.6,4.9,0.4,5.1,33.3
ゴメスエルナルド,JTサンダーズ,11,73,944,465,72,49.3,41.6,416,209,34,42,311,23,64,119,0,0,0,530,50.2,6.4,0.6,11.8,
タヴァレスジョンパウロ,パナソニックパンサーズ,11,83,553,245,40,44.3,37.1,93,51,8,26,305,15,40,113,330,184,0,286,54.8,3.0,0.3,10.9,55.8
テオロペス,サントリーサンバーズ,13,111,1136,540,99,47.5,38.8,461,217,50,46,450,24,95,133,1,0,0,610,47.1,4.9,0.4,7.4,0.0
ブリンクマンスティーブ,FC東京,21,103,438,236,23,53.9,48.6,4,0,1,64,310,13,69,68,7,5,0,313,0.0,2.3,0.6,4.1,71.4
ボヨビッチデヤン,東レアローズ,12,108,1033,528,76,51.1,43.8,380,197,38,50,428,33,109,110,4,1,0,611,51.8,4.9,0.5,7.8,25.0
三上圭治郎,FC東京,27,86,444,177,48,39.9,29.1,58,23,7,9,269,14,68,70,591,410,0,200,39.7,2.1,0.1,5.4,69.4
上田剛史,サントリーサンバーズ,5,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
中山大祐,JTサンダーズ,8,76,0,0,0,,,0,0,0,0,114,5,25,26,0,0,0,5,,0.0,0.0,4.6,
中島悠樹,大分三好ヴァイセアドラー,13,96,241,116,15,48.1,41.9,1,1,0,57,250,4,21,40,31,26,0,177,100.0,1.2,0.6,3.5,83.9
中村紘二,大分三好ヴァイセアドラー,8,48,130,46,8,35.4,29.2,3,0,0,5,98,3,11,18,300,188,0,54,0.0,1.0,0.1,4.8,62.7
中谷宏大,FC東京,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
丸山祥二,豊田合成トレフェルサ,18,67,68,33,6,48.5,39.7,0,0,0,20,160,11,25,44,8,5,0,64,,0.5,0.3,9.8,62.5
丹山禎昭,JTサンダーズ,5,16,2,0,0,0.0,0.0,0,0,0,0,24,0,7,5,1,0,0,0,,0.0,0.0,-2.1,0.0
二木健太,サントリーサンバーズ,14,10,4,4,0,100.0,100.0,0,0,0,0,3,0,0,1,0,0,0,4,,0.4,0.0,8.3,
五十嵐元,大分三好ヴァイセアドラー,9,38,137,67,5,48.9,45.3,1,0,0,10,99,3,18,18,299,195,0,80,0.0,1.8,0.3,3.0,65.2
井上俊輔,JTサンダーズ,19,51,26,12,0,46.2,46.2,0,0,0,15,132,3,22,34,0,0,0,30,,0.2,0.3,4.5,
井上崇昭,豊田合成トレフェルサ,8,68,350,170,31,48.6,39.7,90,46,11,25,206,5,32,61,185,79,0,200,51.1,2.5,0.4,5.9,42.7
井上裕介,堺ブレイザーズ,2,109,0,0,0,,,0,0,0,0,0,0,0,0,460,343,0,0,,0.0,0.0,,74.6
今村駿,堺ブレイザーズ,19,78,14,7,0,50.0,50.0,0,0,0,25,259,6,17,82,6,1,0,38,,0.1,0.3,8.6,16.7
今田祐介,東レアローズ,14,72,342,159,28,46.5,38.3,58,31,9,19,226,7,39,54,294,164,0,185,53.4,2.2,0.3,4.8,55.8
伊東克明,FC東京,9,72,221,80,11,36.2,31.2,8,2,2,11,182,4,21,48,342,205,0,95,25.0,1.1,0.2,5.9,59.9
