試合日,月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2009-12-05,12,堺ブレイザーズ,1,,松本慶彦,4,■,■,■,■,nan,10,2,1,0.2,0.1,0.50,0,0,0,-,2,0.50,8,0,0,0,0.0,0,0,0,-
2009-12-05,12,堺ブレイザーズ,2,L,井上裕介,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,31,19,0,61.3
2009-12-05,12,堺ブレイザーズ,3,,石島雄介,4,■,■,■,■,nan,23,9,3,0.391304347826087,0.2608695652173913,2.25,3,0,1,0.0,1,0.25,11,0,6,1,2.3,18,11,0,61.1
2009-12-05,12,堺ブレイザーズ,4,,北島武,4,■,■,■,■,nan,23,9,2,0.391304347826087,0.30434782608695654,2.25,1,0,0,0.0,1,0.25,15,1,4,1,7.0,26,11,0,42.3
2009-12-05,12,堺ブレイザーズ,7,,エンダキエムブレイ,4,■,■,■,■,nan,43,17,8,0.3953488372093023,0.20930232558139536,4.25,19,7,3,36.8,1,0.25,15,1,5,5,15.0,1,0,0,0.0
2009-12-05,12,堺ブレイザーズ,8,,金井修也,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-12-05,12,堺ブレイザーズ,10,,木内学,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,7,1,0,4,25.7,0,0,0,-
2009-12-05,12,堺ブレイザーズ,11,,増野彰,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2009-12-05,12,堺ブレイザーズ,15,,伊藤信博,3,nan,□,■,■,nan,3,0,0,0.0,0.0,-,1,0,0,0.0,1,0.33,5,1,1,0,16.0,0,0,0,-
2009-12-05,12,堺ブレイザーズ,16,,西尾太作,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2009-12-05,12,堺ブレイザーズ,17,,島田桃大,4,■,■,■,■,nan,1,1,0,1.0,1.0,0.25,0,0,0,-,0,-,14,0,0,3,5.4,0,0,0,-
2009-12-05,12,堺ブレイザーズ,18,,大道大輔,2,■,■,nan,nan,nan,3,2,0,0.6666666666666666,0.6666666666666666,1.00,0,0,0,-,2,1.00,4,0,0,2,12.5,1,0,0,0.0
2009-12-05,12,サントリーサンバーズ,1,,山村宏太,4,■,■,■,■,nan,13,8,0,0.6153846153846154,0.6153846153846154,2.00,0,0,0,-,4,1.00,14,0,0,4,7.1,2,2,0,100.0
2009-12-05,12,サントリーサンバーズ,2,,鈴木寛史,4,■,■,■,■,nan,7,2,0,0.2857142857142857,0.2857142857142857,0.50,0,0,0,-,1,0.25,14,2,3,3,18.2,0,0,0,-
