名前,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
佐々木夏希,PFUブルーキャッツ,6,4,2,8,1,0,12.5,12.5,0,0,0,0,2,0,0,1,1,0,0,,0.5,0.0,12.5,0.0
佐々木瞳,Befcoビービースターズ,5,32,33,348,83,32,23.9,14.7,0,0,0,4,102,7,19,32,191,120,0,,2.52,0.12,10.0,62.8
佐藤みなみ,Befcoビービースターズ,8,32,33,0,0,0,,,0,0,0,0,0,0,0,0,190,110,0,,0.0,0.0,,57.9
佐藤奈美,PFUブルーキャッツ,11,35,33,169,61,17,36.1,26.0,0,0,0,22,87,4,2,41,1,0,0,,1.85,0.67,15.8,0.0
佐藤理栄子,柏エンゼルクロス,12,56,23,211,68,18,32.2,23.7,0,0,0,3,95,4,4,40,81,41,0,,2.96,0.13,13.7,50.6
佐藤由香,柏エンゼルクロス,18,56,40,266,90,18,33.8,27.1,6,0,1,25,80,3,7,31,65,31,0,0.0,2.25,0.62,11.2,47.7
佐藤瞳,日立リヴァーレ,21,44,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
内田役子,健祥会レッドハーツ,16,35,24,2,1,0,50.0,50.0,0,0,0,1,39,1,1,8,3,0,0,,0.04,0.04,7.1,0.0
内藤絵莉香,四国Eighty8Queen,4,32,36,9,0,0,0.0,0.0,2,0,0,1,125,12,6,44,4,0,0,0.0,0.0,0.03,17.2,0.0
加藤星奈,PFUブルーキャッツ,17,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
北上夏希,三洋電機レッドソア,10,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
南早希,埼玉上尾メディックス,3,45,28,3,1,0,33.3,33.3,0,0,0,1,9,0,1,3,0,0,0,,0.04,0.04,5.6,
原田砂代子,埼玉上尾メディックス,18,34,27,196,73,16,37.2,29.1,0,0,0,4,95,4,17,48,0,0,0,,2.7,0.15,12.4,
古賀香澄,埼玉上尾メディックス,22,8,9,3,2,0,66.7,66.7,0,0,0,1,0,0,0,0,1,0,0,,0.22,0.11,,0.0
吉安遥,大野石油広島オイラーズ,15,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
吉川ひかる,KUROBEアクアフェアリーズ,13,45,4,13,2,1,15.4,7.7,0,0,0,0,2,0,1,0,2,1,0,,0.5,0.0,-12.5,50.0
吉田あい,日立リヴァーレ,3,44,18,0,0,0,,,0,0,0,0,0,0,0,0,50,33,0,,0.0,0.0,,66.0
吉田彩乃,KUROBEアクアフェアリーズ,4,45,3,0,0,0,,,0,0,0,0,2,0,0,0,2,1,0,,0.0,0.0,0.0,50.0
和多桃子,フォレストリーヴズ熊本,13,55,40,20,12,1,60.0,55.0,0,0,0,2,117,3,4,33,2,0,0,,0.3,0.05,8.8,0.0
和田絵美子,埼玉上尾メディックス,12,23,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
土田望未,埼玉上尾メディックス,13,45,38,11,5,0,45.5,45.5,0,0,0,3,142,10,7,66,0,0,0,,0.13,0.08,17.4,
坂本久美子,フォレストリーヴズ熊本,2,55,40,150,42,6,28.0,24.0,0,0,0,21,128,6,8,47,1,0,0,,1.05,0.52,12.3,0.0
城奈津希,フォレストリーヴズ熊本,12,55,10,0,0,0,,,0,0,0,0,0,0,0,0,11,5,0,,0.0,0.0,,45.5
城美鈴,日立リヴァーレ,15,44,34,299,120,11,40.1,36.5,8,1,1,7,124,14,10,45,258,143,0,12.5,3.53,0.21,18.3,55.4
塚原佳代子,PFUブルーキャッツ,5,23,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
大久保梨紗,PFUブルーキャッツ,3,35,35,215,87,10,40.5,35.8,6,3,0,10,123,7,0,43,118,60,0,50.0,2.49,0.29,14.4,50.8
大槻めぐみ,四国Eighty8Queen,3,32,24,0,0,0,,,0,0,0,0,12,0,2,4,156,70,0,,0.0,0.0,4.2,44.9
大田原真美,GSS東京サンビームズ,9,44,19,0,0,0,,,0,0,0,0,26,0,2,9,15,6,0,,0.0,0.0,6.7,40.0
大田美恵子,GSS東京サンビームズ,17,29,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
大須賀咲香,四国Eighty8Queen,13,32,30,298,93,25,31.2,22.8,24,8,6,12,89,10,9,36,35,16,0,33.3,3.1,0.4,18.8,45.7
天野ゆかり,三洋電機レッドソア,4,57,4,8,2,1,25.0,12.5,0,0,0,0,3,0,1,1,5,2,0,,0.5,0.0,0.0,40.0
安武三咲樹,GSS東京サンビームズ,13,32,17,11,4,0,36.4,36.4,0,0,0,0,24,0,2,3,0,0,0,,0.24,0.0,1.0,
宮川紗麻亜,GSS東京サンビームズ,2,44,35,445,131,25,29.4,23.8,17,1,4,11,99,4,8,32,125,70,0,5.9,3.74,0.31,10.1,56.0
家志奈々江,柏エンゼルクロス,17,56,28,116,33,10,28.4,19.8,0,0,0,16,83,4,1,31,3,0,0,,1.18,0.57,13.9,0.0
寺沢美香,三洋電機レッドソア,9,57,27,51,25,1,49.0,47.1,0,0,0,23,59,2,12,25,3,1,0,,0.93,0.85,8.9,33.3
小原真美,大野石油広島オイラーズ,7,32,28,138,54,7,39.1,34.1,0,0,0,14,97,3,2,33,0,0,0,,1.93,0.5,11.1,
小受加代子,大野石油広島オイラーズ,2,30,2,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
小島愛実,KUROBEアクアフェアリーズ,14,45,38,0,0,0,,,0,0,0,0,0,0,0,0,148,91,0,,0.0,0.0,,61.5
山下みなみ,GSS東京サンビームズ,12,44,35,138,40,11,29.0,21.0,0,0,0,14,85,2,6,31,5,2,0,,1.14,0.4,9.7,40.0
山下麻衣,フォレストリーヴズ熊本,5,55,9,0,0,0,,,0,0,0,0,21,0,1,8,0,0,0,,0.0,0.0,8.3,
山口尚美,埼玉上尾メディックス,1,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山口弥緒,GSS東京サンビームズ,10,16,1,4,1,0,25.0,25.0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0,,100.0
山口有香,フォレストリーヴズ熊本,10,55,6,0,0,0,,,0,0,0,0,10,1,1,4,0,0,0,,0.0,0.0,17.5,
山城未沙,柏エンゼルクロス,10,56,42,376,118,26,31.4,24.5,13,2,2,20,92,3,4,28,192,100,0,15.4,2.81,0.48,9.8,52.1
山崎望,Befcoビービースターズ,10,32,33,293,105,20,35.8,29.0,14,4,1,10,93,10,16,34,234,124,0,28.6,3.18,0.3,15.6,53.0
山本友里恵,日立リヴァーレ,10,44,26,71,42,4,59.2,53.5,0,0,0,15,58,0,3,14,0,0,0,,1.62,0.58,4.7,
山本摩理,Befcoビービースターズ,9,32,14,25,4,4,16.0,0.0,0,0,0,3,14,0,2,4,8,6,0,,0.29,0.21,3.6,75.0
山田友香,三洋電機レッドソア,5,57,4,8,4,0,50.0,50.0,0,0,0,0,1,0,0,0,2,1,0,,1.0,0.0,0.0,50.0
岡村貴衣,柏エンゼルクロス,3,56,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩本理恵,健祥会レッドハーツ,4,35,9,14,3,1,21.4,14.3,0,0,0,0,18,4,1,6,24,13,0,,0.33,0.0,29.2,54.2
川上真央,PFUブルーキャッツ,15,35,37,304,105,20,34.5,28.0,5,0,1,17,139,12,2,43,77,30,0,0.0,2.84,0.46,16.0,39.0
川原愛璃,日立リヴァーレ,11,10,2,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,,0.0,0.0,6.2,
川村彩菜,埼玉上尾メディックス,8,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
平井桃子,埼玉上尾メディックス,14,35,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
平安座あきな,埼玉上尾メディックス,10,45,2,0,0,0,,,0,0,0,0,2,0,0,1,3,2,0,,0.0,0.0,12.5,66.7
平山麻里,四国Eighty8Queen,9,32,22,4,1,0,25.0,25.0,0,0,0,2,4,1,0,3,1,0,0,,0.05,0.09,43.8,0.0
平川実愛,大野石油広島オイラーズ,13,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
庄司夕起,埼玉上尾メディックス,4,45,38,221,104,13,47.1,41.2,7,4,2,47,137,7,10,44,9,4,0,57.1,2.74,1.24,11.3,44.4
張紫音,日立リヴァーレ,18,44,37,204,108,11,52.9,47.5,1,0,0,20,127,7,14,52,2,2,0,0.0,2.92,0.54,13.0,100.0
彦坂香奈,四国Eighty8Queen,5,32,17,1,0,0,0.0,0.0,1,0,0,0,21,0,5,3,4,2,0,0.0,0.0,0.0,-2.4,50.0
徳川恵理,三洋電機レッドソア,7,57,35,172,85,11,49.4,43.0,1,0,0,24,105,1,2,38,4,2,0,0.0,2.43,0.69,9.5,50.0
戸崎琴美,日立リヴァーレ,22,44,29,67,25,2,37.3,34.3,0,0,0,17,107,9,7,46,0,0,0,,0.86,0.59,17.5,
播磨春香,KUROBEアクアフェアリーズ,8,45,22,0,0,0,,,0,0,0,0,37,3,8,11,2,1,0,,0.0,0.0,10.1,50.0
新城友美,三洋電機レッドソア,17,57,9,16,6,2,37.5,25.0,0,0,0,1,24,2,3,10,0,0,0,,0.67,0.11,15.6,
星亜矢子,三洋電機レッドソア,12,57,9,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
星美由紀,三洋電機レッドソア,11,11,24,118,49,6,41.5,36.4,4,1,0,8,79,4,8,22,88,43,0,25.0,2.04,0.33,9.5,48.9
星野由佳里,GSS東京サンビームズ,11,42,19,59,19,14,32.2,8.5,5,0,3,2,32,0,2,10,58,31,0,0.0,1.0,0.11,6.2,53.4
春川裕美,大野石油広島オイラーズ,8,32,31,159,62,10,39.0,32.7,0,0,0,19,122,7,2,46,117,59,0,,2.0,0.61,14.8,50.4
時長真菜,PFUブルーキャッツ,4,35,7,0,0,0,,,0,0,0,0,6,0,0,1,0,0,0,,0.0,0.0,4.2,
服部安佑香,埼玉上尾メディックス,5,41,32,204,78,11,38.2,32.8,1,0,0,14,127,6,11,39,172,98,0,0.0,2.44,0.44,10.2,57.0
服部晃佳,健祥会レッドハーツ,8,35,36,315,98,32,31.1,21.0,0,0,0,9,89,4,13,16,163,76,0,,2.72,0.25,5.3,46.6
木村亜沙美,フォレストリーヴズ熊本,4,55,40,435,188,21,43.2,38.4,1,0,0,23,99,9,8,31,0,0,0,0.0,4.7,0.57,14.9,
木村有希,三洋電機レッドソア,1,57,36,324,110,14,34.0,29.6,0,0,0,11,161,12,6,49,222,108,0,,3.06,0.31,14.1,48.6
木村沙織,四国Eighty8Queen,15,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村雅世,四国Eighty8Queen,6,32,17,28,6,1,21.4,17.9,0,0,0,11,33,1,3,13,1,0,0,,0.35,0.65,10.6,0.0
村上菜央,KUROBEアクアフェアリーズ,11,45,38,232,79,16,34.1,27.2,0,0,0,27,96,3,11,38,17,10,0,,2.08,0.71,10.2,58.8
村木満由子,GSS東京サンビームズ,7,44,35,0,0,0,,,0,0,0,0,0,0,0,0,312,188,0,,0.0,0.0,,60.3
東山由香,PFUブルーキャッツ,7,35,39,20,5,0,25.0,25.0,0,0,0,10,138,6,5,61,4,0,0,,0.13,0.26,14.5,0.0
松下琴美,PFUブルーキャッツ,9,35,34,183,80,12,43.7,37.2,5,0,0,26,100,4,4,37,0,0,0,0.0,2.35,0.76,12.2,
松井友美,大野石油広島オイラーズ,6,18,3,0,0,0,,,0,0,0,0,3,0,2,0,1,0,0,,0.0,0.0,-16.7,0.0
松崎渉,Befcoビービースターズ,11,10,3,0,0,0,,,0,0,0,0,4,0,2,1,0,0,0,,0.0,0.0,-6.2,
松本茜,大野石油広島オイラーズ,14,32,31,330,112,8,33.9,31.5,0,0,0,7,71,7,3,18,80,34,0,,3.61,0.23,15.1,42.5
松永真果,PFUブルーキャッツ,2,35,1,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
松浦麻琴,日立リヴァーレ,5,44,37,15,4,1,26.7,20.0,2,0,1,12,118,3,3,49,2,0,0,0.0,0.11,0.32,12.3,0.0
松田亜也,フォレストリーヴズ熊本,9,55,40,296,111,22,37.5,30.1,5,1,0,4,161,7,12,59,211,96,0,20.0,2.78,0.1,11.6,45.5
松田直子,健祥会レッドハーツ,11,35,39,0,0,0,,,0,0,0,0,0,0,0,0,214,133,0,,0.0,0.0,,62.1
松野由香,三洋電機レッドソア,16,57,36,23,12,0,52.2,52.2,1,0,0,9,138,4,8,51,1,0,0,0.0,0.33,0.25,10.7,0.0
林蓉子,三洋電機レッドソア,14,10,7,0,0,0,,,0,0,0,0,0,0,0,0,18,15,0,,0.0,0.0,,83.3
栗田琴恵,Befcoビービースターズ,7,32,31,22,9,2,40.9,31.8,0,0,0,9,102,11,5,43,0,0,0,,0.29,0.29,20.1,
桐井海千子,GSS東京サンビームズ,4,44,33,18,5,0,27.8,27.8,0,0,0,0,116,5,5,41,0,0,0,,0.15,0.0,12.1,
桑実磨里,大野石油広島オイラーズ,1,32,31,36,15,3,41.7,33.3,0,0,0,7,102,3,0,38,1,0,0,,0.48,0.23,12.3,0.0
梅野早也佳,フォレストリーヴズ熊本,7,55,40,289,91,18,31.5,25.3,2,0,1,3,152,3,11,66,12,4,0,0.0,2.28,0.08,11.0,33.3
森田亜衣,大野石油広島オイラーズ,9,32,31,237,74,15,31.2,24.9,2,0,0,12,120,7,7,46,194,103,0,0.0,2.39,0.39,14.0,53.1
横江千秋,三洋電機レッドソア,15,57,36,0,0,0,,,0,0,0,0,0,0,0,0,242,162,0,,0.0,0.0,,66.9
樽谷真由美,Befcoビービースターズ,3,32,33,187,66,17,35.3,26.2,1,0,0,15,127,12,6,46,16,4,0,0.0,2.0,0.45,17.3,25.0
橋爪夢乃,柏エンゼルクロス,8,56,5,0,0,0,,,0,0,0,0,12,0,0,2,4,0,0,,0.0,0.0,4.2,0.0
水口友見,柏エンゼルクロス,1,50,29,12,8,0,66.7,66.7,0,0,0,3,103,6,3,44,0,0,0,,0.28,0.1,15.8,
永溝友美子,フォレストリーヴズ熊本,11,55,2,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,,0.0,0.0,16.7,
江森圭美,柏エンゼルクロス,7,10,27,248,97,16,39.1,32.7,3,0,0,5,100,7,11,31,124,80,0,0.0,3.59,0.19,12.0,64.5
江畑幸子,日立リヴァーレ,20,44,36,304,117,20,38.5,31.9,43,7,8,14,170,12,11,69,1,0,0,16.3,3.25,0.39,15.6,0.0
浦辺真希,四国Eighty8Queen,2,32,34,229,73,22,31.9,22.3,11,0,0,9,109,13,9,47,241,133,0,0.0,2.15,0.26,20.6,55.2
海老原めぐみ,大野石油広島オイラーズ,4,32,31,241,75,7,31.1,28.2,0,0,0,10,115,10,8,50,10,1,0,,2.42,0.32,17.8,10.0
清水亜寿里,PFUブルーキャッツ,14,35,15,43,11,6,25.6,11.6,0,0,0,0,33,1,2,10,36,16,0,,0.73,0.0,9.1,44.4
清水智子,GSS東京サンビームズ,6,40,28,256,66,21,25.8,17.6,1,0,0,4,60,1,4,23,141,71,0,0.0,2.36,0.14,9.6,50.4
渡辺佑梨子,Befcoビービースターズ,6,32,32,166,47,17,28.3,18.1,0,0,0,8,70,3,4,15,29,12,0,,1.47,0.25,8.2,41.4
滝沢ななえ,埼玉上尾メディックス,7,45,38,0,0,0,,,0,0,0,0,0,0,0,0,166,108,0,,0.0,0.0,,65.1
澤畠文子,埼玉上尾メディックス,9,45,38,320,105,10,32.8,29.7,9,2,0,40,106,3,6,34,198,122,0,22.2,2.76,1.05,9.4,61.6
瀧本鈴絵,大野石油広島オイラーズ,5,32,22,45,23,2,51.1,46.7,0,0,0,6,30,2,1,13,0,0,0,,1.05,0.27,16.7,
熊谷更紗,KUROBEアクアフェアリーズ,12,45,20,0,0,0,,,0,0,0,0,26,1,0,6,10,4,0,,0.0,0.0,9.6,40.0
王亜辰,四国Eighty8Queen,14,32,35,124,56,10,45.2,37.1,0,0,0,19,84,3,10,18,1,0,0,,1.6,0.54,6.0,0.0
田中三奈未,KUROBEアクアフェアリーズ,2,45,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中弓貴,KUROBEアクアフェアリーズ,7,45,35,179,59,8,33.0,28.5,0,0,0,4,143,11,17,59,170,117,0,,1.69,0.11,15.0,68.8
田中芽衣,柏エンゼルクロス,13,56,35,5,2,0,40.0,40.0,0,0,0,0,96,4,6,37,0,0,0,,0.06,0.0,12.2,
田巻由貴子,健祥会レッドハーツ,7,35,39,156,58,3,37.2,35.3,0,0,0,23,133,8,15,49,3,2,0,,1.49,0.59,12.4,66.7
田辺由美,埼玉上尾メディックス,17,45,12,9,2,0,22.2,22.2,0,0,0,0,20,0,1,7,21,11,0,,0.17,0.0,7.5,52.4
田部井千夏,柏エンゼルクロス,2,56,42,0,0,0,,,0,0,0,0,0,0,0,0,333,204,0,,0.0,0.0,,61.3
田野倉穂美,Befcoビービースターズ,14,10,12,2,1,0,50.0,50.0,1,0,0,0,17,1,1,5,0,0,0,0.0,0.08,0.0,11.8,
白田博子,埼玉上尾メディックス,2,45,33,99,48,6,48.5,42.4,1,1,0,5,87,8,6,36,106,66,0,100.0,1.45,0.15,17.8,62.3
皆本明日香,埼玉上尾メディックス,16,8,6,22,4,2,18.2,9.1,0,0,0,2,6,0,0,3,14,9,0,,0.67,0.33,12.5,64.3
眞鍋春佳,Befcoビービースターズ,13,10,10,0,0,0,,,0,0,0,0,21,2,2,7,10,2,0,,0.0,0.0,15.5,20.0
石橋ちとせ,柏エンゼルクロス,4,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石田小枝,日立リヴァーレ,6,42,3,14,4,0,28.6,28.6,0,0,0,0,6,0,1,1,0,0,0,,1.33,0.0,0.0,
石田早織,四国Eighty8Queen,11,28,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
砂田遥,PFUブルーキャッツ,12,35,11,29,5,0,17.2,17.2,1,0,0,1,12,0,2,2,18,10,0,0.0,0.45,0.09,0.0,55.6
福原智美,健祥会レッドハーツ,14,35,12,37,7,3,18.9,10.8,0,0,0,0,26,0,1,10,3,1,0,,0.58,0.0,8.7,33.3
福田みつ子,埼玉上尾メディックス,11,42,14,81,28,4,34.6,29.6,0,0,0,5,64,6,0,19,1,1,0,,2.0,0.36,16.8,100.0
福田優,フォレストリーヴズ熊本,3,55,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
福田有里,大野石油広島オイラーズ,3,4,12,0,0,0,,,0,0,0,0,3,0,2,0,47,28,0,,0.0,0.0,-16.7,59.6
稲増優季恵,柏エンゼルクロス,9,56,26,1,0,0,0.0,0.0,0,0,0,0,41,0,0,22,30,23,0,,0.0,0.0,13.4,76.7
竹村由紀子,GSS東京サンビームズ,1,44,34,182,58,16,31.9,23.1,15,3,3,2,81,5,3,37,106,56,0,20.0,1.71,0.06,16.7,52.8
笠松真梨奈,四国Eighty8Queen,8,32,29,206,80,14,38.8,32.0,0,0,0,3,66,6,7,31,43,19,0,,2.76,0.1,18.2,44.2
細川麻美,埼玉上尾メディックス,15,34,30,183,90,17,49.2,39.9,0,0,0,8,97,14,13,43,5,3,0,,3.0,0.27,22.2,60.0
色摩知巳,KUROBEアクアフェアリーズ,5,45,38,418,164,22,39.2,34.0,0,0,0,11,122,6,5,45,103,63,0,,4.32,0.29,13.1,61.2
芦澤美加,大野石油広島オイラーズ,10,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
荒瀬ひかる,大野石油広島オイラーズ,18,30,17,0,0,0,,,0,0,0,0,24,0,0,7,27,13,0,,0.0,0.0,7.3,48.1
菊地めぐみ,GSS東京サンビームズ,16,44,18,36,4,1,11.1,8.3,0,0,0,3,23,2,0,9,17,13,0,,0.22,0.17,18.5,76.5
萩生田弘美,健祥会レッドハーツ,6,35,37,13,5,0,38.5,38.5,0,0,0,1,132,1,8,44,1,0,0,,0.14,0.03,7.6,0.0
藤崎朱里,日立リヴァーレ,9,44,37,209,113,9,54.1,49.8,1,0,0,14,148,8,7,59,114,62,0,0.0,3.05,0.38,14.2,54.4
谷口由美恵,健祥会レッドハーツ,1,35,39,353,145,28,41.1,33.1,0,0,0,21,161,10,12,59,184,118,0,,3.72,0.54,13.5,64.1
赤西喜代里,Befcoビービースターズ,16,10,11,39,12,3,30.8,23.1,0,0,0,1,18,0,2,9,3,0,0,,1.09,0.09,9.7,0.0
足立史織,PFUブルーキャッツ,8,35,39,0,0,0,,,0,0,0,0,0,0,0,0,255,144,0,,0.0,0.0,,56.5
遠井萌仁,日立リヴァーレ,12,44,21,56,17,3,30.4,25.0,1,0,0,3,20,1,3,9,46,23,0,0.0,0.81,0.14,12.5,50.0
鈴木悠佳子,柏エンゼルクロス,16,9,20,65,23,2,35.4,32.3,0,0,0,2,1,0,0,0,11,7,0,,1.15,0.1,0.0,63.6
鈴木未来,PFUブルーキャッツ,13,35,18,52,10,5,19.2,9.6,0,0,0,0,64,3,1,28,0,0,0,,0.56,0.0,15.2,
長谷川理加,GSS東京サンビームズ,5,25,4,1,0,0,0.0,0.0,1,0,0,0,6,0,0,3,3,0,0,0.0,0.0,0.0,12.5,0.0
長野友紀,健祥会レッドハーツ,12,35,39,298,138,17,46.3,40.6,12,4,3,5,136,9,5,43,183,86,0,33.3,3.54,0.13,13.6,47.0
門間希,Befcoビービースターズ,1,32,30,156,46,20,29.5,16.7,0,0,0,19,76,3,9,26,30,12,0,,1.53,0.63,9.5,40.0
阪根範栄,大野石油広島オイラーズ,11,30,24,0,0,0,,,0,0,0,0,0,0,0,0,124,73,0,,0.0,0.0,,58.9
餅田千佳,PFUブルーキャッツ,1,35,39,305,122,19,40.0,33.8,0,0,0,11,125,7,3,49,220,129,0,,3.13,0.28,14.8,58.6
高崎由佳梨,KUROBEアクアフェアリーズ,10,45,35,272,104,13,38.2,33.5,0,0,0,20,107,9,5,32,19,9,0,,2.97,0.57,14.7,47.4
高橋めぐみ,健祥会レッドハーツ,10,35,31,164,78,5,47.6,44.5,0,0,0,12,88,7,10,30,10,2,0,,2.52,0.39,13.6,20.0
高橋潤子,四国Eighty8Queen,1,26,8,88,26,8,29.5,20.5,6,3,0,3,15,2,5,4,4,2,0,50.0,3.25,0.38,11.7,50.0
高橋美穂,GSS東京サンビームズ,14,44,28,110,37,10,33.6,24.5,0,0,0,14,72,2,8,30,2,2,0,,1.32,0.5,10.4,100.0
黄秀京,GSS東京サンビームズ,8,44,13,35,8,2,22.9,17.1,1,0,0,5,25,2,2,5,1,1,0,0.0,0.62,0.38,11.0,100.0
黒川朝加,三洋電機レッドソア,13,57,11,0,0,0,,,0,0,0,0,3,0,0,1,0,0,0,,0.0,0.0,8.3,
齊木美香,埼玉上尾メディックス,6,43,14,1,0,1,0.0,-100.0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.21,,
