名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
三崎栄子,2009-11,健祥会レッドハーツ,5,11,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
三崎栄子,2009-12,健祥会レッドハーツ,5,12,4,0,0,0,,,0,0,0,0,5,0,1,3,0,0,0,,0.0,0.0,10.0,
三崎栄子,2010-01,健祥会レッドハーツ,5,4,5,0,0,0,,,0,0,0,0,7,0,0,2,0,0,0,,0.0,0.0,7.1,
三崎栄子,2010-02,健祥会レッドハーツ,5,8,2,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,,0.0,0.0,12.5,
上岡奈々瀬,2009-11,フォレストリーヴズ熊本,1,22,3,4,0,1,0.0,-25.0,0,0,0,0,9,1,1,2,0,0,0,,0.0,0.0,13.9,
上岡奈々瀬,2009-12,フォレストリーヴズ熊本,1,24,4,3,0,0,0.0,0.0,0,0,0,0,3,0,1,0,0,0,0,,0.0,0.0,-8.3,
上岡奈々瀬,2010-01,フォレストリーヴズ熊本,1,5,3,0,0,0,,,0,0,0,0,4,0,1,1,0,0,0,,0.0,0.0,0.0,
上岡奈々瀬,2010-02,フォレストリーヴズ熊本,1,4,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
上村麻衣,2009-11,四国Eighty8Queen,10,22,8,25,12,1,48.0,44.0,0,0,0,2,31,1,3,15,0,0,0,,1.5,0.25,12.9,
上村麻衣,2010-01,四国Eighty8Queen,10,6,16,57,24,5,42.1,33.3,0,0,0,6,40,0,6,14,1,1,0,,1.5,0.38,5.0,100.0
上村麻衣,2010-02,四国Eighty8Queen,10,4,5,16,4,1,25.0,18.8,0,0,0,2,17,0,2,6,1,0,0,,0.8,0.4,5.9,0.0
中村かおり,2009-11,日立リヴァーレ,19,22,3,0,0,0,,,0,0,0,0,0,0,0,0,10,5,0,,0.0,0.0,,50.0
中村かおり,2009-12,日立リヴァーレ,19,12,3,0,0,0,,,0,0,0,0,0,0,0,0,15,11,0,,0.0,0.0,,73.3
中村かおり,2010-01,日立リヴァーレ,19,6,17,0,0,0,,,0,0,0,0,0,0,0,0,57,46,0,,0.0,0.0,,80.7
中村かおり,2010-02,日立リヴァーレ,19,4,7,0,0,0,,,0,0,0,0,0,0,0,0,37,25,0,,0.0,0.0,,67.6
中野清香,2009-11,三洋電機レッドソア,8,22,6,67,34,3,50.7,46.3,8,4,2,2,21,1,6,6,0,0,0,50.0,5.67,0.33,4.8,
中野清香,2009-12,三洋電機レッドソア,8,24,6,79,28,3,35.4,31.6,11,4,0,1,30,2,4,12,6,2,0,36.4,4.67,0.17,13.3,33.3
中野清香,2010-01,三洋電機レッドソア,8,3,10,116,47,6,40.5,35.3,10,3,1,3,46,6,6,22,8,7,0,30.0,4.7,0.3,21.7,87.5
中野清香,2010-02,三洋電機レッドソア,8,8,14,143,49,9,34.3,28.0,15,4,0,5,60,3,8,13,25,9,0,26.7,3.5,0.36,7.1,36.0
丸山祐希,2010-01,柏エンゼルクロス,11,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
丸山祐希,2010-02,柏エンゼルクロス,11,6,12,0,0,0,,,0,0,0,0,17,0,0,3,0,0,0,,0.0,0.0,4.4,
