月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,デンソーエアリービーズ,15,,鍋谷友理枝,10,3,3,3,1,0,113,42,5,37.2,32.7,4.2,7,1,0,14.3,6,0.6,41,1,3,18,11.6,53,26,15,63.2
11,デンソーエアリービーズ,15,,鍋谷友理枝,28,8,8,8,3,1,217,72,14,33.2,26.7,2.6,5,2,0,40.0,2,0.1,122,12,10,40,16.0,188,74,71,58.2
12,デンソーエアリービーズ,15,,鍋谷友理枝,13,3,3,3,2,2,97,28,3,28.9,25.8,2.2,3,0,0,0.0,2,0.2,44,3,2,11,11.9,104,45,26,55.8
01,デンソーエアリービーズ,15,,鍋谷友理枝,7,2,2,2,1,0,69,25,2,36.2,33.3,3.6,2,2,0,100.0,0,0.0,25,3,4,4,12.0,51,16,24,54.9
