名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
安福若菜,2021-02,群馬銀行グリーンウイングス,16,3,18,3,4,16.7,-5.6,0,0,0,3,5,0,0,2,0,0,0,,1.0,1.0,10.0,
宮井遥,2020-10,JAぎふリオレーナ,6,2,21,5,3,23.8,9.5,4,2,0,2,4,0,0,2,1,0,0,50.0,2.5,1.0,12.5,0.0
宮井遥,2020-11,JAぎふリオレーナ,6,24,265,73,24,27.5,18.5,63,17,4,1,94,0,2,29,10,1,1,27.0,3.04,0.04,7.2,15.0
宮井遥,2020-12,JAぎふリオレーナ,6,6,58,15,4,25.9,19.0,11,2,1,1,20,0,0,9,0,0,0,18.2,2.5,0.17,11.2,
宮井遥,2021-01,JAぎふリオレーナ,6,5,53,15,0,28.3,28.3,13,2,0,1,13,0,1,4,0,0,0,15.4,3.0,0.2,5.8,
宮崎陽衣,2020-10,ブレス浜松,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮崎陽衣,2020-11,ブレス浜松,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮本菜月,2020-10,プレステージ・インターナショナルアランマーレ,16,2,8,1,2,12.5,-12.5,1,0,0,0,2,0,0,0,0,0,0,0.0,0.5,0.0,0.0,
宮本菜月,2020-11,プレステージ・インターナショナルアランマーレ,16,18,87,24,4,27.6,23.0,18,2,3,5,25,0,4,6,1,1,0,11.1,1.33,0.28,2.0,100.0
宮本菜月,2021-01,プレステージ・インターナショナルアランマーレ,16,3,16,3,1,18.8,12.5,1,0,0,0,1,0,0,0,0,0,0,0.0,1.0,0.0,0.0,
宮本菜月,2021-02,プレステージ・インターナショナルアランマーレ,16,3,11,4,1,36.4,27.3,0,0,0,0,0,0,0,0,0,0,0,,1.33,0.0,,
宮澤千陽,2020-10,大野石油広島オイラーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮澤千陽,2020-11,大野石油広島オイラーズ,3,5,0,0,0,,,0,0,0,0,7,1,1,0,0,0,0,,0.0,0.0,10.7,
宮澤千陽,2020-12,大野石油広島オイラーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮澤千陽,2021-01,大野石油広島オイラーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
宮澤千陽,2021-02,大野石油広島オイラーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
富澤結花,2020-10,ルートインホテルズブリリアントアリーズ,19,3,29,13,1,44.8,41.4,0,0,0,0,14,0,0,3,22,4,7,,4.33,0.0,5.4,34.1
富澤結花,2020-11,ルートインホテルズブリリアントアリーズ,19,23,192,68,7,35.4,31.8,1,1,0,4,75,6,8,28,205,116,40,100.0,2.96,0.17,14.7,66.3
富澤結花,2020-12,ルートインホテルズブリリアントアリーズ,19,7,57,20,4,35.1,28.1,0,0,0,2,25,0,2,7,71,28,19,,2.86,0.29,5.0,52.8
富澤結花,2021-01,ルートインホテルズブリリアントアリーズ,19,9,63,19,6,30.2,20.6,1,0,0,1,31,1,2,6,90,38,23,0.0,2.11,0.11,6.5,55.0
富澤結花,2021-02,ルートインホテルズブリリアントアリーズ,19,3,20,7,1,35.0,30.0,0,0,0,2,8,0,0,2,28,3,12,,2.33,0.67,6.2,32.1
寺坂茜,2020-11,群馬銀行グリーンウイングス,7,10,6,3,1,50.0,33.3,0,0,0,0,0,0,0,0,0,0,0,,0.3,0.0,,
寺坂茜,2020-12,群馬銀行グリーンウイングス,7,4,2,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
寺坂茜,2021-02,群馬銀行グリーンウイングス,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小坂亜未,2020-10,ルートインホテルズブリリアントアリーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小坂亜未,2020-11,ルートインホテルズブリリアントアリーズ,2,11,12,2,2,16.7,0.0,0,0,0,1,11,0,0,4,18,8,2,,0.18,0.09,9.1,50.0
小坂亜未,2020-12,ルートインホテルズブリリアントアリーズ,2,3,0,0,0,,,0,0,0,0,3,0,0,0,6,3,0,,0.0,0.0,0.0,50.0
小坂亜未,2021-01,ルートインホテルズブリリアントアリーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小坂亜未,2021-02,ルートインホテルズブリリアントアリーズ,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小川祐奈,2020-10,ブレス浜松,25,3,23,9,4,39.1,21.7,3,1,0,0,12,0,1,5,21,9,9,33.3,3.0,0.0,8.3,64.3
小川祐奈,2020-11,ブレス浜松,25,15,10,2,1,20.0,10.0,5,1,0,0,18,0,3,2,19,6,5,20.0,0.13,0.0,-1.4,44.7
小川祐奈,2021-01,ブレス浜松,25,2,1,0,1,0.0,-100.0,1,0,1,0,7,2,1,1,1,0,0,0.0,0.0,0.0,28.6,0.0
小林愛里,2020-11,群馬銀行グリーンウイングス,4,6,0,0,0,,,0,0,0,0,6,0,2,2,0,0,0,,0.0,0.0,0.0,
小林愛里,2020-12,群馬銀行グリーンウイングス,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小林愛里,2021-02,群馬銀行グリーンウイングス,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小泉春葵,2020-10,プレステージ・インターナショナルアランマーレ,20,2,12,4,0,33.3,33.3,1,0,0,0,5,0,0,2,0,0,0,0.0,2.0,0.0,10.0,
小泉春葵,2020-11,プレステージ・インターナショナルアランマーレ,20,27,237,78,10,32.9,28.7,36,13,3,20,70,2,4,17,6,3,2,36.1,2.89,0.74,7.5,66.7
小泉春葵,2020-12,プレステージ・インターナショナルアランマーレ,20,5,44,13,2,29.5,25.0,4,0,1,4,13,0,2,3,2,0,0,0.0,2.6,0.8,1.9,0.0
小泉春葵,2021-01,プレステージ・インターナショナルアランマーレ,20,8,87,32,6,36.8,29.9,13,4,1,3,25,0,2,7,0,0,0,30.8,4.0,0.38,5.0,
小泉春葵,2021-02,プレステージ・インターナショナルアランマーレ,20,3,27,6,2,22.2,14.8,4,0,1,3,10,0,0,5,0,0,0,0.0,2.0,1.0,12.5,
小茂田夏海,2020-10,ルートインホテルズブリリアントアリーズ,17,4,20,8,3,40.0,25.0,0,0,0,2,18,0,1,4,1,0,0,,2.0,0.5,4.2,0.0
小茂田夏海,2020-11,ルートインホテルズブリリアントアリーズ,17,21,104,33,4,31.7,27.9,0,0,0,12,112,4,1,29,9,7,0,,1.57,0.57,9.8,77.8
小茂田夏海,2020-12,ルートインホテルズブリリアントアリーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小茂田夏海,2021-01,ルートインホテルズブリリアントアリーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
小茂田夏海,2021-02,ルートインホテルズブリリアントアリーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
尾花佳甫,2020-10,プレステージ・インターナショナルアランマーレ,2,1,2,1,1,50.0,0.0,0,0,0,0,0,0,0,0,0,0,0,,1.0,0.0,,
尾花佳甫,2020-11,プレステージ・インターナショナルアランマーレ,2,7,12,5,2,41.7,25.0,0,0,0,1,5,0,2,1,3,3,0,,0.71,0.14,-5.0,100.0
尾花佳甫,2020-12,プレステージ・インターナショナルアランマーレ,2,2,12,2,2,16.7,0.0,0,0,0,0,8,0,2,1,0,0,0,,1.0,0.0,-3.1,
山内佑里子,2020-10,大野石油広島オイラーズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山内佑里子,2020-11,大野石油広島オイラーズ,10,11,0,0,0,,,0,0,0,0,18,0,1,2,10,6,1,,0.0,0.0,1.4,65.0
山内佑里子,2020-12,大野石油広島オイラーズ,10,5,0,0,0,,,0,0,0,0,5,0,0,1,3,1,0,,0.0,0.0,5.0,33.3
山内佑里子,2021-01,大野石油広島オイラーズ,10,7,34,9,2,26.5,20.6,2,0,0,1,18,0,0,1,19,10,2,0.0,1.29,0.14,1.4,57.9
山内佑里子,2021-02,大野石油広島オイラーズ,10,2,9,4,0,44.4,44.4,0,0,0,1,5,0,1,0,4,1,1,,2.0,0.5,-5.0,37.5
山口真季,2020-12,ルートインホテルズブリリアントアリーズ,7,6,47,13,3,27.7,21.3,0,0,0,2,15,0,1,2,17,7,3,,2.17,0.33,1.7,50.0
山口真季,2021-01,ルートインホテルズブリリアントアリーズ,7,6,39,13,3,33.3,25.6,3,1,0,1,13,1,0,4,12,3,3,33.3,2.17,0.17,15.4,37.5
山口真季,2021-02,ルートインホテルズブリリアントアリーズ,7,3,25,6,2,24.0,16.0,1,0,1,1,5,0,0,2,6,0,2,0.0,2.0,0.33,10.0,16.7
山本実奈,2021-01,ブレス浜松,9,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山本紗貴,2020-11,GSS東京サンビームズ,27,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本紗貴,2020-12,GSS東京サンビームズ,27,3,17,6,1,35.3,29.4,0,0,0,0,13,0,0,4,0,0,0,,2.0,0.0,7.7,
山本裕香,2020-10,JAぎふリオレーナ,5,5,65,20,5,30.8,23.1,8,2,1,1,14,0,2,8,5,3,1,25.0,4.0,0.2,10.7,70.0
山本裕香,2020-11,JAぎふリオレーナ,5,27,287,102,20,35.5,28.6,28,9,6,9,76,2,6,21,149,73,33,32.1,3.78,0.33,7.6,60.1
山本裕香,2020-12,JAぎふリオレーナ,5,6,51,18,1,35.3,33.3,7,2,0,3,20,1,4,8,17,7,7,28.6,3.0,0.5,10.0,61.8
山本裕香,2021-01,JAぎふリオレーナ,5,5,59,19,6,32.2,22.0,5,3,2,3,13,0,3,2,20,6,8,60.0,3.8,0.6,-1.9,50.0
岡村真衣,2020-10,千葉エンゼルクロス,9,2,0,0,0,,,0,0,0,0,3,0,0,2,0,0,0,,0.0,0.0,16.7,
岡村真衣,2020-11,千葉エンゼルクロス,9,12,0,0,0,,,0,0,0,0,11,0,0,1,0,0,0,,0.0,0.0,2.3,
岡村真衣,2020-12,千葉エンゼルクロス,9,6,8,1,0,12.5,12.5,3,0,0,0,16,1,0,3,0,0,0,0.0,0.17,0.0,10.9,
岡田倫奈,2020-10,JAぎふリオレーナ,13,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡田倫奈,2020-11,JAぎふリオレーナ,13,27,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡田倫奈,2020-12,JAぎふリオレーナ,13,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岡田倫奈,2021-01,JAぎふリオレーナ,13,5,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
岩本周加,2020-10,ルートインホテルズブリリアントアリーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
岩本周加,2020-11,ルートインホテルズブリリアントアリーズ,18,7,30,11,0,36.7,36.7,0,0,0,4,24,0,3,7,2,2,0,,1.57,0.57,4.2,100.0
岩本周加,2020-12,ルートインホテルズブリリアントアリーズ,18,7,34,16,1,47.1,44.1,0,0,0,6,25,1,1,10,0,0,0,,2.29,0.86,13.0,
岩本周加,2021-01,ルートインホテルズブリリアントアリーズ,18,9,36,12,3,33.3,25.0,0,0,0,7,39,1,2,18,4,3,0,,1.33,0.78,12.8,75.0
岩本周加,2021-02,ルートインホテルズブリリアントアリーズ,18,3,10,5,1,50.0,40.0,0,0,0,0,12,1,1,5,0,0,0,,1.67,0.0,16.7,
岩永明奈,2020-10,JAぎふリオレーナ,8,2,1,0,0,0.0,0.0,0,0,0,1,6,0,0,2,0,0,0,,0.0,0.5,8.3,
岩永明奈,2020-11,JAぎふリオレーナ,8,3,0,0,0,,,0,0,0,0,8,1,0,4,0,0,0,,0.0,0.0,25.0,
岩永明奈,2020-12,JAぎふリオレーナ,8,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,,0.0,0.0,25.0,
岩永明奈,2021-01,JAぎふリオレーナ,8,2,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,,0.0,0.0,12.5,
岸村恵実,2020-10,ルートインホテルズブリリアントアリーズ,6,4,21,7,3,33.3,19.0,0,0,0,0,12,0,3,2,0,0,0,,1.75,0.0,-2.1,
岸村恵実,2020-11,ルートインホテルズブリリアントアリーズ,6,28,174,82,7,47.1,43.1,0,0,0,28,103,6,4,26,7,3,1,,2.93,1.0,11.2,50.0
岸村恵実,2020-12,ルートインホテルズブリリアントアリーズ,6,7,46,19,3,41.3,34.8,0,0,0,3,21,2,1,6,1,0,0,,2.71,0.43,15.5,0.0
岸村恵実,2021-01,ルートインホテルズブリリアントアリーズ,6,9,65,25,1,38.5,36.9,0,0,0,2,33,0,2,6,3,1,2,,2.78,0.22,3.0,66.7
岸村恵実,2021-02,ルートインホテルズブリリアントアリーズ,6,3,21,7,1,33.3,28.6,0,0,0,1,11,1,0,5,1,1,0,,2.33,0.33,20.5,100.0
島原玖南,2020-10,ブレス浜松,22,2,1,0,0,0.0,0.0,0,0,0,0,3,0,0,2,0,0,0,,0.0,0.0,16.7,
島原玖南,2020-11,ブレス浜松,22,27,28,12,1,42.9,39.3,0,0,0,9,77,1,13,16,1,0,0,,0.44,0.33,2.3,0.0
島原玖南,2021-01,ブレス浜松,22,11,12,4,1,33.3,25.0,0,0,0,3,44,1,0,11,0,0,0,,0.36,0.27,8.5,
川口美久,2020-10,フォレストリーヴズ熊本,3,3,42,7,1,16.7,14.3,0,0,0,0,11,1,0,0,33,10,10,,2.33,0.0,9.1,45.5
川口美久,2020-11,フォレストリーヴズ熊本,3,27,300,79,16,26.3,21.0,2,0,0,3,85,0,4,16,185,67,31,0.0,2.93,0.11,3.5,44.6
川口美久,2020-12,フォレストリーヴズ熊本,3,6,63,17,3,27.0,22.2,1,0,0,1,15,0,1,1,39,11,7,0.0,2.83,0.17,0.0,37.2
川瀬ちあき,2020-10,大野石油広島オイラーズ,6,4,18,5,0,27.8,27.8,2,0,0,1,10,0,2,0,7,1,3,0.0,1.25,0.25,-5.0,35.7
川瀬ちあき,2020-11,大野石油広島オイラーズ,6,1,3,2,0,66.7,66.7,0,0,0,0,1,0,0,0,1,1,0,,2.0,0.0,0.0,100.0
平原果歩,2020-10,ルートインホテルズブリリアントアリーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
平原果歩,2020-11,ルートインホテルズブリリアントアリーズ,11,9,83,29,6,34.9,27.7,0,0,0,5,34,0,1,7,36,20,6,,3.22,0.56,4.4,63.9
平原果歩,2020-12,ルートインホテルズブリリアントアリーズ,11,6,31,12,1,38.7,35.5,0,0,0,0,14,0,0,5,13,7,2,,2.0,0.0,8.9,61.5
平原果歩,2021-01,ルートインホテルズブリリアントアリーズ,11,8,50,14,5,28.0,18.0,0,0,0,3,18,1,1,8,27,10,8,,1.75,0.38,15.3,51.9
平原果歩,2021-02,ルートインホテルズブリリアントアリーズ,11,3,6,2,0,33.3,33.3,0,0,0,0,8,0,1,2,11,5,4,,0.67,0.0,3.1,63.6
平岩沙紀,2020-10,GSS東京サンビームズ,4,4,0,0,0,,,0,0,0,0,0,0,0,0,14,5,6,,0.0,0.0,,57.1
平岩沙紀,2020-11,GSS東京サンビームズ,4,27,0,0,0,,,0,0,0,0,0,0,0,0,122,63,20,,0.0,0.0,,59.8
平岩沙紀,2020-12,GSS東京サンビームズ,4,6,0,0,0,,,0,0,0,0,0,0,0,0,28,21,3,,0.0,0.0,,80.4
平泉百絵,2020-11,フォレストリーヴズ熊本,14,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
平野七菜,2020-10,ルートインホテルズブリリアントアリーズ,15,3,19,4,2,21.1,10.5,0,0,0,1,4,0,0,1,12,4,5,,1.33,0.33,6.2,54.2
平野七菜,2020-11,ルートインホテルズブリリアントアリーズ,15,17,146,55,10,37.7,30.8,0,0,0,7,47,1,2,11,74,32,8,,3.24,0.41,6.9,48.6
張心穆意,2020-10,GSS東京サンビームズ,21,4,37,20,0,54.1,54.1,0,0,0,3,11,0,0,3,0,0,0,,5.0,0.75,6.8,
張心穆意,2020-11,GSS東京サンビームズ,21,27,236,95,4,40.3,38.6,0,0,0,13,77,1,3,23,0,0,0,,3.52,0.48,7.8,
張心穆意,2020-12,GSS東京サンビームズ,21,6,71,24,1,33.8,32.4,0,0,0,3,15,0,2,7,0,0,0,,4.0,0.5,8.3,
徳石あかり,2020-10,千葉エンゼルクロス,18,4,20,10,0,50.0,50.0,0,0,0,6,11,1,0,2,0,0,0,,2.5,1.5,13.6,
徳石あかり,2020-11,千葉エンゼルクロス,18,29,140,35,6,25.0,20.7,0,0,0,17,91,3,0,25,4,1,1,,1.21,0.59,10.2,37.5
徳石あかり,2020-12,千葉エンゼルクロス,18,7,33,10,0,30.3,30.3,0,0,0,1,20,0,0,2,0,0,0,,1.43,0.14,2.5,
愛宕諒子,2020-10,GSS東京サンビームズ,11,3,15,3,1,20.0,13.3,0,0,0,0,3,0,0,1,0,0,0,,1.0,0.0,8.3,
愛宕諒子,2020-11,GSS東京サンビームズ,11,19,141,40,7,28.4,23.4,2,0,0,3,44,1,3,12,2,0,0,0.0,2.11,0.16,7.4,0.0
愛宕諒子,2020-12,GSS東京サンビームズ,11,5,7,3,0,42.9,42.9,0,0,0,0,0,0,0,0,0,0,0,,0.6,0.0,,
投野ひかる,2020-10,プレステージ・インターナショナルアランマーレ,15,3,1,0,0,0.0,0.0,0,0,0,0,5,1,1,2,0,0,0,,0.0,0.0,25.0,
投野ひかる,2020-11,プレステージ・インターナショナルアランマーレ,15,27,8,3,0,37.5,37.5,1,1,0,2,79,3,5,35,1,0,0,100.0,0.11,0.07,13.3,0.0
投野ひかる,2020-12,プレステージ・インターナショナルアランマーレ,15,5,2,0,0,0.0,0.0,0,0,0,0,18,0,2,4,0,0,0,,0.0,0.0,2.8,
投野ひかる,2021-01,プレステージ・インターナショナルアランマーレ,15,8,0,0,0,,,0,0,0,0,22,0,1,6,0,0,0,,0.0,0.0,5.7,
投野ひかる,2021-02,プレステージ・インターナショナルアランマーレ,15,3,1,0,0,0.0,0.0,0,0,0,0,17,3,4,6,0,0,0,,0.0,0.0,20.6,
播磨若奈,2020-10,ブレス浜松,3,3,2,1,0,50.0,50.0,0,0,0,0,9,0,0,4,0,0,0,,0.33,0.0,11.1,
播磨若奈,2020-11,ブレス浜松,3,4,3,2,0,66.7,66.7,0,0,0,1,2,0,0,0,0,0,0,,0.5,0.25,0.0,
播磨若奈,2021-01,ブレス浜松,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
斉藤有香,2020-10,大野石油広島オイラーズ,15,1,3,2,0,66.7,66.7,0,0,0,0,1,0,0,1,2,2,0,,2.0,0.0,25.0,100.0
斉藤有香,2020-11,大野石油広島オイラーズ,15,29,303,85,17,28.1,22.4,17,2,6,3,109,5,5,43,209,102,52,11.8,2.93,0.1,13.3,61.2
斉藤有香,2020-12,大野石油広島オイラーズ,15,7,102,32,5,31.4,26.5,1,0,0,1,30,2,3,8,66,35,17,0.0,4.57,0.14,10.8,65.9
斉藤有香,2021-01,大野石油広島オイラーズ,15,9,40,8,3,20.0,12.5,7,0,3,1,15,0,1,3,41,19,7,0.0,0.89,0.11,3.3,54.9
斉藤有香,2021-02,大野石油広島オイラーズ,15,2,20,6,0,30.0,30.0,1,0,0,0,7,0,0,1,18,8,3,0.0,3.0,0.0,3.6,52.8
新井祥,2020-11,群馬銀行グリーンウイングス,10,25,223,62,10,27.8,23.3,1,0,1,6,107,5,3,36,202,117,47,0.0,2.48,0.24,12.4,69.6
新井祥,2020-12,群馬銀行グリーンウイングス,10,8,77,14,3,18.2,14.3,1,0,0,3,26,0,0,6,75,44,16,0.0,1.75,0.38,5.8,69.3
新井祥,2021-02,群馬銀行グリーンウイングス,10,3,31,13,1,41.9,38.7,2,0,0,1,10,0,0,3,23,11,9,0.0,4.33,0.33,7.5,67.4
有川由季乃,2020-11,GSS東京サンビームズ,3,2,0,0,0,,,0,0,0,0,0,0,0,0,6,4,0,,0.0,0.0,,66.7
有川由季乃,2020-12,GSS東京サンビームズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村友里,2020-10,プレステージ・インターナショナルアランマーレ,3,4,42,15,0,35.7,35.7,5,1,0,0,16,1,0,3,36,16,10,20.0,3.75,0.0,10.9,58.3
木村友里,2020-11,プレステージ・インターナショナルアランマーレ,3,28,271,83,21,30.6,22.9,15,0,1,6,70,0,5,18,189,87,50,0.0,2.96,0.21,4.6,59.3
木村友里,2020-12,プレステージ・インターナショナルアランマーレ,3,7,76,28,2,36.8,34.2,6,4,0,3,23,0,1,6,42,20,11,66.7,4.0,0.43,5.4,60.7
木村友里,2021-01,プレステージ・インターナショナルアランマーレ,3,8,78,23,3,29.5,25.6,8,2,0,2,23,0,0,9,76,38,14,25.0,2.88,0.25,9.8,59.2
木村友里,2021-02,プレステージ・インターナショナルアランマーレ,3,3,31,9,1,29.0,25.8,0,0,0,1,7,0,0,3,23,6,12,,3.0,0.33,10.7,52.2
木村汐里,2020-10,千葉エンゼルクロス,13,4,55,22,5,40.0,30.9,1,1,0,0,11,1,1,0,37,20,7,100.0,5.5,0.0,6.8,63.5
木村汐里,2020-11,千葉エンゼルクロス,13,29,281,95,24,33.8,25.3,5,2,0,4,81,3,6,24,227,102,67,40.0,3.28,0.14,9.3,59.7
木村汐里,2020-12,千葉エンゼルクロス,13,7,97,25,6,25.8,19.6,2,0,0,1,26,0,1,6,73,30,20,0.0,3.57,0.14,4.8,54.8
本間有貴,2020-10,GSS東京サンビームズ,12,2,8,2,1,25.0,12.5,0,0,0,0,4,0,1,0,1,0,1,,1.0,0.0,-6.2,50.0
本間有貴,2020-11,GSS東京サンビームズ,12,4,11,4,0,36.4,36.4,0,0,0,1,9,0,1,1,2,1,0,,1.0,0.25,0.0,50.0
本間真樹子,2020-10,JAぎふリオレーナ,9,5,27,13,0,48.1,48.1,0,0,0,2,16,0,0,6,3,2,1,,2.6,0.4,9.4,83.3
本間真樹子,2020-11,JAぎふリオレーナ,9,27,218,87,6,39.9,37.2,0,0,0,10,84,3,3,29,7,5,2,,3.22,0.37,11.3,85.7
本間真樹子,2020-12,JAぎふリオレーナ,9,6,46,23,2,50.0,45.7,0,0,0,2,17,1,2,3,2,0,2,,3.83,0.33,7.4,50.0
本間真樹子,2021-01,JAぎふリオレーナ,9,5,13,5,0,38.5,38.5,0,0,0,1,9,0,0,4,0,0,0,,1.0,0.2,11.1,
村山美佳,2020-10,ルートインホテルズブリリアントアリーズ,14,4,34,12,1,35.3,32.4,2,0,0,1,10,2,1,2,0,0,0,0.0,3.0,0.25,22.5,
村山美佳,2020-11,ルートインホテルズブリリアントアリーズ,14,28,276,113,13,40.9,36.2,28,6,8,11,105,7,17,24,7,4,1,21.4,4.04,0.39,8.3,64.3
村山美佳,2020-12,ルートインホテルズブリリアントアリーズ,14,7,64,24,3,37.5,32.8,3,0,0,1,30,3,5,8,0,0,0,0.0,3.43,0.14,12.5,
村山美佳,2021-01,ルートインホテルズブリリアントアリーズ,14,9,69,24,5,34.8,27.5,7,2,1,6,26,0,5,3,1,0,0,28.6,2.67,0.67,-1.9,0.0
村山美佳,2021-02,ルートインホテルズブリリアントアリーズ,14,3,25,6,2,24.0,16.0,4,1,1,0,4,0,1,0,0,0,0,25.0,2.0,0.0,-6.2,
松元葵,2020-10,フォレストリーヴズ熊本,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松元葵,2020-11,フォレストリーヴズ熊本,6,2,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0.0,0.0,,100.0
松元葵,2020-12,フォレストリーヴズ熊本,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
松原南,2020-10,千葉エンゼルクロス,21,1,2,1,0,50.0,50.0,0,0,0,0,0,0,0,0,1,1,0,,1.0,0.0,,100.0
松原南,2020-11,千葉エンゼルクロス,21,14,56,16,5,28.6,19.6,0,0,0,0,31,0,0,7,21,5,9,,1.14,0.0,5.6,45.2
松原南,2020-12,千葉エンゼルクロス,21,1,6,2,1,33.3,16.7,0,0,0,0,0,0,0,0,0,0,0,,2.0,0.0,,
松尾奈津子,2021-02,群馬銀行グリーンウイングス,15,3,0,0,0,,,0,0,0,2,13,1,0,4,0,0,0,,0.0,0.67,15.4,
松尾由紀子,2020-10,GSS東京サンビームズ,20,4,0,0,0,,,0,0,0,0,9,3,1,4,0,0,0,,0.0,0.0,41.7,
松尾由紀子,2020-11,GSS東京サンビームズ,20,13,2,2,0,100.0,100.0,0,0,0,0,21,1,1,3,0,0,0,,0.15,0.0,7.1,
松尾由紀子,2020-12,GSS東京サンビームズ,20,4,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,,0.0,0.0,0.0,
松川美咲,2020-10,ブレス浜松,6,3,0,0,0,,,0,0,0,0,0,0,0,0,20,14,4,,0.0,0.0,,80.0
松川美咲,2020-11,ブレス浜松,6,28,0,0,0,,,0,0,0,0,0,0,0,0,121,83,20,,0.0,0.0,,76.9
松川美咲,2021-01,ブレス浜松,6,11,0,0,0,,,0,0,0,0,0,0,0,0,54,37,9,,0.0,0.0,,76.9
松浦未波,2020-10,GSS東京サンビームズ,2,4,0,0,0,,,0,0,0,1,15,0,0,4,0,0,0,,0.0,0.25,6.7,
松浦未波,2020-11,GSS東京サンビームズ,2,27,15,5,0,33.3,33.3,0,0,0,2,97,8,3,26,1,0,0,,0.19,0.07,14.2,0.0
松浦未波,2020-12,GSS東京サンビームズ,2,6,2,1,0,50.0,50.0,0,0,0,0,27,2,2,6,1,0,0,,0.17,0.0,11.1,0.0
林美鈴,2020-10,フォレストリーヴズ熊本,8,2,0,0,0,,,0,0,0,0,1,0,0,0,1,0,1,,0.0,0.0,0.0,50.0
林美鈴,2020-11,フォレストリーヴズ熊本,8,16,0,0,0,,,0,0,0,0,12,0,0,4,26,10,8,,0.0,0.0,8.3,53.8
林美鈴,2020-12,フォレストリーヴズ熊本,8,3,0,0,0,,,0,0,0,0,4,0,2,1,3,1,1,,0.0,0.0,-6.2,50.0
柳沢紫子,2020-10,プレステージ・インターナショナルアランマーレ,10,3,29,7,1,24.1,20.7,6,1,1,1,8,0,1,3,0,0,0,16.7,2.33,0.33,6.2,
柳沢紫子,2020-11,プレステージ・インターナショナルアランマーレ,10,16,42,9,2,21.4,16.7,1,0,0,6,26,1,4,9,1,1,0,0.0,0.56,0.38,8.7,100.0
柳沢紫子,2020-12,プレステージ・インターナショナルアランマーレ,10,5,47,11,3,23.4,17.0,8,1,0,0,12,0,1,6,2,2,0,12.5,2.2,0.0,10.4,100.0
柳沢紫子,2021-01,プレステージ・インターナショナルアランマーレ,10,4,17,2,2,11.8,0.0,0,0,0,0,14,0,3,5,0,0,0,,0.5,0.0,3.6,
柳沢紫子,2021-02,プレステージ・インターナショナルアランマーレ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
