試合日,年月,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-11-07,2020-11,ブレス浜松,21,,水上真悠子,5,■,■,■,■,■,66,20,7,0.30303030303030304,0.19696969696969696,4.00,10,3,1,30.0,0,-,23,0,2,11,9.8,36,22,7,70.8
2020-11-07,2020-11,ブレス浜松,22,,島原玖南,5,■,■,■,■,■,3,2,0,0.6666666666666666,0.6666666666666666,0.40,0,0,0,-,0,-,11,1,2,2,9.1,0,0,0,-
2020-11-07,2020-11,ブレス浜松,23,,浅野奈菜,5,■,■,■,■,■,13,5,0,0.38461538461538464,0.38461538461538464,1.00,0,0,0,-,1,0.20,22,0,0,8,9.1,0,0,0,-
2020-11-07,2020-11,ブレス浜松,24,,宮崎陽衣,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-07,2020-11,ブレス浜松,25,,小川祐奈,4,■,nan,□,□,□,7,1,1,0.14285714285714285,0.0,0.25,2,0,0,0.0,0,-,6,0,1,1,0.0,9,3,2,44.4
2020-11-07,2020-11,ブレス浜松,26,L,中道香名子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,千葉エンゼルクロス,4,,石川綾菜,1,nan,nan,□,nan,nan,3,2,0,0.6666666666666666,0.6666666666666666,2.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,千葉エンゼルクロス,5,,森田紫,3,■,■,■,nan,nan,21,6,1,0.2857142857142857,0.23809523809523808,2.00,0,0,0,-,1,0.33,11,0,1,1,0.0,0,0,0,-
2020-11-08,2020-11,千葉エンゼルクロス,7,,渋川小夏,3,■,■,■,nan,nan,30,9,1,0.3,0.26666666666666666,3.00,0,0,0,-,1,0.33,16,1,0,1,7.8,18,9,4,61.1
2020-11-08,2020-11,千葉エンゼルクロス,9,,岡村真衣,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2020-11-08,2020-11,千葉エンゼルクロス,11,,関根友香,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,千葉エンゼルクロス,12,,吉田奈未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,千葉エンゼルクロス,13,,木村汐里,3,■,■,■,nan,nan,24,11,0,0.4583333333333333,0.4583333333333333,3.67,0,0,0,-,0,-,11,0,0,2,4.5,20,12,3,67.5
2020-11-08,2020-11,千葉エンゼルクロス,14,L,鶴ヶ崎佳寿葉,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,11,8,1,77.3
2020-11-08,2020-11,千葉エンゼルクロス,15,,中島優花,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,千葉エンゼルクロス,16,,名原寧音,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,14,0,0,0,0.0,0,0,0,-
2020-11-08,2020-11,千葉エンゼルクロス,18,,徳石あかり,3,■,■,■,nan,nan,13,2,0,0.15384615384615385,0.15384615384615385,0.67,0,0,0,-,3,1.00,12,0,0,5,10.4,1,0,0,0.0
2020-11-08,2020-11,千葉エンゼルクロス,19,,鶴田佳菜,3,■,■,■,nan,nan,32,12,2,0.375,0.3125,4.00,4,1,1,25.0,0,-,5,0,1,1,0.0,1,1,0,100.0
2020-11-08,2020-11,千葉エンゼルクロス,20,,古川友,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,1,1,37.5
2020-11-08,2020-11,千葉エンゼルクロス,21,,松原南,2,□,□,nan,nan,nan,3,3,0,1.0,1.0,1.50,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2020-11-08,2020-11,ブレス浜松,1,,熊本比奈,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,1,0,0,0.0
2020-11-08,2020-11,ブレス浜松,2,,中野祐希,3,■,■,■,nan,nan,40,13,5,0.325,0.2,4.33,13,5,2,38.5,2,0.67,10,0,1,2,2.5,2,2,0,100.0
2020-11-08,2020-11,ブレス浜松,3,,播磨若奈,2,■,■,nan,nan,nan,2,2,0,1.0,1.0,1.00,0,0,0,-,1,0.50,2,0,0,0,0.0,0,0,0,-
2020-11-08,2020-11,ブレス浜松,6,L,松川美咲,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,10,1,87.5
2020-11-08,2020-11,ブレス浜松,10,,多田遥,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,ブレス浜松,11,,加藤彩夏,3,■,■,■,nan,nan,27,9,3,0.3333333333333333,0.2222222222222222,3.00,3,0,1,0.0,1,0.33,8,0,2,1,-3.1,6,0,4,33.3
2020-11-08,2020-11,ブレス浜松,12,,高田真央,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,ブレス浜松,14,,藤原ちひろ,3,■,■,■,nan,nan,12,6,0,0.5,0.5,2.00,0,0,0,-,0,-,9,0,2,2,0.0,0,0,0,-
2020-11-08,2020-11,ブレス浜松,21,,水上真悠子,3,■,■,■,nan,nan,40,12,1,0.3,0.275,4.00,3,0,0,0.0,1,0.33,13,0,1,5,7.7,48,22,19,65.6
2020-11-08,2020-11,ブレス浜松,22,,島原玖南,2,nan,□,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,1,5.0,0,0,0,-
2020-11-08,2020-11,ブレス浜松,23,,浅野奈菜,3,■,■,■,nan,nan,10,3,2,0.3,0.1,1.00,0,0,0,-,3,1.00,14,1,1,4,12.5,1,1,0,100.0
2020-11-08,2020-11,ブレス浜松,24,,宮崎陽衣,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,ブレス浜松,25,,小川祐奈,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,1,1,0,100.0
2020-11-08,2020-11,ブレス浜松,26,L,中道香名子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,GSS東京サンビームズ,2,,松浦未波,5,■,■,■,■,■,5,2,0,0.4,0.4,0.40,0,0,0,-,0,-,22,4,1,10,28.4,0,0,0,-
2020-11-08,2020-11,GSS東京サンビームズ,4,L,平岩沙紀,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,14,1,76.3
2020-11-08,2020-11,GSS東京サンビームズ,5,,色摩知巳,2,nan,nan,nan,□,■,11,5,0,0.45454545454545453,0.45454545454545453,2.50,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-
2020-11-08,2020-11,GSS東京サンビームズ,10,,古川ほのか,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,GSS東京サンビームズ,11,,愛宕諒子,3,■,■,■,nan,nan,21,6,1,0.2857142857142857,0.23809523809523808,2.00,0,0,0,-,1,0.33,5,1,1,2,25.0,0,0,0,-
2020-11-08,2020-11,GSS東京サンビームズ,15,,伊藤きわ美,5,■,■,■,■,■,47,15,1,0.3191489361702128,0.2978723404255319,3.00,2,1,0,50.0,2,0.40,16,2,1,7,21.9,57,38,7,72.8
2020-11-08,2020-11,GSS東京サンビームズ,16,,西條華子,5,□,□,□,■,□,17,5,0,0.29411764705882354,0.29411764705882354,1.00,1,0,0,0.0,2,0.40,10,0,2,4,5.0,11,7,1,68.2
2020-11-08,2020-11,GSS東京サンビームズ,17,,土屋智菜実,5,■,■,■,■,■,35,4,4,0.11428571428571428,0.0,0.80,1,0,0,0.0,4,0.80,14,1,2,3,8.9,5,1,3,50.0
2020-11-08,2020-11,GSS東京サンビームズ,19,,大原萌,5,□,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,3,2,0,66.7
2020-11-08,2020-11,GSS東京サンビームズ,20,,松尾由紀子,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,2,25.0,0,0,0,-
2020-11-08,2020-11,GSS東京サンビームズ,21,,張心穆意,5,■,■,■,■,■,49,29,1,0.5918367346938775,0.5714285714285714,5.80,0,0,0,-,2,0.40,13,0,0,5,9.6,0,0,0,-
2020-11-08,2020-11,GSS東京サンビームズ,24,L,前村明里,5,〇,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,GSS東京サンビームズ,25,,賀谷明日光,5,■,■,■,■,■,23,7,0,0.30434782608695654,0.30434782608695654,1.40,0,0,0,-,0,-,20,1,0,8,15.0,0,0,0,-
2020-11-08,2020-11,GSS東京サンビームズ,26,,畠山初音,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,フォレストリーヴズ熊本,1,,堀ノ内麗,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2020-11-08,2020-11,フォレストリーヴズ熊本,2,,大木美沙季,5,■,■,■,■,■,50,19,1,0.38,0.36,3.80,0,0,0,-,0,-,9,0,0,2,5.6,1,0,0,0.0
2020-11-08,2020-11,フォレストリーヴズ熊本,3,,川口美久,5,■,■,■,■,■,54,14,3,0.25925925925925924,0.2037037037037037,2.80,0,0,0,-,1,0.20,15,0,0,3,5.0,42,18,5,48.8
2020-11-08,2020-11,フォレストリーヴズ熊本,4,,柳迫琳々香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,フォレストリーヴズ熊本,5,,佐木田彩夏,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,フォレストリーヴズ熊本,6,,松元葵,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,フォレストリーヴズ熊本,7,,南里くるみ,5,■,■,■,■,■,2,1,0,0.5,0.5,0.20,0,0,0,-,0,-,11,0,0,3,6.8,0,0,0,-
2020-11-08,2020-11,フォレストリーヴズ熊本,8,,林美鈴,4,nan,□,□,□,□,0,0,0,,,-,0,0,0,-,0,-,6,0,0,3,12.5,8,5,0,62.5
2020-11-08,2020-11,フォレストリーヴズ熊本,9,L,河合桃香,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,10,1,75.0
2020-11-08,2020-11,フォレストリーヴズ熊本,10,,和多千里,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,フォレストリーヴズ熊本,11,L,伊藤琴音,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,フォレストリーヴズ熊本,12,,入江彩水,5,■,■,■,■,■,49,25,0,0.5102040816326531,0.5102040816326531,5.00,0,0,0,-,0,-,17,2,2,5,16.2,0,0,0,-
2020-11-08,2020-11,フォレストリーヴズ熊本,15,,白岩蘭奈,5,■,■,■,■,■,38,12,3,0.3157894736842105,0.23684210526315788,2.40,0,0,0,-,0,-,24,0,1,2,1.0,34,12,5,42.6
2020-11-08,2020-11,フォレストリーヴズ熊本,16,,和田法子,5,■,■,■,■,■,28,9,0,0.32142857142857145,0.32142857142857145,1.80,0,0,0,-,1,0.20,20,1,2,3,6.2,0,0,0,-
2020-11-08,2020-11,JAぎふリオレーナ,3,,梅田莉樹子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,JAぎふリオレーナ,5,,山本裕香,3,■,■,■,nan,nan,41,10,1,0.24390243902439024,0.21951219512195122,3.33,3,1,0,33.3,1,0.33,9,0,1,4,8.3,20,9,7,62.5
2020-11-08,2020-11,JAぎふリオレーナ,6,,宮井遥,3,■,■,■,nan,nan,28,6,1,0.21428571428571427,0.17857142857142858,2.00,6,0,0,0.0,0,-,14,0,0,3,5.4,5,0,0,0.0
2020-11-08,2020-11,JAぎふリオレーナ,8,,岩永明奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,JAぎふリオレーナ,9,,本間真樹子,3,■,■,■,nan,nan,34,14,1,0.4117647058823529,0.38235294117647056,4.67,0,0,0,-,0,-,7,0,1,1,0.0,0,0,0,-
2020-11-08,2020-11,JAぎふリオレーナ,10,,高橋侑里,3,■,■,■,nan,nan,32,8,0,0.25,0.25,2.67,2,0,0,0.0,0,-,12,1,0,4,16.7,22,8,10,59.1
2020-11-08,2020-11,JAぎふリオレーナ,11,,野村美友,3,■,■,■,nan,nan,9,3,1,0.3333333333333333,0.2222222222222222,1.00,0,0,0,-,0,-,11,0,0,1,2.3,1,0,0,0.0
2020-11-08,2020-11,JAぎふリオレーナ,12,,井上実咲,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,JAぎふリオレーナ,13,L,岡田倫奈,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,JAぎふリオレーナ,15,,齊藤望,1,nan,nan,□,nan,nan,3,1,0,0.3333333333333333,0.3333333333333333,1.00,2,0,0,0.0,0,-,1,0,0,0,0.0,0,0,0,-
2020-11-08,2020-11,JAぎふリオレーナ,16,L,目加田莉央,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,6,4,66.7
2020-11-08,2020-11,JAぎふリオレーナ,17,,唐川愛璃,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,1,0.33,11,1,0,3,15.9,0,0,0,-
2020-11-08,2020-11,JAぎふリオレーナ,19,,柳沼優花,1,nan,nan,□,nan,nan,5,2,0,0.4,0.4,2.00,0,0,0,-,0,-,1,0,0,0,0.0,2,1,0,50.0
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,1,,北村果穂,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,2,,尾花佳甫,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,1,1.00,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,3,,木村友里,3,■,■,■,nan,nan,31,14,2,0.45161290322580644,0.3870967741935484,4.67,2,0,0,0.0,2,0.67,8,0,0,0,0.0,28,15,6,64.3
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,7,,草島華穂,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,8,0,1,0,-3.1,7,1,4,42.9
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,8,,田村愛美,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,10,,柳沢紫子,1,□,nan,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,1.00,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,11,L,森寿実子,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,3,0,75.0
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,12,,榎本里歩,3,■,■,■,nan,nan,42,15,0,0.35714285714285715,0.35714285714285715,5.00,3,2,0,66.7,1,0.33,10,1,2,1,7.5,24,13,5,64.6
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,14,L,細田瑠加,3,〇,〇,〇,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,15,,投野ひかる,3,■,■,■,nan,nan,4,1,0,0.25,0.25,0.33,1,1,0,100.0,0,-,15,0,2,8,10.0,0,0,0,-
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,16,,宮本菜月,2,nan,□,□,nan,nan,9,3,0,0.3333333333333333,0.3333333333333333,1.50,1,1,0,100.0,1,0.50,4,0,1,1,0.0,0,0,0,-
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,17,,伊藤摩耶,3,■,■,■,nan,nan,10,0,1,0.0,-0.1,-,0,0,0,-,2,0.67,8,0,1,2,3.1,1,1,0,100.0
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,19,,菅原里奈,3,■,■,■,nan,nan,11,5,1,0.45454545454545453,0.36363636363636365,1.67,0,0,0,-,3,1.00,11,3,0,4,36.4,0,0,0,-
2020-11-08,2020-11,プレステージ・インターナショナルアランマーレ,20,,小泉春葵,3,■,■,■,nan,nan,33,11,4,0.3333333333333333,0.21212121212121213,3.67,9,3,2,33.3,3,1.00,8,0,1,1,0.0,0,0,0,-
2020-11-08,2020-11,大野石油広島オイラーズ,1,,北川海育,5,■,■,■,■,■,33,12,0,0.36363636363636365,0.36363636363636365,2.40,0,0,0,-,4,0.80,13,1,0,5,17.3,0,0,0,-
2020-11-08,2020-11,大野石油広島オイラーズ,2,,大西真咲,4,□,nan,□,■,□,10,2,2,0.2,0.0,0.50,1,0,1,0.0,1,0.25,10,0,0,2,5.0,16,5,7,53.1
2020-11-08,2020-11,大野石油広島オイラーズ,3,,宮澤千陽,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-
2020-11-08,2020-11,大野石油広島オイラーズ,5,,蠣崎真衣,5,■,■,■,■,■,69,20,1,0.2898550724637681,0.2753623188405797,4.00,1,0,0,0.0,0,-,19,0,1,3,2.6,47,27,10,68.1
2020-11-08,2020-11,大野石油広島オイラーズ,7,,坂口莉乃,5,■,■,■,■,■,3,2,0,0.6666666666666666,0.6666666666666666,0.40,0,0,0,-,1,0.20,12,0,1,2,2.1,1,0,0,0.0
2020-11-08,2020-11,大野石油広島オイラーズ,9,,佐藤愛美,5,■,■,■,■,■,57,22,1,0.38596491228070173,0.3684210526315789,4.40,1,1,0,100.0,0,-,11,0,0,2,4.5,1,0,0,0.0
2020-11-08,2020-11,大野石油広島オイラーズ,10,,山内佑里子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,大野石油広島オイラーズ,12,,駒田愛実,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0
2020-11-08,2020-11,大野石油広島オイラーズ,14,,西田智美,5,■,■,■,■,■,11,2,0,0.18181818181818182,0.18181818181818182,0.40,0,0,0,-,1,0.20,17,0,0,3,4.4,1,0,0,0.0
2020-11-08,2020-11,大野石油広島オイラーズ,15,,斉藤有香,5,■,■,■,□,■,31,6,2,0.1935483870967742,0.12903225806451613,1.20,4,1,0,25.0,1,0.20,16,0,0,4,6.2,25,18,2,76.0
2020-11-08,2020-11,大野石油広島オイラーズ,17,L,土岡真央,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,7,0,87.5
2020-11-08,2020-11,大野石油広島オイラーズ,18,,濱田彩佳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,2,,小坂亜未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,3,L,水谷真友,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,3,4,50.0
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,4,,佐々木里菜,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,5,,高橋愛未,4,■,■,■,■,nan,30,19,1,0.6333333333333333,0.6,4.75,1,0,0,0.0,1,0.25,15,0,0,2,3.3,39,20,13,67.9
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,6,,岸村恵実,5,■,■,■,■,■,32,13,0,0.40625,0.40625,2.60,0,0,0,-,5,1.00,16,1,1,4,10.9,1,0,0,0.0
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,8,L,石井彩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,11,,平原果歩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,12,,綱田愛,3,□,nan,□,□,nan,3,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,14,,村山美佳,5,■,■,■,■,■,52,24,0,0.46153846153846156,0.46153846153846156,4.80,5,2,0,40.0,2,0.40,16,1,3,5,9.4,3,2,1,83.3
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,15,,平野七菜,3,■,nan,nan,□,■,24,8,2,0.3333333333333333,0.25,2.67,0,0,0,-,0,-,3,0,2,0,-16.7,9,4,1,50.0
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,16,,横田実穂,5,■,■,■,■,■,5,1,1,0.2,0.0,0.20,0,0,0,-,0,-,16,0,0,5,7.8,0,0,0,-
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,17,,小茂田夏海,5,■,■,■,■,■,24,8,0,0.3333333333333333,0.3333333333333333,1.60,0,0,0,-,0,-,27,0,1,4,2.8,1,0,0,0.0
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,18,,岩本周加,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-08,2020-11,ルートインホテルズブリリアントアリーズ,19,,富澤結花,5,□,■,■,■,■,39,15,1,0.38461538461538464,0.358974358974359,3.00,0,0,0,-,1,0.20,12,1,1,4,14.6,34,20,8,70.6
2020-11-14,2020-11,JAぎふリオレーナ,3,,梅田莉樹子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-14,2020-11,JAぎふリオレーナ,5,,山本裕香,4,■,■,■,■,nan,41,12,4,0.2926829268292683,0.1951219512195122,3.00,4,1,2,25.0,0,-,11,0,1,3,4.5,26,15,4,65.4
2020-11-14,2020-11,JAぎふリオレーナ,6,,宮井遥,4,■,■,■,■,nan,51,20,4,0.39215686274509803,0.3137254901960784,5.00,9,5,0,55.6,0,-,18,0,1,7,8.3,0,0,0,-
2020-11-14,2020-11,JAぎふリオレーナ,8,,岩永明奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-14,2020-11,JAぎふリオレーナ,9,,本間真樹子,4,■,■,■,■,nan,29,9,2,0.3103448275862069,0.2413793103448276,2.25,0,0,0,-,2,0.50,14,0,0,6,10.7,0,0,0,-
2020-11-14,2020-11,JAぎふリオレーナ,10,,高橋侑里,2,■,■,nan,nan,nan,20,4,0,0.2,0.2,2.00,0,0,0,-,0,-,6,0,1,1,0.0,12,2,3,29.2
2020-11-14,2020-11,JAぎふリオレーナ,11,,野村美友,4,■,■,■,■,nan,5,1,1,0.2,0.0,0.25,0,0,0,-,3,0.75,13,0,0,3,5.8,0,0,0,-
2020-11-14,2020-11,JAぎふリオレーナ,12,,井上実咲,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-14,2020-11,JAぎふリオレーナ,13,L,岡田倫奈,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-14,2020-11,JAぎふリオレーナ,15,,齊藤望,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-14,2020-11,JAぎふリオレーナ,16,L,目加田莉央,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,10,5,50.0
2020-11-14,2020-11,JAぎふリオレーナ,17,,唐川愛璃,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,2,0.50,17,3,0,5,25.0,0,0,0,-
2020-11-14,2020-11,JAぎふリオレーナ,19,,柳沼優花,4,□,□,■,■,nan,33,9,1,0.2727272727272727,0.24242424242424243,2.25,1,0,0,0.0,2,0.50,9,0,2,0,-5.6,25,10,7,54.0
2020-11-14,2020-11,ルートインホテルズブリリアントアリーズ,2,,小坂亜未,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,4,3,0,75.0
2020-11-14,2020-11,ルートインホテルズブリリアントアリーズ,3,L,水谷真友,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,6,2,58.3
2020-11-14,2020-11,ルートインホテルズブリリアントアリーズ,4,,佐々木里菜,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,2,12.5,0,0,0,-
2020-11-14,2020-11,ルートインホテルズブリリアントアリーズ,5,,高橋愛未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-14,2020-11,ルートインホテルズブリリアントアリーズ,6,,岸村恵実,4,■,■,■,■,nan,22,11,2,0.5,0.4090909090909091,2.75,0,0,0,-,5,1.25,14,0,1,3,3.6,3,1,1,50.0
2020-11-14,2020-11,ルートインホテルズブリリアントアリーズ,8,L,石井彩,1,nan,nan,nan,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-14,2020-11,ルートインホテルズブリリアントアリーズ,11,,平原果歩,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-14,2020-11,ルートインホテルズブリリアントアリーズ,12,,綱田愛,2,□,nan,nan,□,nan,7,5,0,0.7142857142857143,0.7142857142857143,2.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-11-14,2020-11,ルートインホテルズブリリアントアリーズ,14,,村山美佳,4,■,■,■,■,nan,56,25,3,0.44642857142857145,0.39285714285714285,6.25,7,2,2,28.6,0,-,15,0,3,5,3.3,2,0,0,0.0
