名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
カナニダニエルソン,トヨタ車体クインシーズ,23,3,35,13,1,37.1,34.3,3,2,0,1,9,0,0,2,2,1,0,66.7,4.3,0.3,5.6,50.0
ペーニャヨンカイラ,東レアローズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
下平夏奈,東レアローズ,7,3,0,0,0,,,0,0,0,0,5,1,0,4,0,0,0,,0.0,0.0,40.0,
中大路絢野,久光製薬スプリングス,24,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中道瞳,東レアローズ,3,3,1,1,0,100.0,100.0,0,0,0,0,9,0,0,3,0,0,0,,0.3,0.0,8.3,
丸山亜季,岡山シーガルズ,20,4,0,0,0,,,0,0,0,0,0,0,0,0,12,9,0,,0.0,0.0,,75.0
二見梓,東レアローズ,14,3,8,1,1,12.5,0.0,0,0,0,7,10,2,0,4,0,0,0,,0.3,2.3,30.0,
伊藤望,東レアローズ,19,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々木侑,岡山シーガルズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐々木萌,岡山シーガルズ,7,4,39,7,1,17.9,15.4,0,0,0,2,8,0,1,1,33,14,0,,1.8,0.5,0.0,42.4
卜部里菜,岡山シーガルズ,22,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
古藤千鶴,久光製薬スプリングス,2,4,0,0,0,,,0,0,0,0,29,1,1,12,0,0,0,,0.0,0.0,12.9,
吉田みなみ,岡山シーガルズ,1,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
堀川真理,東レアローズ,13,3,10,2,1,20.0,10.0,0,0,0,1,0,0,0,0,0,0,0,,0.7,0.3,,
宮下遥,岡山シーガルズ,14,4,1,0,0,0.0,0.0,0,0,0,1,13,0,0,2,0,0,0,,0.0,0.2,3.8,
宮田由佳里,東レアローズ,8,3,9,3,2,33.3,11.1,0,0,0,1,10,0,1,3,0,0,0,,1.0,0.3,5.0,
小平花織,東レアローズ,9,3,28,7,1,25.0,21.4,0,0,0,1,9,0,1,1,15,12,0,,2.3,0.3,0.0,80.0
山口舞,岡山シーガルズ,2,4,25,12,2,48.0,40.0,0,0,0,1,9,0,0,2,0,0,0,,3.0,0.2,5.6,
山田侑樹,トヨタ車体クインシーズ,16,1,0,0,0,,,0,0,0,0,2,0,0,1,1,0,0,,0.0,0.0,12.5,0.0
山田真里,トヨタ車体クインシーズ,12,3,21,7,2,33.3,23.8,0,0,0,2,9,0,0,5,34,15,0,,2.3,0.7,13.9,44.1
岩坂名奈,久光製薬スプリングス,4,4,9,3,1,33.3,22.2,0,0,0,10,8,0,1,2,0,0,0,,0.8,2.5,3.1,
