名前,年月,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
多治見麻子,2011-02,パイオニアレッドウィングス,5,32,145,46,8,31.7,26.2,0,0,0,13,112,3,8,18,17,10,0,62,,1.44,0.41,4.9,58.8
多治見麻子,2011-03,パイオニアレッドウィングス,5,5,14,3,0,21.4,21.4,0,0,0,3,16,1,1,2,1,1,0,7,,0.6,0.6,7.8,100.0
大村祥子,2010-12,デンソーエアリービーズ,12,9,0,0,0,,,0,0,0,0,10,0,3,1,0,0,0,0,,0.0,0.0,-5.0,
大村祥子,2011-01,デンソーエアリービーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
大村祥子,2011-02,デンソーエアリービーズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
奥田恭子,2010-11,デンソーエアリービーズ,1,9,71,32,3,45.1,40.8,0,0,0,0,22,0,3,3,92,71,0,32,,3.56,0.0,0.0,77.2
奥田恭子,2010-12,デンソーエアリービーズ,1,16,136,43,13,31.6,22.1,0,0,0,2,64,1,6,16,124,77,0,46,,2.69,0.12,5.5,62.1
奥田恭子,2011-01,デンソーエアリービーズ,1,28,277,81,12,29.2,24.9,2,0,0,8,106,2,6,26,233,150,0,91,0.0,2.89,0.29,6.6,64.4
奥田恭子,2011-02,デンソーエアリービーズ,1,30,230,71,9,30.9,27.0,4,0,0,5,113,3,7,35,292,193,0,79,0.0,2.37,0.17,8.8,66.1
奥田恭子,2011-03,デンソーエアリービーズ,1,9,68,21,3,30.9,26.5,0,0,0,2,34,1,2,5,87,60,0,24,,2.33,0.22,5.1,69.0
宮下遥,2010-11,岡山シーガルズ,14,5,1,1,0,100.0,100.0,0,0,0,0,17,0,0,4,1,0,0,1,,0.2,0.0,5.9,0.0
宮下遥,2010-12,岡山シーガルズ,14,15,3,1,1,33.3,0.0,0,0,0,1,21,0,4,6,0,0,0,2,,0.07,0.07,2.4,
宮下遥,2011-01,岡山シーガルズ,14,24,6,3,0,50.0,50.0,0,0,0,3,51,2,3,20,4,1,0,8,,0.12,0.12,12.3,25.0
宮下遥,2011-02,岡山シーガルズ,14,29,3,1,0,33.3,33.3,0,0,0,2,33,1,5,7,2,0,0,4,,0.03,0.07,4.5,0.0
宮下遥,2011-03,岡山シーガルズ,14,6,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
宮田由佳里,2010-11,東レアローズ,11,5,12,3,0,25.0,25.0,0,0,0,2,22,1,1,8,0,0,0,6,,0.6,0.4,12.5,
宮田由佳里,2010-12,東レアローズ,11,17,33,14,2,42.4,36.4,0,0,0,4,46,0,5,14,0,0,0,18,,0.82,0.24,4.9,
宮田由佳里,2011-01,東レアローズ,11,11,20,3,3,15.0,0.0,0,0,0,5,36,3,2,7,0,0,0,11,,0.27,0.45,11.8,
宮田由佳里,2011-02,東レアローズ,11,18,23,11,0,47.8,47.8,0,0,0,0,50,4,2,11,3,3,0,15,,0.61,0.0,12.5,100.0
宮田由佳里,2011-03,東レアローズ,11,7,1,0,0,0.0,0.0,0,0,0,0,11,0,0,1,0,0,0,0,,0.0,0.0,2.3,
小平花織,2010-11,東レアローズ,12,3,0,0,0,,,0,0,0,0,4,0,1,0,2,2,0,0,,0.0,0.0,-6.2,100.0
小平花織,2010-12,東レアローズ,12,7,0,0,0,,,0,0,0,0,10,1,0,2,0,0,0,1,,0.0,0.0,15.0,
小平花織,2011-01,東レアローズ,12,9,1,0,0,0.0,0.0,0,0,0,0,15,1,1,2,0,0,0,1,,0.0,0.0,8.3,
小平花織,2011-02,東レアローズ,12,7,0,0,0,,,0,0,0,0,7,0,1,1,4,4,0,0,,0.0,0.0,0.0,100.0
小平花織,2011-03,東レアローズ,12,2,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
小林亜里沙,2010-11,岡山シーガルズ,17,4,12,2,0,16.7,16.7,0,0,0,1,13,1,2,3,1,1,0,4,,0.5,0.25,9.6,100.0
小林亜里沙,2010-12,岡山シーガルズ,17,16,34,7,2,20.6,14.7,0,0,0,12,43,2,2,12,2,1,0,21,,0.44,0.75,10.5,50.0
小林亜里沙,2011-01,岡山シーガルズ,17,20,38,15,1,39.5,36.8,0,0,0,8,52,2,3,13,13,4,0,25,,0.75,0.4,8.7,30.8
小林亜里沙,2011-02,岡山シーガルズ,17,3,0,0,0,,,0,0,0,0,2,0,1,0,2,0,0,0,,0.0,0.0,-12.5,0.0
山口舞,2010-11,岡山シーガルズ,2,6,56,22,0,39.3,39.3,1,0,0,1,27,1,0,5,23,14,0,24,0.0,3.67,0.17,8.3,60.9
山口舞,2010-12,岡山シーガルズ,2,21,139,53,7,38.1,33.1,6,3,1,9,82,2,3,13,99,56,0,64,50.0,2.52,0.43,5.5,56.6
山口舞,2011-01,岡山シーガルズ,2,27,191,73,10,38.2,33.0,12,4,1,7,92,0,1,19,100,51,0,80,33.3,2.7,0.26,4.9,51.0
山口舞,2011-02,岡山シーガルズ,2,34,211,92,13,43.6,37.4,6,1,0,3,122,2,0,22,147,78,0,97,16.7,2.71,0.09,6.1,53.1
山口舞,2011-03,岡山シーガルズ,2,6,46,12,2,26.1,21.7,2,0,0,4,16,0,0,3,21,16,0,16,0.0,2.0,0.67,4.7,76.2
山本愛,2010-11,JTマーヴェラス,3,6,13,8,0,61.5,61.5,0,0,0,3,10,0,2,2,0,0,0,11,,1.33,0.5,0.0,
山本愛,2010-12,JTマーヴェラス,3,20,79,30,3,38.0,34.2,0,0,0,7,41,2,4,14,6,5,0,39,,1.5,0.35,11.0,83.3
山本愛,2011-01,JTマーヴェラス,3,25,106,47,5,44.3,39.6,0,0,0,12,77,5,9,22,3,2,0,64,,1.88,0.48,10.7,66.7
山本愛,2011-02,JTマーヴェラス,3,31,169,91,6,53.8,50.3,0,0,0,20,97,3,12,22,25,20,0,114,,2.94,0.65,5.7,80.0
山本愛,2011-03,JTマーヴェラス,3,9,40,19,2,47.5,42.5,0,0,0,5,22,0,1,5,0,0,0,24,,2.11,0.56,4.5,
山本陽子,2010-11,トヨタ車体クインシーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山本陽子,2010-12,トヨタ車体クインシーズ,3,4,4,1,0,25.0,25.0,0,0,0,0,7,0,0,0,0,0,0,1,,0.25,0.0,0.0,
山本陽子,2011-01,トヨタ車体クインシーズ,3,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
山本陽子,2011-02,トヨタ車体クインシーズ,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
山田真里,2010-11,トヨタ車体クインシーズ,21,7,15,3,0,20.0,20.0,0,0,0,1,25,1,3,4,81,60,0,5,,0.43,0.14,5.0,74.1
山田真里,2010-12,トヨタ車体クインシーズ,21,10,11,2,2,18.2,0.0,1,1,0,1,28,3,0,11,64,38,0,6,100.0,0.2,0.1,20.5,59.4
山田真里,2011-01,トヨタ車体クインシーズ,21,25,58,14,6,24.1,13.8,1,0,0,8,99,5,6,37,272,184,0,27,0.0,0.56,0.32,12.9,67.6
山田真里,2011-02,トヨタ車体クインシーズ,21,2,0,0,0,,,0,0,0,0,2,0,1,0,1,0,0,0,,0.0,0.0,-12.5,0.0
岡野弘子,2010-11,岡山シーガルズ,15,6,1,0,0,0.0,0.0,0,0,0,1,17,1,1,3,2,2,0,2,,0.0,0.17,8.8,100.0
岡野弘子,2010-12,岡山シーガルズ,15,21,4,2,0,50.0,50.0,0,0,0,4,52,1,4,17,2,0,0,7,,0.1,0.19,8.2,0.0
岡野弘子,2011-01,岡山シーガルズ,15,19,3,0,0,0.0,0.0,0,0,0,2,40,1,1,12,0,0,0,3,,0.0,0.11,9.4,
岡野弘子,2011-02,岡山シーガルズ,15,33,7,3,0,42.9,42.9,0,0,0,2,74,3,2,27,1,1,0,8,,0.09,0.06,12.5,100.0
岡野弘子,2011-03,岡山シーガルズ,15,6,0,0,0,,,0,0,0,0,18,1,1,3,1,0,0,1,,0.0,0.0,8.3,0.0
岩坂名奈,2010-11,久光製薬スプリングス,1,4,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
岩坂名奈,2010-12,久光製薬スプリングス,1,13,32,12,1,37.5,34.4,0,0,0,7,33,2,8,10,0,0,0,21,,0.92,0.54,7.6,
岩坂名奈,2011-01,久光製薬スプリングス,1,24,94,39,3,41.5,38.3,0,0,0,21,79,2,12,20,14,9,0,62,,1.62,0.88,5.1,64.3
岩坂名奈,2011-02,久光製薬スプリングス,1,23,81,28,4,34.6,29.6,0,0,0,12,78,4,11,21,21,14,0,44,,1.22,0.52,8.3,66.7
岩坂名奈,2011-03,久光製薬スプリングス,1,8,26,5,2,19.2,11.5,0,0,0,4,41,1,1,14,16,12,0,10,,0.62,0.5,10.4,75.0
峯村沙紀,2010-12,東レアローズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
峯村沙紀,2011-01,東レアローズ,13,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
峯村沙紀,2011-02,東レアローズ,13,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
峯村沙紀,2011-03,東レアローズ,13,1,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
島村春世,2010-11,NECレッドロケッツ,17,3,1,0,0,0.0,0.0,0,0,0,2,6,0,1,2,0,0,0,2,,0.0,0.67,4.2,
島村春世,2010-12,NECレッドロケッツ,17,11,15,6,2,40.0,26.7,0,0,0,0,16,0,0,4,1,1,0,6,,0.55,0.0,6.2,100.0
島村春世,2011-01,NECレッドロケッツ,17,9,1,0,0,0.0,0.0,0,0,0,0,11,0,2,2,0,0,0,0,,0.0,0.0,0.0,
島村春世,2011-02,NECレッドロケッツ,17,10,0,0,0,,,0,0,0,0,12,0,0,6,0,0,0,0,,0.0,0.0,12.5,
島村春世,2011-03,NECレッドロケッツ,17,4,0,0,0,,,0,0,0,0,4,0,0,2,0,0,0,0,,0.0,0.0,12.5,
川原麻実,2010-11,JTマーヴェラス,15,6,33,18,1,54.5,51.5,6,4,0,0,14,0,1,2,0,0,0,18,66.7,3.0,0.0,1.8,
川原麻実,2010-12,JTマーヴェラス,15,8,60,23,4,38.3,31.7,14,5,1,2,14,0,1,2,1,1,0,25,35.7,2.88,0.25,1.8,100.0
川原麻実,2011-01,JTマーヴェラス,15,4,4,2,1,50.0,25.0,0,0,0,0,1,0,0,1,0,0,0,2,,0.5,0.0,25.0,
川原麻実,2011-02,JTマーヴェラス,15,20,130,35,15,26.9,15.4,31,7,4,0,56,2,3,15,3,2,0,37,22.6,1.75,0.0,8.9,66.7
川原麻実,2011-03,JTマーヴェラス,15,6,58,17,4,29.3,22.4,9,1,1,4,26,0,2,2,0,0,0,21,11.1,2.83,0.67,0.0,
川島亜依美,2010-11,岡山シーガルズ,28,3,2,0,0,0.0,0.0,0,0,0,2,2,0,1,0,0,0,0,2,,0.0,0.67,-12.5,
川島亜依美,2010-12,岡山シーガルズ,28,3,4,1,0,25.0,25.0,0,0,0,0,0,0,0,0,0,0,0,1,,0.33,0.0,,
川島亜依美,2011-01,岡山シーガルズ,28,5,1,0,0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
川島亜依美,2011-02,岡山シーガルズ,28,14,18,8,2,44.4,33.3,0,0,0,3,8,0,2,3,0,0,0,11,,0.57,0.21,3.1,
川島亜依美,2011-03,岡山シーガルズ,28,3,5,1,2,20.0,-20.0,0,0,0,0,0,0,0,0,1,0,0,1,,0.33,0.0,,0.0
川畑愛希,2010-11,岡山シーガルズ,8,6,91,24,3,26.4,23.1,0,0,0,2,20,0,1,2,12,7,0,26,,4.0,0.33,1.2,58.3
川畑愛希,2010-12,岡山シーガルズ,8,20,206,65,15,31.6,24.3,0,0,0,1,71,0,6,23,94,60,0,66,,3.25,0.05,6.0,63.8
川畑愛希,2011-01,岡山シーガルズ,8,20,201,49,15,24.4,16.9,1,0,0,3,50,0,2,18,50,26,0,52,0.0,2.45,0.15,8.0,52.0
川畑愛希,2011-02,岡山シーガルズ,8,15,91,24,4,26.4,22.0,1,0,0,1,27,0,0,8,29,15,0,25,0.0,1.6,0.07,7.4,51.7
川畑愛希,2011-03,岡山シーガルズ,8,4,24,9,0,37.5,37.5,0,0,0,1,9,0,0,0,14,5,0,10,,2.25,0.25,0.0,35.7
平井真栄,2011-01,JTマーヴェラス,21,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
平井真栄,2011-02,JTマーヴェラス,21,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
平井香菜子,2010-11,久光製薬スプリングス,9,10,26,8,1,30.8,26.9,0,0,0,9,22,2,1,3,1,1,0,19,,0.8,0.9,11.4,100.0
平井香菜子,2010-12,久光製薬スプリングス,9,23,66,27,1,40.9,39.4,0,0,0,16,72,2,8,22,4,4,0,45,,1.17,0.7,7.6,100.0
平井香菜子,2011-01,久光製薬スプリングス,9,31,105,48,5,45.7,41.0,0,0,0,10,116,2,7,39,4,4,0,60,,1.55,0.32,8.6,100.0
平井香菜子,2011-02,久光製薬スプリングス,9,34,145,62,7,42.8,37.9,0,0,0,9,102,3,5,28,14,13,0,74,,1.82,0.26,8.6,92.9
平井香菜子,2011-03,久光製薬スプリングス,9,8,37,19,1,51.4,48.6,0,0,0,1,26,0,0,5,11,9,0,20,,2.38,0.12,4.8,81.8
平松美有紀,2010-12,トヨタ車体クインシーズ,18,3,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
平松美有紀,2011-01,トヨタ車体クインシーズ,18,7,13,4,1,30.8,23.1,0,0,0,1,18,0,1,7,1,1,0,5,,0.57,0.14,8.3,100.0
座安琴希,2010-11,久光製薬スプリングス,10,10,0,0,0,,,0,0,0,0,0,0,0,0,52,41,0,0,,0.0,0.0,,78.8
座安琴希,2010-12,久光製薬スプリングス,10,24,0,0,0,,,0,0,0,0,0,0,0,0,132,101,0,0,,0.0,0.0,,76.5
座安琴希,2011-01,久光製薬スプリングス,10,31,0,0,0,,,0,0,0,0,0,0,0,0,114,84,0,0,,0.0,0.0,,73.7
座安琴希,2011-02,久光製薬スプリングス,10,34,0,0,0,,,0,0,0,0,0,0,0,0,158,130,0,0,,0.0,0.0,,82.3
座安琴希,2011-03,久光製薬スプリングス,10,8,0,0,0,,,0,0,0,0,0,0,0,0,36,28,0,0,,0.0,0.0,,77.8
成田郁久美,2010-11,パイオニアレッドウィングス,7,6,17,7,1,41.2,35.3,0,0,0,1,5,0,0,1,21,11,0,8,,1.17,0.17,5.0,52.4
成田郁久美,2010-12,パイオニアレッドウィングス,7,17,63,20,5,31.7,23.8,1,1,0,3,22,0,3,2,66,49,0,23,100.0,1.18,0.18,-1.1,74.2
成田郁久美,2011-01,パイオニアレッドウィングス,7,30,145,47,16,32.4,21.4,2,0,0,8,95,4,17,13,153,110,0,59,0.0,1.57,0.27,3.2,71.9
成田郁久美,2011-02,パイオニアレッドウィングス,7,33,119,32,8,26.9,20.2,2,1,0,11,98,2,14,20,166,112,0,45,50.0,0.97,0.33,3.6,67.5
成田郁久美,2011-03,パイオニアレッドウィングス,7,10,39,11,4,28.2,17.9,0,0,0,5,23,0,2,5,18,14,0,16,,1.1,0.5,3.3,77.8
新鍋理沙,2010-11,久光製薬スプリングス,12,10,126,52,7,41.3,35.7,12,4,1,0,24,0,3,6,34,25,0,52,33.3,5.2,0.0,3.1,73.5
新鍋理沙,2010-12,久光製薬スプリングス,12,21,198,73,13,36.9,30.3,12,4,2,4,50,0,13,6,85,62,0,77,33.3,3.48,0.19,-3.5,72.9
新鍋理沙,2011-01,久光製薬スプリングス,12,28,252,86,19,34.1,26.6,19,4,4,9,54,0,8,12,137,94,0,95,21.1,3.07,0.32,1.9,68.6
新鍋理沙,2011-02,久光製薬スプリングス,12,34,333,139,19,41.7,36.0,14,3,5,5,85,3,7,21,221,180,0,147,21.4,4.09,0.15,7.6,81.4
新鍋理沙,2011-03,久光製薬スプリングス,12,8,88,39,5,44.3,38.6,12,5,1,3,25,0,2,2,65,48,0,42,41.7,4.88,0.38,0.0,73.8
服部梨花,2010-11,パイオニアレッドウィングス,27,6,21,5,1,23.8,19.0,0,0,0,3,11,0,2,2,1,1,0,8,,0.83,0.5,0.0,100.0
服部梨花,2010-12,パイオニアレッドウィングス,27,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
服部梨花,2011-01,パイオニアレッドウィングス,27,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
服部鮎弥,2010-11,トヨタ車体クインシーズ,16,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
服部鮎弥,2010-12,トヨタ車体クインシーズ,16,2,17,3,0,17.6,17.6,0,0,0,0,3,0,0,0,13,6,0,3,,1.5,0.0,0.0,46.2
服部鮎弥,2011-01,トヨタ車体クインシーズ,16,5,32,8,1,25.0,21.9,0,0,0,2,10,0,1,6,34,25,0,10,,1.6,0.4,12.5,73.5
服部鮎弥,2011-02,トヨタ車体クインシーズ,16,11,67,19,4,28.4,22.4,0,0,0,1,33,0,0,10,92,61,0,20,,1.73,0.09,7.6,66.3
服部鮎弥,2011-03,トヨタ車体クインシーズ,16,1,0,0,0,,,0,0,0,0,0,0,0,0,2,0,0,0,,0.0,0.0,,0.0
木村沙織,2010-11,東レアローズ,5,6,99,32,6,32.3,26.3,19,5,3,1,27,3,4,3,42,32,0,36,26.3,5.33,0.17,10.2,76.2
木村沙織,2010-12,東レアローズ,5,23,302,113,10,37.4,34.1,60,19,3,7,110,12,14,38,234,167,0,132,31.7,4.91,0.3,16.4,71.4
木村沙織,2011-01,東レアローズ,5,31,388,156,26,40.2,33.5,49,17,5,9,125,3,10,46,294,198,0,168,34.7,5.03,0.29,9.6,67.3
木村沙織,2011-02,東レアローズ,5,32,442,154,30,34.8,28.1,46,10,3,10,120,7,7,34,277,191,0,171,21.7,4.81,0.31,11.5,69.0
木村沙織,2011-03,東レアローズ,5,8,98,33,4,33.7,29.6,13,5,0,2,26,1,2,10,65,48,0,36,38.5,4.12,0.25,11.5,73.8
木村美里,2010-12,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村美里,2011-01,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村美里,2011-02,東レアローズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
木村美里,2011-03,東レアローズ,15,5,0,0,0,,,0,0,0,0,0,0,0,0,23,20,0,0,,0.0,0.0,,87.0
本田つばさ,2010-11,デンソーエアリービーズ,15,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
本田つばさ,2010-12,デンソーエアリービーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
本田つばさ,2011-01,デンソーエアリービーズ,15,4,0,0,0,,,0,0,0,0,4,0,2,1,0,0,0,0,,0.0,0.0,-6.2,
本田つばさ,2011-02,デンソーエアリービーズ,15,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
杉山祥子,2010-11,NECレッドロケッツ,2,6,36,14,1,38.9,36.1,0,0,0,3,25,0,3,6,0,0,0,17,,2.33,0.5,3.0,
杉山祥子,2010-12,NECレッドロケッツ,2,24,114,61,6,53.5,48.2,0,0,0,11,70,3,3,20,6,4,0,75,,2.54,0.46,10.4,66.7
杉山祥子,2011-01,NECレッドロケッツ,2,28,152,61,6,40.1,36.2,0,0,0,16,83,0,3,17,7,3,0,77,,2.18,0.57,4.2,42.9
杉山祥子,2011-02,NECレッドロケッツ,2,32,164,70,2,42.7,41.5,0,0,0,31,69,0,2,6,15,11,0,101,,2.19,0.97,1.4,73.3
杉山祥子,2011-03,NECレッドロケッツ,2,8,44,15,4,34.1,25.0,0,0,0,6,24,2,0,2,0,0,0,23,,1.88,0.75,10.4,
杉本早希,2010-11,パイオニアレッドウィングス,2,4,0,0,0,,,0,0,0,0,4,0,1,0,0,0,0,0,,0.0,0.0,-6.2,
杉本早希,2010-12,パイオニアレッドウィングス,2,10,4,2,0,50.0,50.0,4,2,0,0,12,0,4,5,2,2,0,2,50.0,0.2,0.0,2.1,100.0
杉本早希,2011-01,パイオニアレッドウィングス,2,8,4,0,2,0.0,-50.0,2,0,1,0,9,0,3,2,2,1,0,0,0.0,0.0,0.0,-2.8,50.0
杉本早希,2011-02,パイオニアレッドウィングス,2,3,0,0,0,,,0,0,0,0,5,0,1,3,0,0,0,0,,0.0,0.0,10.0,
杉本早希,2011-03,パイオニアレッドウィングス,2,2,0,0,0,,,0,0,0,0,2,0,0,1,1,0,0,0,,0.0,0.0,12.5,0.0
村田しおり,2011-01,久光製薬スプリングス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
村田しおり,2011-02,久光製薬スプリングス,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
村田奈都美,2010-11,岡山シーガルズ,12,2,21,3,5,14.3,-9.5,0,0,0,0,2,0,1,1,5,4,0,3,,1.5,0.0,0.0,80.0
村田奈都美,2010-12,岡山シーガルズ,12,5,41,8,1,19.5,17.1,0,0,0,0,11,1,1,1,5,4,0,9,,1.6,0.0,9.1,80.0
村田奈都美,2011-02,岡山シーガルズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
村田奈都美,2011-03,岡山シーガルズ,12,4,47,8,0,17.0,17.0,0,0,0,1,10,1,1,3,8,3,0,10,,2.0,0.25,15.0,37.5
東谷幸子,2011-01,岡山シーガルズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松浦寛子,2010-11,NECレッドロケッツ,9,6,33,13,3,39.4,30.3,0,0,0,0,33,1,2,10,42,25,0,14,,2.17,0.0,9.1,59.5
松浦寛子,2010-12,NECレッドロケッツ,9,23,108,38,11,35.2,25.0,0,0,0,3,66,1,6,21,88,44,0,42,,1.65,0.13,7.2,50.0
松浦寛子,2011-01,NECレッドロケッツ,9,28,145,53,10,36.6,29.7,0,0,0,10,108,3,10,22,88,48,0,66,,1.89,0.36,5.6,54.5
松浦寛子,2011-02,NECレッドロケッツ,9,32,185,65,17,35.1,25.9,0,0,0,8,125,3,9,42,109,73,0,76,,2.03,0.25,9.0,67.0
松浦寛子,2011-03,NECレッドロケッツ,9,8,51,11,3,21.6,15.7,0,0,0,2,36,3,0,8,41,29,0,16,,1.38,0.25,13.9,70.7
松浦麻琴,2010-11,NECレッドロケッツ,5,6,0,0,0,,,0,0,0,1,26,0,3,9,0,0,0,1,,0.0,0.17,5.8,
松浦麻琴,2010-12,NECレッドロケッツ,5,24,7,3,0,42.9,42.9,0,0,0,4,101,1,5,17,1,0,0,8,,0.12,0.17,4.0,0.0
松浦麻琴,2011-01,NECレッドロケッツ,5,19,4,0,1,0.0,-25.0,0,0,0,3,69,6,4,10,0,0,0,9,,0.0,0.16,10.9,
松浦麻琴,2011-02,NECレッドロケッツ,5,30,6,3,0,50.0,50.0,1,0,0,5,92,4,3,25,1,0,0,12,0.0,0.1,0.17,10.3,0.0
松浦麻琴,2011-03,NECレッドロケッツ,5,7,4,3,0,75.0,75.0,0,0,0,1,13,1,0,3,1,0,0,5,,0.43,0.14,13.5,0.0
板橋恵,2010-11,パイオニアレッドウィングス,3,5,0,0,0,,,0,0,0,0,6,0,2,0,0,0,0,0,,0.0,0.0,-8.3,
板橋恵,2010-12,パイオニアレッドウィングス,3,11,1,1,0,100.0,100.0,0,0,0,0,11,0,2,3,0,0,0,1,,0.09,0.0,2.3,
板橋恵,2011-01,パイオニアレッドウィングス,3,20,0,0,0,,,0,0,0,0,24,0,6,8,0,0,0,0,,0.0,0.0,2.1,
板橋恵,2011-02,パイオニアレッドウィングス,3,19,0,0,0,,,0,0,0,0,27,0,5,10,0,0,0,0,,0.0,0.0,4.6,
板橋恵,2011-03,パイオニアレッドウィングス,3,7,0,0,0,,,0,0,0,0,8,0,0,6,0,0,0,0,,0.0,0.0,18.8,
栄絵里香,2010-11,デンソーエアリービーズ,18,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
栄絵里香,2010-12,デンソーエアリービーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
栄絵里香,2011-01,デンソーエアリービーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
栄絵里香,2011-02,デンソーエアリービーズ,18,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
栄絵里香,2011-03,デンソーエアリービーズ,18,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
栗原恵,2010-11,パイオニアレッドウィングス,1,6,88,25,9,28.4,18.2,16,8,0,3,20,1,0,5,18,11,0,29,50.0,4.17,0.5,11.2,61.1
栗原恵,2010-12,パイオニアレッドウィングス,1,22,205,78,11,38.0,32.7,37,15,4,17,88,4,4,26,75,39,0,99,40.5,3.55,0.77,10.8,52.0
栗原恵,2011-01,パイオニアレッドウィングス,1,4,47,11,1,23.4,21.3,21,2,1,2,8,0,0,5,0,0,0,13,9.5,2.75,0.5,15.6,
栗原恵,2011-02,パイオニアレッドウィングス,1,4,3,0,1,0.0,-33.3,0,0,0,0,4,0,0,2,0,0,0,0,,0.0,0.0,12.5,
梶原雪路,2010-11,トヨタ車体クインシーズ,22,8,0,0,0,,,0,0,0,0,0,0,0,0,34,31,0,0,,0.0,0.0,,91.2
梶原雪路,2010-12,トヨタ車体クインシーズ,22,21,0,0,0,,,0,0,0,0,0,0,0,0,101,58,0,0,,0.0,0.0,,57.4
梶原雪路,2011-01,トヨタ車体クインシーズ,22,24,0,0,0,,,0,0,0,0,0,0,0,0,119,87,0,0,,0.0,0.0,,73.1
梶原雪路,2011-02,トヨタ車体クインシーズ,22,29,0,0,0,,,0,0,0,0,0,0,0,0,147,105,0,0,,0.0,0.0,,71.4
梶原雪路,2011-03,トヨタ車体クインシーズ,22,8,0,0,0,,,0,0,0,0,0,0,0,0,51,42,0,0,,0.0,0.0,,82.4
森和代,2010-11,岡山シーガルズ,21,6,39,14,1,35.9,33.3,0,0,0,3,16,0,2,4,22,12,0,17,,2.33,0.5,3.1,54.5
森和代,2010-12,岡山シーガルズ,21,21,142,59,4,41.5,38.7,1,0,0,13,46,0,3,8,16,10,0,72,0.0,2.81,0.62,2.7,62.5
森和代,2011-01,岡山シーガルズ,21,25,146,53,10,36.3,29.5,3,0,0,18,68,1,3,25,59,33,0,72,0.0,2.12,0.72,9.6,55.9
森和代,2011-02,岡山シーガルズ,21,34,193,74,8,38.3,34.2,1,0,0,21,87,0,3,18,73,39,0,95,0.0,2.18,0.62,4.3,53.4
森和代,2011-03,岡山シーガルズ,21,6,40,17,2,42.5,37.5,0,0,0,2,19,0,1,2,7,4,0,19,,2.83,0.33,1.3,57.1
櫻井由香,2010-11,デンソーエアリービーズ,9,9,0,0,0,,,0,0,0,0,0,0,0,0,38,36,0,0,,0.0,0.0,,94.7
