名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率
大内世莉香,仙台ベルフィーユ,13,76,0,0,0,,,0,0,0,0,0,0,0,0,449,264,0,,0.0,0.0,
大楠鼓雪,大野石油広島オイラーズ,5,77,531,187,26,35.2,30.3,0,0,0,37,287,9,19,127,17,7,0,,2.4,0.5,12.5
大盛梢,KUROBEアクアフェアリーズ,14,5,2,1,0,50.0,50.0,0,0,0,1,8,0,0,4,0,0,0,,0.2,0.2,12.5
太田あかり,KUROBEアクアフェアリーズ,12,58,667,188,27,28.2,24.1,68,16,3,9,127,4,3,52,11,4,0,23.5,3.2,0.2,12.8
奥村麻依,JTマーヴェラス,3,70,361,160,9,44.3,41.8,0,0,0,71,224,4,1,81,6,2,0,,2.3,1.0,10.7
宇田沙織,PFUブルーキャッツ,16,68,197,58,21,29.4,18.8,2,0,1,10,197,6,11,88,240,154,0,0.0,0.9,0.1,12.8
安藤典莉子,JTマーヴェラス,12,21,66,27,0,40.9,40.9,1,0,0,7,13,0,0,0,4,1,0,0.0,1.3,0.3,0.0
宮井遥,JAぎふリオレーナ,6,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
宮城奈菜子,KUROBEアクアフェアリーズ,6,33,126,42,10,33.3,25.4,0,0,0,11,61,3,5,25,5,2,0,,1.3,0.3,13.1
寺井有美,JTマーヴェラス,8,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0
小川杏奈,JTマーヴェラス,13,4,8,2,1,25.0,12.5,0,0,0,1,3,0,1,2,0,0,0,,0.5,0.2,8.3
小幡真子,JTマーヴェラス,15,70,0,0,0,,,0,0,0,0,0,0,0,0,340,230,0,,0.0,0.0,
小清水茉弥,柏エンゼルクロス,17,74,418,142,20,34.0,29.2,0,0,0,21,238,6,4,72,5,3,0,,1.9,0.3,9.7
山形美沙紀,フォレストリーヴズ熊本,2,79,271,70,17,25.8,19.6,0,0,0,5,210,10,8,78,500,284,0,,0.9,0.1,13.1
山本美沙,JTマーヴェラス,16,26,5,3,0,60.0,60.0,0,0,0,2,35,1,3,12,0,0,0,,0.1,0.1,9.3
山本裕香,JAぎふリオレーナ,5,7,20,6,1,30.0,25.0,0,0,0,0,4,1,0,1,6,4,0,,0.9,0.0,31.2
岡部彩花,JAぎふリオレーナ,8,77,906,314,37,34.7,30.6,21,5,2,15,339,18,16,146,59,19,0,23.8,4.1,0.2,14.9
川上真央,PFUブルーキャッツ,1,11,45,14,3,31.1,24.4,2,1,0,2,14,0,0,4,9,3,0,50.0,1.3,0.2,7.1
川口美久,フォレストリーヴズ熊本,3,79,954,285,59,29.9,23.7,0,0,0,20,183,11,11,63,85,41,0,,3.6,0.3,13.1
川尻彩香,仙台ベルフィーユ,20,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
平川実愛,大野石油広島オイラーズ,2,40,93,21,2,22.6,20.4,1,1,0,0,75,6,2,42,95,46,0,100.0,0.5,0.0,21.3
平谷里奈,KUROBEアクアフェアリーズ,11,52,611,199,46,32.6,25.0,72,11,11,21,175,11,9,82,288,169,0,15.3,3.8,0.4,16.7
座安好香,柏エンゼルクロス,3,28,0,0,0,,,0,0,0,0,0,0,0,0,130,84,0,,0.0,0.0,
廣瀬彩乃,JAぎふリオレーナ,12,77,445,157,20,35.3,30.8,0,0,0,45,267,12,13,106,5,1,0,,2.0,0.6,13.2
彌永衣利,PFUブルーキャッツ,7,15,65,18,2,27.7,24.6,0,0,0,4,45,1,2,13,82,43,0,,1.2,0.3,8.3
押川真保,大野石油広島オイラーズ,7,17,12,2,1,16.7,8.3,0,0,0,0,6,0,0,0,0,0,0,,0.1,0.0,0.0
斉藤千佳,フォレストリーヴズ熊本,1,54,203,53,15,26.1,18.7,4,2,0,17,64,3,5,20,7,3,0,50.0,1.0,0.3,10.5
新井祐喜子,PFUブルーキャッツ,18,65,0,0,0,,,0,0,0,0,0,0,0,0,122,86,0,,0.0,0.0,
本間真樹子,JAぎふリオレーナ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
松本晴香,大野石油広島オイラーズ,9,75,996,284,59,28.5,22.6,62,12,16,31,249,3,24,50,2,0,0,19.4,3.8,0.4,3.8
松浦寛子,PFUブルーキャッツ,9,62,29,8,3,27.6,17.2,0,0,0,47,238,7,15,85,2,0,0,,0.1,0.8,10.3
柏木裕香,KUROBEアクアフェアリーズ,15,3,9,3,2,33.3,11.1,0,0,0,1,2,0,0,0,0,0,0,,1.0,0.3,0.0
梅津結子,仙台ベルフィーユ,10,25,51,14,5,27.5,17.6,0,0,0,8,37,0,1,16,3,0,0,,0.6,0.3,10.1
槇田莉乃,PFUブルーキャッツ,20,5,0,0,0,,,0,0,0,0,5,0,2,1,0,0,0,,0.0,0.0,-5.0
樋口沙樹,JAぎふリオレーナ,17,77,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,
橘井友香,JTマーヴェラス,14,6,22,8,1,36.4,31.8,1,0,0,0,16,1,2,7,15,7,0,0.0,1.3,0.0,14.1
正田美友貴,大野石油広島オイラーズ,8,6,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,
正里菜,JAぎふリオレーナ,7,77,63,22,2,34.9,31.7,0,0,0,10,286,15,13,115,4,1,0,,0.3,0.1,14.2
武次稜佳,フォレストリーヴズ熊本,14,79,629,192,39,30.5,24.3,0,0,0,7,246,8,5,97,806,416,0,,2.4,0.1,12.6
江森圭美,柏エンゼルクロス,7,75,648,184,43,28.4,21.8,14,5,4,16,252,17,26,86,524,309,0,35.7,2.5,0.2,12.7
江畑幸子,PFUブルーキャッツ,5,41,560,216,45,38.6,30.5,120,39,12,26,166,10,20,80,0,0,0,32.5,5.3,0.6,15.1
河野舞,柏エンゼルクロス,8,38,251,88,18,35.1,27.9,20,9,3,7,86,2,5,29,65,25,0,45.0,2.3,0.2,9.3
浮島綾乃,大野石油広島オイラーズ,17,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
清水まどか,PFUブルーキャッツ,14,25,1,0,0,0.0,0.0,0,0,0,0,37,2,1,12,3,3,0,,0.0,0.0,12.8
清水玲衣,柏エンゼルクロス,13,41,352,118,23,33.5,27.0,12,1,0,8,66,2,5,23,87,34,0,8.3,2.9,0.2,9.8
清水眞衣,PFUブルーキャッツ,12,36,114,42,7,36.8,30.7,0,0,0,14,74,3,5,24,3,1,0,,1.2,0.4,10.5
渡邉和香里,仙台ベルフィーユ,7,56,64,30,6,46.9,37.5,0,0,0,6,47,3,1,18,144,64,0,,0.5,0.1,15.4
渡邊彩,仙台ベルフィーユ,11,76,631,261,25,41.4,37.4,0,0,0,34,234,12,11,84,8,7,0,,3.4,0.4,12.9
田中瑞稀,JTマーヴェラス,11,66,605,216,30,35.7,30.7,47,16,6,14,249,3,18,84,441,234,0,34.0,3.3,0.2,7.8
田中美咲,JTマーヴェラス,7,67,38,16,0,42.1,42.1,2,1,0,12,261,10,9,111,4,0,0,50.0,0.2,0.2,13.6
田井琴美,大野石油広島オイラーズ,4,73,533,146,38,27.4,20.3,2,0,1,12,291,5,21,123,410,243,0,0.0,2.0,0.2,10.5
田代麻樹,JAぎふリオレーナ,1,77,455,149,22,32.7,27.9,0,0,0,40,241,11,6,87,5,2,0,,1.9,0.5,13.0
田村真希,柏エンゼルクロス,1,28,0,0,0,,,0,0,0,0,41,3,4,15,0,0,0,,0.0,0.0,14.0
矢城あさみ,フォレストリーヴズ熊本,10,80,682,233,43,34.2,27.9,0,0,0,31,176,4,15,59,3,0,0,,2.9,0.4,8.5
矢山美沙,大野石油広島オイラーズ,1,77,308,88,17,28.6,23.1,1,0,0,22,209,2,6,68,5,1,0,0.0,1.1,0.3,8.4
矢野美子,PFUブルーキャッツ,11,73,194,81,13,41.8,35.1,0,0,0,57,215,3,13,69,3,1,0,,1.1,0.8,7.9
石川綾菜,柏エンゼルクロス,4,52,618,196,49,31.7,23.8,81,25,9,8,115,2,16,36,76,33,0,30.9,3.8,0.2,6.1
石橋朋美,PFUブルーキャッツ,4,23,10,5,1,50.0,40.0,0,0,0,5,52,0,4,18,1,0,0,,0.2,0.2,6.7
磯部成里,大野石油広島オイラーズ,10,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
神田さくら,PFUブルーキャッツ,13,5,3,1,0,33.3,33.3,0,0,0,0,5,0,0,0,0,0,0,,0.2,0.0,0.0
福島里奈,フォレストリーヴズ熊本,17,19,51,14,5,27.5,17.6,0,0,0,8,60,3,1,20,1,0,0,,0.7,0.4,12.9
福田みつ子,フォレストリーヴズ熊本,4,79,607,210,25,34.6,30.5,1,0,0,27,280,14,15,104,4,4,0,0.0,2.7,0.3,12.9
福田有里,大野石油広島オイラーズ,3,77,0,0,0,,,0,0,0,0,0,0,0,0,461,242,0,,0.0,0.0,
竹本由美,柏エンゼルクロス,2,75,49,24,0,49.0,49.0,6,3,0,6,237,6,5,69,5,0,0,50.0,0.3,0.1,9.3
笹山みなみ,仙台ベルフィーユ,9,76,32,8,2,25.0,18.8,0,0,0,2,293,12,10,138,3,1,0,,0.1,0.0,15.0
色摩知巳,KUROBEアクアフェアリーズ,5,19,43,17,0,39.5,39.5,0,0,0,1,20,1,0,10,25,9,0,,0.9,0.1,17.5
芥川愛加,JTマーヴェラス,1,70,332,172,29,51.8,43.1,0,0,0,58,287,22,27,123,6,1,0,,2.5,0.8,16.0
荻野雅子,仙台ベルフィーユ,6,21,28,14,2,50.0,42.9,0,0,0,0,32,3,0,13,55,30,0,,0.7,0.0,19.5
菅野菜緒美,KUROBEアクアフェアリーズ,10,48,275,90,8,32.7,29.8,4,1,1,12,149,11,7,65,243,131,0,25.0,1.9,0.2,17.1
萩原希,柏エンゼルクロス,11,71,424,113,27,26.7,20.3,1,0,0,8,174,3,8,47,356,183,0,0.0,1.6,0.1,7.3
谷七海,PFUブルーキャッツ,22,60,0,0,0,,,0,0,0,0,0,0,0,0,213,126,0,,0.0,0.0,
逆瀬川由衣,仙台ベルフィーユ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,
酢田眞実,フォレストリーヴズ熊本,9,61,2,0,0,0.0,0.0,0,0,0,0,88,3,3,37,0,0,0,,0.0,0.0,13.1
野上紗希,大野石油広島オイラーズ,16,3,0,0,0,,,0,0,0,0,5,0,0,2,0,0,0,,0.0,0.0,10.0
金杉由香,JTマーヴェラス,9,29,208,78,18,37.5,28.8,27,5,5,1,99,11,7,47,18,7,0,18.5,2.7,0.0,21.2
雨堤みなみ,仙台ベルフィーユ,2,65,603,199,34,33.0,27.4,10,1,1,13,251,18,14,111,17,6,0,10.0,3.1,0.2,16.8
馬渡晴菜,大野石油広島オイラーズ,6,74,71,32,2,45.1,42.3,1,0,0,25,241,5,9,108,4,1,0,0.0,0.4,0.3,12.3
駒井士峰,KUROBEアクアフェアリーズ,7,80,0,0,0,,,0,0,0,0,0,0,0,0,464,304,0,,0.0,0.0,
高本佳澄,大野石油広島オイラーズ,12,77,835,309,69,37.0,28.7,0,0,0,29,147,7,23,60,595,266,0,,4.0,0.4,11.1
高桑裕恵,柏エンゼルクロス,9,61,238,83,13,34.9,29.4,0,0,0,37,194,3,15,63,6,4,0,,1.4,0.6,7.7
高橋千晶,PFUブルーキャッツ,17,50,163,46,10,28.2,22.1,2,0,0,2,110,1,7,29,144,93,0,0.0,0.9,0.0,5.9
高橋咲妃惠,仙台ベルフィーユ,3,75,620,198,37,31.9,26.0,2,0,0,9,224,10,20,86,400,287,0,0.0,2.6,0.1,11.8
高橋昌美,JTマーヴェラス,2,16,20,5,2,25.0,15.0,3,0,1,0,23,1,0,12,44,18,0,0.0,0.3,0.0,17.4
鶴ヶ崎佳寿葉,柏エンゼルクロス,14,73,0,0,0,,,0,0,0,0,34,1,1,17,305,189,0,,0.0,0.0,14.7
黒木麻衣,柏エンゼルクロス,6,20,0,0,0,,,0,0,0,1,14,0,0,4,0,0,0,,0.0,0.0,7.1
齊藤葉月,柏エンゼルクロス,12,24,144,51,4,35.4,32.6,0,0,0,0,70,5,1,27,84,42,0,,2.1,0.0,16.4
