名前,年月,チーム,背番号,月,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
シッティラックオヌマー,2015-11,JTマーヴェラス,6,77,21,190,80,9,42.1,37.4,26,7,2,11,80,8,12,21,1,1,0,26.9,3.81,0.52,12.8,100.0
シッティラックオヌマー,2015-12,JTマーヴェラス,6,24,6,61,19,5,31.1,23.0,9,0,1,3,25,2,5,14,2,0,0,0.0,3.17,0.5,17.0,0.0
シッティラックオヌマー,2016-01,JTマーヴェラス,6,6,15,123,54,12,43.9,34.1,11,4,2,2,67,4,7,26,5,3,0,36.4,3.6,0.13,13.1,60.0
シッティラックオヌマー,2016-02,JTマーヴェラス,6,12,17,152,67,15,44.1,34.2,14,8,0,6,75,9,9,32,3,1,0,57.1,3.94,0.35,19.7,33.3
ドリスジェニファー,2015-11,PFUブルーキャッツ,2,77,25,181,92,4,50.8,48.6,0,0,0,25,70,4,3,22,0,0,0,,3.68,1.0,12.5,
ドリスジェニファー,2015-12,PFUブルーキャッツ,2,24,7,53,29,2,54.7,50.9,0,0,0,12,20,1,1,4,0,0,0,,4.14,1.71,8.8,
ドリスジェニファー,2016-01,PFUブルーキャッツ,2,3,7,45,24,0,53.3,53.3,0,0,0,5,19,2,1,5,0,0,0,,3.43,0.71,15.8,
ドリスジェニファー,2016-02,PFUブルーキャッツ,2,2,5,29,15,2,51.7,44.8,0,0,0,2,7,1,0,3,0,0,0,,3.0,0.4,25.0,
三橋聡恵,2015-11,PFUブルーキャッツ,8,77,25,246,85,19,34.6,26.8,3,0,0,9,99,5,11,31,178,98,0,0.0,3.4,0.36,10.1,55.1
三橋聡恵,2015-12,PFUブルーキャッツ,8,24,7,82,23,4,28.0,23.2,0,0,0,0,31,1,4,8,61,34,0,,3.29,0.0,6.5,55.7
三橋聡恵,2016-01,PFUブルーキャッツ,8,6,19,219,77,15,35.2,28.3,31,5,8,9,88,10,7,35,167,95,0,16.1,4.05,0.47,19.3,56.9
三橋聡恵,2016-02,PFUブルーキャッツ,8,12,21,242,75,19,31.0,23.1,18,8,2,6,70,3,11,25,164,93,0,44.4,3.57,0.29,9.3,56.7
中村亜友美,2015-11,JTマーヴェラス,4,77,22,162,58,11,35.8,29.0,15,2,1,13,84,6,5,40,114,68,0,13.3,2.64,0.59,17.6,59.6
中村亜友美,2015-12,JTマーヴェラス,4,24,6,49,19,0,38.8,38.8,2,1,0,2,24,0,3,9,33,20,0,50.0,3.17,0.33,6.2,60.6
中村亜友美,2016-01,JTマーヴェラス,4,6,21,140,55,6,39.3,35.0,7,0,2,9,76,5,3,41,140,92,0,0.0,2.62,0.43,19.1,65.7
中村亜友美,2016-02,JTマーヴェラス,4,12,20,150,56,13,37.3,28.7,6,0,1,5,82,8,13,33,127,83,0,0.0,2.8,0.25,15.9,65.4
