名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
フォフィーニャアナパウラ,久光製薬スプリングス,11,3,40,10,5,25.0,12.5,3,0,2,1,12,0,0,7,23,8,0,11,0.0,3.3,0.3,14.6,34.8
フリールマノン,東レアローズ,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
中道瞳,東レアローズ,4,3,1,0,0,0.0,0.0,0,0,0,0,10,0,1,5,1,0,0,0,,0.0,0.0,10.0,0.0
丸山亜季,岡山シーガルズ,20,5,0,0,0,,,0,0,0,0,0,0,0,0,19,12,0,0,,0.0,0.0,,63.2
二見梓,東レアローズ,16,3,10,6,1,60.0,50.0,0,0,0,4,9,1,1,3,0,0,0,11,,2.0,1.3,16.7,
井上奈々朱,デンソーエアリービーズ,11,5,19,5,3,26.3,10.5,0,0,0,3,20,1,2,6,1,0,0,9,,1.0,0.6,10.0,0.0
南美寿希,久光製薬スプリングス,12,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
卜部里菜,岡山シーガルズ,22,2,0,0,0,,,0,0,0,0,3,0,0,2,3,2,0,0,,0.0,0.0,16.7,66.7
古藤千鶴,久光製薬スプリングス,2,3,0,0,0,,,0,0,0,1,10,2,1,5,0,0,0,3,,0.0,0.3,30.0,
吉田みなみ,岡山シーガルズ,1,5,12,1,2,8.3,-8.3,0,0,0,0,6,0,0,1,24,17,0,1,,0.2,0.0,4.2,70.8
大竹里歩,デンソーエアリービーズ,3,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
宮下遥,岡山シーガルズ,14,5,0,0,0,,,0,0,0,2,14,0,1,2,1,0,0,2,,0.0,0.4,1.8,0.0
宮田由佳里,東レアローズ,9,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
小平花織,東レアローズ,10,2,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
山口舞,岡山シーガルズ,2,5,35,16,2,45.7,40.0,1,0,0,0,17,0,0,2,7,6,0,16,0.0,3.2,0.0,2.9,85.7
岡野弘子,岡山シーガルズ,15,4,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
岩坂名奈,久光製薬スプリングス,4,2,1,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
峯村沙紀,東レアローズ,11,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
川島亜依美,岡山シーガルズ,28,4,9,1,0,11.1,11.1,0,0,0,4,11,0,0,5,1,0,0,5,,0.2,1.0,11.4,0.0
川畑愛希,岡山シーガルズ,8,4,59,19,2,32.2,28.8,0,0,0,1,10,0,0,2,14,6,0,20,,4.8,0.2,5.0,42.9
