試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,1,,江藤直美,3,■,■,■,nan,nan,15,4,2,26.7,13.3,1.33,0,0,0,-,1,0.33,5,0,0,1,5.0,1,0,0,0.0,5
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,2,,谷口雅美,3,■,■,■,nan,nan,25,9,4,36.0,20.0,3.00,5,4,0,80.0,0,-,9,0,1,3,8.3,18,13,0,72.2,9
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,3,,モレーノケニー,3,■,■,■,nan,nan,43,13,6,30.2,16.3,4.33,18,1,3,5.6,4,1.33,12,0,1,3,6.2,1,1,0,100.0,17
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,4,,久保雅,2,□,□,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,5,L,菅山かおる,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,7,0,70.0,0
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,7,,竹下佳江,3,■,■,■,nan,nan,4,3,0,75.0,75.0,1.00,2,1,0,50.0,0,-,8,0,0,1,3.1,0,0,0,-,3
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,8,,高木理江,3,■,■,■,nan,nan,27,3,1,11.1,7.4,1.00,0,0,0,-,0,-,7,1,0,3,25.0,20,13,0,65.0,4
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,9,,宝来麻紀子,3,■,■,■,nan,nan,12,3,0,25.0,25.0,1.00,0,0,0,-,0,-,16,0,0,5,7.8,3,1,0,33.3,3
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,10,,河村聖子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,12,,平山恵,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,5,4,0,80.0,0
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,15,,位田愛,1,nan,nan,□,nan,nan,5,1,0,20.0,20.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,7,5,0,71.4,1
2007-04-06,04,JTマーヴェラス,久光製薬スプリングス,17,,小酒翔子,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,0
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,1,,野田昌代,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,2,,成田郁久美,3,■,■,■,nan,nan,12,7,0,58.3,58.3,2.33,0,0,0,-,1,0.33,9,0,0,2,5.6,10,8,0,80.0,8
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,4,,先野久美子,3,■,■,■,nan,nan,22,12,1,54.5,50.0,4.00,0,0,0,-,0,-,14,0,0,3,5.4,1,1,0,100.0,12
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,5,,小山修加,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,6,,上田かおり,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,7,,狩野美雪,3,■,■,■,nan,nan,34,9,3,26.5,17.6,3.00,4,0,0,0.0,0,-,14,1,1,5,14.6,25,20,0,80.0,10
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,8,,大村加奈子,3,■,■,■,nan,nan,13,7,1,53.8,46.2,2.33,0,0,0,-,2,0.67,12,0,3,3,6.2,1,0,0,0.0,9
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,10,L,佐野優子,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,16,0,66.7,0
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,11,,フォフィーニャアナパウラ,3,■,■,■,nan,nan,53,13,4,24.5,17.0,4.33,12,2,1,16.7,2,0.67,10,0,2,3,7.5,0,0,0,-,15
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,12,,渡辺真由美,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,1,0,1,35.0,0,0,0,-,1
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,14,,吉田あい,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,0.0,0,0,0,-,0
2007-04-06,04,久光製薬スプリングス,JTマーヴェラス,17,,橋本直子,3,■,■,■,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.33,12,1,2,2,12.5,0,0,0,-,2
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,0,,吉澤智恵,4,■,■,■,■,nan,44,16,4,36.4,27.3,4.00,7,1,2,14.3,2,0.50,12,1,1,3,12.9,27,17,0,63.0,19
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,3,,エステスイェヴゲーニャ,4,■,■,■,■,nan,56,22,4,39.3,32.1,5.50,12,3,3,25.0,2,0.50,12,0,1,3,6.2,11,8,0,72.7,24
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,5,,足立留美,2,nan,nan,□,□,nan,2,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,1,25.0,1,0,0,0.0,0
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,7,,内藤香菜子,4,■,■,■,■,nan,19,6,1,31.6,26.3,1.50,0,0,0,-,2,0.50,11,0,0,6,13.6,7,4,0,57.1,8
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,8,,五十川葉子,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,10,,井村仁美,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,17,0,1,6,8.8,0,0,0,-,0
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,12,,伊豫谷瞳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,13,,田向友美,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,8,0,0,5,15.6,0,0,0,-,0
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,14,,三澤由佳,4,□,■,■,■,nan,14,5,1,35.7,28.6,1.25,0,0,0,-,3,0.75,13,0,2,5,9.6,0,0,0,-,8
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,20,,石川友紀,1,■,nan,nan,nan,nan,3,0,1,0.0,-33.3,-,0,0,0,-,0,-,3,0,0,0,0.0,0,0,0,-,0
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,22,,石田瑞穂,4,■,■,■,■,nan,27,9,4,33.3,18.5,2.25,3,2,1,66.7,1,0.25,14,0,1,7,12.5,19,12,0,63.2,10
2007-04-06,04,武富士バンブー,パイオニアレッドウィングス,33,L,和久山志恵里,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,22,18,0,81.8,0
2007-04-06,04,パイオニアレッドウィングス,武富士バンブー,0,,佐々木みき,4,■,■,■,■,nan,44,15,2,34.1,29.5,3.75,7,1,0,14.3,2,0.50,13,1,1,3,13.5,14,9,0,64.3,18
2007-04-06,04,パイオニアレッドウィングス,武富士バンブー,1,,栗原恵,4,■,■,■,■,nan,46,17,3,37.0,30.4,4.25,11,2,0,18.2,1,0.25,14,0,3,1,1.8,23,13,0,56.5,18
2007-04-06,04,パイオニアレッドウィングス,武富士バンブー,3,,バックマンエリザベス,4,□,□,□,□,nan,4,3,0,75.0,75.0,0.75,0,0,0,-,3,0.75,7,0,3,0,0.0,0,0,0,-,6
2007-04-06,04,パイオニアレッドウィングス,武富士バンブー,4,,庄司夕起,4,■,■,■,■,nan,11,4,2,36.4,18.2,1.00,0,0,0,-,0,-,7,0,0,5,17.9,0,0,0,-,4
2007-04-06,04,パイオニアレッドウィングス,武富士バンブー,5,,多治見麻子,4,■,■,■,■,nan,25,10,0,40.0,40.0,2.50,0,0,0,-,3,0.75,11,0,0,3,6.8,0,0,0,-,13
2007-04-06,04,パイオニアレッドウィングス,武富士バンブー,9,,榛澤舞子,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2007-04-06,04,パイオニアレッドウィングス,武富士バンブー,10,,加藤理絵,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,9,1,0,3,17.2,0,0,0,-,1
