名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
オムルチェンイゴール,JTサンダーズ,15,8,83,34,6,41.0,33.7,30,14,3,1,38,9,3,11,0,0,0,46.7,4.2,0.1,28.9,
ダンチアマラウ,パナソニックパンサーズ,18,9,53,25,3,47.2,41.5,8,5,0,7,33,1,6,7,44,26,0,62.5,2.8,0.8,3.8,59.1
ペピチミラン,堺ブレイザーズ,6,7,76,35,5,46.1,39.5,28,11,3,3,25,5,8,5,0,0,0,39.3,5.0,0.4,17.0,
ボヨビッチデヤン,東レアローズ,12,12,92,40,7,43.5,35.9,26,15,3,3,40,2,13,8,1,0,0,57.7,3.3,0.2,1.9,0.0
井上俊輔,JTサンダーズ,19,8,3,1,1,33.3,0.0,1,0,1,2,25,0,2,10,1,0,0,0.0,0.1,0.2,8.0,0.0
井上裕介,堺ブレイザーズ,2,12,0,0,0,,,0,0,0,0,0,0,0,0,69,51,0,,0.0,0.0,,73.9
井手智,東レアローズ,22,12,0,0,0,,,0,0,0,0,0,0,0,0,79,58,0,,0.0,0.0,,73.4
今村駿,堺ブレイザーズ,19,5,1,0,0,0.0,0.0,0,0,0,1,18,0,1,4,0,0,0,,0.0,0.2,4.2,
伊東勇樹,パナソニックパンサーズ,4,7,14,2,1,14.3,7.1,3,1,1,0,2,0,1,0,0,0,0,33.3,0.3,0.0,-12.5,
伊藤康貴,堺ブレイザーズ,11,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
佐川翔,堺ブレイザーズ,8,9,3,2,1,66.7,33.3,0,0,0,2,25,1,4,6,0,0,0,,0.2,0.2,6.0,
八子大輔,JTサンダーズ,7,8,44,17,2,38.6,34.1,2,0,0,5,20,0,5,6,40,23,0,0.0,2.1,0.6,1.2,57.5
内藤和也,堺ブレイザーズ,5,12,29,10,5,34.5,17.2,0,0,0,1,40,0,7,18,1,1,0,,0.8,0.1,6.9,100.0
北島武,堺ブレイザーズ,4,10,0,0,0,,,0,0,0,1,0,0,0,0,3,2,0,,0.0,0.1,,66.7
千々木駿介,堺ブレイザーズ,10,12,78,35,6,44.9,37.2,22,10,2,2,54,0,9,14,50,22,0,45.5,2.9,0.2,2.3,44.0
國近公太,JTサンダーズ,4,6,13,3,1,23.1,15.4,0,0,0,0,9,0,1,4,19,12,0,,0.5,0.0,8.3,63.2
坂梨朋彦,堺ブレイザーズ,14,3,0,0,0,,,0,0,0,0,0,0,0,0,5,5,0,,0.0,0.0,,100.0
塚崎祐平,JTサンダーズ,16,4,29,14,3,48.3,37.9,4,2,2,4,11,0,2,3,25,15,0,50.0,3.5,1.0,2.3,60.0
大上正裕,JTサンダーズ,21,1,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,,0.0,0.0,,100.0
大木貴之,東レアローズ,20,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,,0.0,0.0,-25.0,
大竹貴久,パナソニックパンサーズ,16,4,1,0,0,0.0,0.0,0,0,0,4,6,0,0,0,0,0,0,,0.0,1.0,0.0,
安井勇誠,JTサンダーズ,11,10,49,16,5,32.7,22.4,23,9,3,2,20,2,3,11,0,0,0,39.1,1.6,0.2,20.0,
安永拓弥,JTサンダーズ,1,8,11,5,2,45.5,27.3,0,0,0,2,23,0,7,5,0,0,0,,0.6,0.2,-2.2,
富松崇彰,東レアローズ,1,1,1,0,0,0.0,0.0,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
山本拓矢,パナソニックパンサーズ,7,6,0,0,0,,,0,0,0,0,0,0,0,0,32,17,0,,0.0,0.0,,53.1
山添信也,パナソニックパンサーズ,3,13,18,8,2,44.4,33.3,0,0,0,3,37,1,0,4,0,0,0,,0.6,0.2,5.4,
川村慎二,パナソニックパンサーズ,8,11,33,14,2,42.4,36.4,8,2,1,1,22,1,2,5,24,16,0,25.0,1.3,0.1,8.0,66.7
星野秀知,東レアローズ,10,4,21,11,0,52.4,52.4,1,1,0,1,10,1,2,1,21,13,0,100.0,2.8,0.2,7.5,61.9
木場田和希,堺ブレイザーズ,15,3,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,,0.0,0.0,0.0,
李博,東レアローズ,15,1,1,1,0,100.0,100.0,0,0,0,1,1,0,0,0,0,0,0,,1.0,1.0,0.0,
松岡祐太,堺ブレイザーズ,13,6,55,32,6,58.2,47.3,26,14,5,1,24,2,7,10,0,0,0,53.8,5.3,0.2,11.5,
松本慶彦,堺ブレイザーズ,1,12,30,16,3,53.3,43.3,0,0,0,4,38,0,1,7,4,4,0,,1.3,0.3,3.9,100.0
枩田優介,パナソニックパンサーズ,13,6,2,0,1,0.0,-50.0,0,0,0,3,6,0,2,1,1,0,0,,0.0,0.5,-4.2,0.0
梅野聡,東レアローズ,9,3,1,1,0,100.0,100.0,0,0,0,0,5,0,0,1,0,0,0,,0.3,0.0,5.0,
永野健,パナソニックパンサーズ,17,9,0,0,0,,,0,0,0,0,0,0,0,0,39,27,0,,0.0,0.0,,69.2
深津旭弘,JTサンダーズ,17,5,1,0,0,0.0,0.0,0,0,0,1,12,1,0,5,0,0,0,,0.0,0.2,18.8,
深津英臣,パナソニックパンサーズ,2,13,1,1,0,100.0,100.0,0,0,0,2,47,2,3,18,0,0,0,,0.1,0.2,12.2,
清水邦広,パナソニックパンサーズ,1,10,67,28,9,41.8,28.4,27,9,6,5,42,2,7,14,1,0,0,33.3,2.8,0.5,8.9,0.0
渡辺俊介,東レアローズ,6,2,0,0,0,,,0,0,0,0,0,0,0,0,4,2,0,,0.0,0.0,,50.0
渡辺奏吾,パナソニックパンサーズ,5,10,47,18,1,38.3,36.2,4,2,0,2,32,2,6,10,7,2,0,50.0,1.8,0.2,9.4,28.6
瀬戸口竜矢,東レアローズ,8,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
王金剛,東レアローズ,11,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
田辺修,東レアローズ,2,5,0,0,0,,,0,0,0,0,0,0,0,0,8,3,0,,0.0,0.0,,37.5
町野仁志,JTサンダーズ,2,12,15,11,0,73.3,73.3,0,0,0,12,28,0,3,2,3,3,0,,0.9,1.0,-0.9,100.0
白澤健児,パナソニックパンサーズ,6,10,19,8,1,42.1,36.8,0,0,0,7,24,0,0,5,3,2,0,,0.8,0.7,5.2,66.7
相澤寿,東レアローズ,7,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
石島雄介,堺ブレイザーズ,3,12,69,29,3,42.0,37.7,5,4,0,9,38,0,2,5,84,54,0,80.0,2.4,0.8,2.0,64.3
石橋健,JTサンダーズ,18,5,10,4,1,40.0,30.0,0,0,0,0,15,0,0,3,0,0,0,,0.8,0.0,5.0,
神田聖馬,JTサンダーズ,5,4,9,4,1,44.4,33.3,8,3,1,0,9,1,2,3,0,0,0,37.5,1.0,0.0,13.9,
福澤達哉,パナソニックパンサーズ,15,9,87,47,3,54.0,50.6,18,11,0,6,24,1,7,7,46,19,0,61.1,5.2,0.7,4.2,41.3
筧本翔昂,JTサンダーズ,20,3,4,1,0,25.0,25.0,0,0,0,0,5,0,1,0,1,0,0,,0.3,0.0,-5.0,0.0
篠田歩,東レアローズ,17,12,22,10,2,45.5,36.4,0,0,0,8,33,2,9,10,1,1,0,,0.8,0.7,6.8,100.0
米山裕太,東レアローズ,5,11,71,20,4,28.2,22.5,6,3,0,3,41,0,4,13,72,54,0,50.0,1.8,0.3,5.5,75.0
菅直哉,JTサンダーズ,6,2,0,0,0,,,0,0,0,1,3,0,1,0,0,0,0,,0.0,0.5,-8.3,
谷村孝,パナソニックパンサーズ,10,5,12,2,0,16.7,16.7,2,1,0,1,8,0,0,1,17,12,0,50.0,0.4,0.2,3.1,70.6
越川優,JTサンダーズ,8,13,110,54,6,49.1,43.6,14,10,0,4,57,3,12,25,78,56,0,71.4,4.2,0.3,11.0,71.8
近藤茂,東レアローズ,4,12,4,2,1,50.0,25.0,0,0,0,5,31,0,0,9,0,0,0,,0.2,0.4,7.3,
酒井大祐,JTサンダーズ,3,13,0,0,0,,,0,0,0,0,0,0,0,0,59,41,0,,0.0,0.0,,69.5
鈴木悠二,東レアローズ,18,12,81,31,4,38.3,33.3,16,5,0,3,36,2,6,12,41,21,0,31.2,2.6,0.2,9.7,51.2
黒木康太郎,東レアローズ,19,12,29,21,0,72.4,72.4,0,0,0,3,41,2,8,16,2,1,0,,1.8,0.2,9.8,50.0
