名前,年月,チーム,背番号,得セット,失セット,勝敗,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,総得点,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
村田しおり,2013-12,久光製薬スプリングス,13,6,9,0,2,0,0,0,,,0,0,0,0,2,0,0,0,0,0,0,0,,0.0,0.0,0.0,
村田しおり,2014-01,久光製薬スプリングス,13,9,3,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
村田しおり,2014-02,久光製薬スプリングス,13,6,1,2,3,0,0,0,,,0,0,0,0,6,0,0,4,0,0,0,0,,0.0,0.0,16.7,
村田奈都美,2013-12,岡山シーガルズ,12,8,5,2,4,9,5,0,55.6,55.6,0,0,0,0,2,0,1,0,2,2,0,5,,1.25,0.0,-12.5,100.0
村田奈都美,2014-01,岡山シーガルズ,12,11,6,3,4,13,2,1,15.4,7.7,0,0,0,0,0,0,0,0,2,0,0,2,,0.5,0.0,,0.0
村田奈都美,2014-02,岡山シーガルズ,12,7,4,2,1,14,3,0,21.4,21.4,0,0,0,0,2,0,1,1,3,1,0,3,,3.0,0.0,0.0,33.3
村田奈都美,2014-03,岡山シーガルズ,12,18,15,5,14,94,29,3,30.9,27.7,0,0,0,1,25,2,2,10,40,20,0,32,,2.07,0.07,16.0,50.0
東万純,2014-02,岡山シーガルズ,23,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
松浦麻琴,2013-11,NECレッドロケッツ,5,1,3,0,4,2,1,0,50.0,50.0,0,0,0,0,15,0,0,7,0,0,0,1,,0.25,0.0,11.7,
松浦麻琴,2013-12,NECレッドロケッツ,5,8,12,1,18,9,4,2,44.4,22.2,0,0,0,1,56,0,5,20,0,0,0,5,,0.22,0.06,6.7,
松浦麻琴,2014-01,NECレッドロケッツ,5,13,12,3,25,7,4,0,57.1,57.1,0,0,0,4,78,3,7,22,1,0,0,11,,0.16,0.16,8.7,0.0
松浦麻琴,2014-02,NECレッドロケッツ,5,18,13,5,31,8,3,0,37.5,37.5,0,0,0,11,98,3,6,34,3,0,0,17,,0.1,0.35,10.2,0.0
松浦麻琴,2014-03,NECレッドロケッツ,5,15,16,3,31,6,4,0,66.7,66.7,0,0,0,7,109,1,6,41,0,0,0,12,,0.13,0.23,8.9,
林蓉子,2013-11,パイオニアレッドウィングス,6,0,3,0,2,0,0,0,,,0,0,0,0,3,0,0,1,1,0,0,0,,0.0,0.0,8.3,0.0
林蓉子,2013-12,パイオニアレッドウィングス,6,10,10,2,12,0,0,0,,,0,0,0,0,22,2,0,8,3,3,0,2,,0.0,0.0,18.2,100.0
林蓉子,2014-01,パイオニアレッドウィングス,6,2,18,0,15,0,0,0,,,0,0,0,0,17,1,1,4,18,7,0,1,,0.0,0.0,10.3,38.9
林蓉子,2014-02,パイオニアレッドウィングス,6,4,24,0,7,0,0,0,,,0,0,0,0,13,0,0,3,13,10,0,0,,0.0,0.0,5.8,76.9
林蓉子,2014-03,パイオニアレッドウィングス,6,11,23,1,3,0,0,0,,,0,0,0,0,2,0,0,0,2,1,0,0,,0.0,0.0,0.0,50.0
柳田光綺,2014-02,NECレッドロケッツ,21,3,0,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
栗原恵,2014-01,岡山シーガルズ,11,8,6,2,4,3,0,0,0.0,0.0,0,0,0,0,1,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0
栗原恵,2014-02,岡山シーガルズ,11,14,15,4,15,104,29,6,27.9,22.1,1,1,0,2,28,2,3,11,18,11,0,33,100.0,1.93,0.13,14.3,61.1
栗原恵,2014-03,岡山シーガルズ,11,18,15,5,23,202,67,14,33.2,26.2,19,4,1,10,49,2,7,13,83,42,0,79,21.1,2.91,0.43,7.1,50.6
梶原雪路,2013-11,トヨタ車体クインシーズ,11,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
梶原雪路,2013-12,トヨタ車体クインシーズ,11,8,11,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
梶原雪路,2014-01,トヨタ車体クインシーズ,11,13,10,4,14,0,0,0,,,0,0,0,0,15,1,2,5,11,4,0,1,,0.0,0.0,11.7,36.4
梶原雪路,2014-02,トヨタ車体クインシーズ,11,17,12,5,21,0,0,0,,,0,0,0,0,8,0,1,1,44,25,0,0,,0.0,0.0,0.0,56.8
梶原雪路,2014-03,トヨタ車体クインシーズ,11,13,17,4,30,0,0,0,,,0,0,0,0,0,0,0,0,115,60,0,0,,0.0,0.0,,52.2
森優紀,2013-11,東レアローズ,18,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
森優紀,2013-12,東レアローズ,18,2,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
森優紀,2014-03,東レアローズ,18,4,5,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
森田結香,2013-12,岡山シーガルズ,27,8,5,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
森田結香,2014-01,岡山シーガルズ,27,6,0,2,2,0,0,0,,,0,0,0,0,4,0,0,1,0,0,0,0,,0.0,0.0,6.2,
森田結香,2014-02,岡山シーガルズ,27,3,2,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
森谷史佳,2013-11,パイオニアレッドウィングス,15,0,3,0,3,10,1,1,10.0,0.0,0,0,0,0,14,1,2,6,1,1,0,2,,0.33,0.0,14.3,100.0
森谷史佳,2013-12,パイオニアレッドウィングス,15,10,10,2,20,99,38,4,38.4,34.3,0,0,0,13,64,0,5,32,12,8,0,51,,1.9,0.65,10.5,66.7
森谷史佳,2014-01,パイオニアレッドウィングス,15,2,15,0,17,93,34,4,36.6,32.3,0,0,0,9,56,2,6,16,2,1,0,45,,2.0,0.53,8.0,50.0
森谷史佳,2014-02,パイオニアレッドウィングス,15,4,24,0,28,123,47,8,38.2,31.7,0,0,0,15,94,3,8,28,3,2,0,65,,1.68,0.54,8.5,66.7
森谷史佳,2014-03,パイオニアレッドウィングス,15,11,23,1,34,186,61,13,32.8,25.8,0,0,0,13,97,1,9,36,1,0,0,75,,1.79,0.38,8.0,0.0
横江千秋,2013-11,JTマーヴェラス,13,3,1,1,4,0,0,0,,,0,0,0,0,0,0,0,0,9,7,0,0,,0.0,0.0,,77.8
横江千秋,2013-12,JTマーヴェラス,13,12,11,4,23,0,0,0,,,0,0,0,0,0,0,0,0,90,48,0,0,,0.0,0.0,,53.3
横江千秋,2014-01,JTマーヴェラス,13,8,16,1,23,0,0,0,,,0,0,0,0,0,0,0,0,92,56,0,0,,0.0,0.0,,60.9
横江千秋,2014-02,JTマーヴェラス,13,8,23,1,24,0,0,0,,,0,0,0,0,0,0,0,0,87,58,0,0,,0.0,0.0,,66.7
横江千秋,2014-03,JTマーヴェラス,13,13,11,4,19,0,0,0,,,0,0,0,0,0,0,0,0,81,50,0,0,,0.0,0.0,,61.7
横田千里,2013-11,パイオニアレッドウィングス,3,0,3,0,1,0,0,0,,,0,0,0,0,1,0,1,0,0,0,0,0,,0.0,0.0,-25.0,
横田千里,2013-12,パイオニアレッドウィングス,3,10,10,2,11,0,0,0,,,0,0,0,0,12,0,0,4,1,0,0,0,,0.0,0.0,8.3,0.0
横田千里,2014-01,パイオニアレッドウィングス,3,2,18,0,12,0,0,0,,,0,0,0,0,15,0,0,3,0,0,0,0,,0.0,0.0,5.0,
横田千里,2014-02,パイオニアレッドウィングス,3,4,24,0,22,0,0,0,,,0,0,0,0,34,0,0,12,0,0,0,0,,0.0,0.0,8.8,
横田千里,2014-03,パイオニアレッドウィングス,3,11,23,1,24,0,0,0,,,0,0,0,0,45,3,0,11,0,0,0,3,,0.0,0.0,12.8,
橋本直子,2013-11,JTマーヴェラス,16,3,1,1,4,2,0,0,0.0,0.0,0,0,0,3,21,0,0,7,0,0,0,3,,0.0,0.75,8.3,
橋本直子,2013-12,JTマーヴェラス,16,12,11,4,23,10,6,0,60.0,60.0,0,0,0,2,62,0,3,15,1,0,0,8,,0.26,0.09,4.8,0.0
橋本直子,2014-01,JTマーヴェラス,16,8,16,1,24,19,7,0,36.8,36.8,0,0,0,6,83,2,5,27,3,0,0,15,,0.29,0.25,9.0,0.0
橋本直子,2014-02,JTマーヴェラス,16,8,23,1,26,22,10,1,45.5,40.9,1,0,0,1,70,1,5,21,2,1,0,12,0.0,0.38,0.04,7.1,50.0
橋本直子,2014-03,JTマーヴェラス,16,18,14,5,32,13,3,1,23.1,15.4,0,0,0,5,100,3,4,34,0,0,0,11,,0.09,0.16,10.5,
水田祐未,2013-11,久光製薬スプリングス,5,3,0,1,1,1,1,0,100.0,100.0,0,0,0,0,2,0,0,1,0,0,0,1,,1.0,0.0,12.5,
水田祐未,2013-12,久光製薬スプリングス,5,12,13,2,17,68,30,4,44.1,38.2,0,0,0,4,33,0,0,11,2,1,0,34,,1.76,0.24,8.3,50.0
水田祐未,2014-01,久光製薬スプリングス,5,13,9,4,2,9,4,1,44.4,33.3,0,0,0,0,5,0,0,3,0,0,0,4,,2.0,0.0,15.0,
水田祐未,2014-02,久光製薬スプリングス,5,24,1,8,1,1,1,0,100.0,100.0,0,0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,,
水田祐未,2014-03,久光製薬スプリングス,5,24,5,8,10,17,7,1,41.2,35.3,0,0,0,4,20,0,1,5,0,0,0,11,,0.7,0.4,5.0,
永松幸乃,2013-11,日立リヴァーレ,9,3,0,1,3,0,0,0,,,0,0,0,0,11,0,2,6,0,0,0,0,,0.0,0.0,9.1,
永松幸乃,2013-12,日立リヴァーレ,9,10,12,2,19,2,0,1,0.0,-50.0,0,0,0,0,41,2,3,27,0,0,0,2,,0.0,0.0,19.5,
永松幸乃,2014-01,日立リヴァーレ,9,11,12,3,21,2,1,0,50.0,50.0,0,0,0,0,39,2,4,18,0,0,0,3,,0.05,0.0,14.1,
永松幸乃,2014-02,日立リヴァーレ,9,17,15,4,29,0,0,0,,,0,0,0,1,53,4,4,22,1,0,0,5,,0.0,0.03,16.0,0.0
永松幸乃,2014-03,日立リヴァーレ,9,15,21,2,34,0,0,0,,,0,0,0,1,64,3,8,20,0,0,0,4,,0.0,0.03,9.4,
江畑幸子,2013-11,日立リヴァーレ,4,3,0,1,3,32,17,3,53.1,43.8,4,2,0,2,15,0,1,9,0,0,0,19,50.0,5.67,0.67,13.3,
江畑幸子,2013-12,日立リヴァーレ,4,10,12,2,12,184,70,13,38.0,31.0,35,15,2,5,48,2,5,18,1,0,0,77,42.9,5.83,0.42,10.9,0.0
江畑幸子,2014-01,日立リヴァーレ,4,11,12,3,14,164,59,5,36.0,32.9,22,9,0,3,43,3,1,19,0,0,0,65,40.9,4.21,0.21,17.4,
江畑幸子,2014-02,日立リヴァーレ,4,17,15,4,32,403,176,20,43.7,38.7,65,34,6,3,103,6,8,37,0,0,0,185,52.3,5.5,0.09,12.9,
江畑幸子,2014-03,日立リヴァーレ,4,15,21,2,36,406,145,33,35.7,27.6,85,31,8,11,114,1,13,36,0,0,0,157,36.5,4.03,0.31,5.9,
河村聖子,2013-11,トヨタ車体クインシーズ,15,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
河村聖子,2013-12,トヨタ車体クインシーズ,15,8,11,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
河村聖子,2014-01,トヨタ車体クインシーズ,15,13,10,4,1,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
河村聖子,2014-02,トヨタ車体クインシーズ,15,17,12,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
浅津ゆうこ,2013-11,パイオニアレッドウィングス,10,0,3,0,3,23,8,0,34.8,34.8,3,0,0,1,11,2,0,3,0,0,0,11,0.0,2.67,0.33,25.0,
浅津ゆうこ,2013-12,パイオニアレッドウィングス,10,10,10,2,20,160,53,14,33.1,24.4,21,3,5,7,49,1,2,17,1,1,0,61,14.3,2.65,0.35,9.7,100.0
浅津ゆうこ,2014-01,パイオニアレッドウィングス,10,2,18,0,19,122,41,6,33.6,28.7,20,3,1,14,36,2,0,10,2,0,0,57,15.0,2.16,0.74,12.5,0.0
浅津ゆうこ,2014-02,パイオニアレッドウィングス,10,4,24,0,28,241,95,11,39.4,34.9,32,10,2,14,65,1,3,16,1,1,0,110,31.2,3.39,0.5,6.5,100.0
浅津ゆうこ,2014-03,パイオニアレッドウィングス,10,11,23,1,34,323,109,16,33.7,28.8,49,12,7,14,94,4,3,35,2,1,0,127,24.5,3.21,0.41,12.8,50.0
渡辺美穂,2013-11,NECレッドロケッツ,11,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡辺美穂,2013-12,NECレッドロケッツ,11,8,12,1,3,1,1,0,100.0,100.0,0,0,0,0,2,0,1,0,0,0,0,1,,0.33,0.0,-12.5,
渡辺美穂,2014-01,NECレッドロケッツ,11,8,7,2,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡辺美穂,2014-02,NECレッドロケッツ,11,18,13,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
渡辺美穂,2014-03,NECレッドロケッツ,11,15,16,3,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
渡邉和香里,2014-01,パイオニアレッドウィングス,17,1,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
狩野舞子,2013-11,久光製薬スプリングス,11,3,0,1,1,0,0,0,,,0,0,0,1,2,0,0,1,0,0,0,1,,0.0,1.0,12.5,
狩野舞子,2013-12,久光製薬スプリングス,11,12,13,2,19,0,0,0,,,0,0,0,3,24,0,2,6,1,0,0,3,,0.0,0.16,4.2,0.0
狩野舞子,2014-01,久光製薬スプリングス,11,7,8,2,11,0,0,0,,,0,0,0,0,3,0,0,0,0,0,0,0,,0.0,0.0,0.0,
狩野舞子,2014-02,久光製薬スプリングス,11,24,1,8,13,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
狩野舞子,2014-03,久光製薬スプリングス,11,24,5,8,24,1,1,0,100.0,100.0,0,0,0,1,29,2,1,18,0,0,0,4,,0.04,0.04,21.6,
田中瑞稀,2014-02,JTマーヴェラス,21,1,12,0,10,83,20,3,24.1,20.5,5,1,1,1,32,0,3,7,82,50,0,21,20.0,2.0,0.1,3.1,61.0
田中瑞稀,2014-03,JTマーヴェラス,21,18,14,5,32,236,76,12,32.2,27.1,6,1,0,1,125,5,10,46,141,79,0,82,16.7,2.38,0.03,11.2,56.0
田中美咲,2014-01,JTマーヴェラス,17,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中美咲,2014-02,JTマーヴェラス,17,8,20,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
田中美咲,2014-03,JTマーヴェラス,17,10,7,3,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
田代佳奈美,2013-11,東レアローズ,11,0,3,0,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
田代佳奈美,2013-12,東レアローズ,11,14,10,4,23,3,2,0,66.7,66.7,0,0,0,5,31,1,3,10,2,0,0,8,,0.09,0.22,8.9,0.0
田代佳奈美,2014-01,東レアローズ,11,17,8,5,24,0,0,0,,,0,0,0,0,45,0,1,19,0,0,0,0,,0.0,0.0,10.0,
田代佳奈美,2014-02,東レアローズ,11,17,16,5,29,4,3,0,75.0,75.0,0,0,0,0,31,3,2,11,0,0,0,6,,0.1,0.0,16.9,
田代佳奈美,2014-03,東レアローズ,11,15,18,4,31,13,7,1,53.8,46.2,0,0,0,6,71,2,4,24,1,0,0,15,,0.23,0.19,9.9,0.0
田村翔子,2014-01,パイオニアレッドウィングス,13,0,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
白垣里紗,2013-11,NECレッドロケッツ,9,1,3,0,4,31,5,1,16.1,12.9,9,1,1,0,7,0,0,1,0,0,0,5,11.1,1.25,0.0,3.6,
白垣里紗,2013-12,NECレッドロケッツ,9,8,12,1,17,95,27,8,28.4,20.0,20,5,3,4,37,4,5,7,1,1,0,35,25.0,1.59,0.24,12.2,100.0
白垣里紗,2014-01,NECレッドロケッツ,9,13,12,3,24,120,43,4,35.8,32.5,13,4,0,3,38,1,2,17,1,1,0,47,30.8,1.79,0.12,12.5,100.0
白垣里紗,2014-02,NECレッドロケッツ,9,18,13,5,27,175,46,17,26.3,16.6,27,9,5,6,51,3,2,14,0,0,0,55,33.3,1.7,0.22,11.8,
白垣里紗,2014-03,NECレッドロケッツ,9,15,16,3,28,148,49,10,33.1,26.4,20,6,3,10,73,6,2,15,1,1,0,65,30.0,1.75,0.36,12.7,100.0
眞恵子,2013-11,トヨタ車体クインシーズ,18,1,3,0,3,7,5,0,71.4,71.4,0,0,0,0,3,0,1,1,0,0,0,5,,1.67,0.0,0.0,
眞恵子,2013-12,トヨタ車体クインシーズ,18,8,8,2,7,8,2,1,25.0,12.5,0,0,0,2,6,0,0,1,0,0,0,4,,0.29,0.29,4.2,
眞恵子,2014-01,トヨタ車体クインシーズ,18,13,10,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
眞恵子,2014-02,トヨタ車体クインシーズ,18,17,12,5,8,1,0,1,0.0,-100.0,0,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
眞恵子,2014-03,トヨタ車体クインシーズ,18,13,14,4,6,8,2,1,25.0,12.5,0,0,0,1,2,0,0,0,0,0,0,3,,0.33,0.17,0.0,
矢野美子,2013-12,トヨタ車体クインシーズ,2,1,6,0,6,31,16,1,51.6,48.4,0,0,0,1,16,0,3,3,2,1,0,17,,2.67,0.17,0.0,50.0
矢野美子,2014-01,トヨタ車体クインシーズ,2,13,10,4,23,89,36,3,40.4,37.1,0,0,0,4,79,1,5,31,1,1,0,41,,1.57,0.17,9.5,100.0
矢野美子,2014-02,トヨタ車体クインシーズ,2,17,12,5,29,113,53,5,46.9,42.5,0,0,0,13,106,2,2,51,1,0,0,68,,1.83,0.45,13.4,0.0
矢野美子,2014-03,トヨタ車体クインシーズ,2,13,17,4,30,129,61,3,47.3,45.0,0,0,0,10,111,6,6,32,1,0,0,77,,2.03,0.33,11.3,0.0
石井優希,2013-11,久光製薬スプリングス,6,3,0,1,3,25,11,1,44.0,40.0,0,0,0,2,10,0,1,7,19,11,0,13,,3.67,0.67,15.0,57.9
石井優希,2013-12,久光製薬スプリングス,6,10,10,2,12,106,32,11,30.2,19.8,8,0,2,7,43,2,5,21,74,46,0,41,0.0,2.67,0.58,14.0,62.2
石井優希,2014-01,久光製薬スプリングス,6,13,9,4,17,119,33,10,27.7,19.3,7,2,1,9,33,1,0,18,71,37,0,43,28.6,1.94,0.53,16.7,52.1
石井優希,2014-02,久光製薬スプリングス,6,24,1,8,23,200,75,13,37.5,31.0,18,5,3,3,92,7,6,38,171,103,0,85,27.8,3.26,0.13,16.3,60.2
石井優希,2014-03,久光製薬スプリングス,6,24,5,8,29,277,101,20,36.5,29.2,11,2,1,11,104,7,11,42,200,119,0,119,18.2,3.48,0.38,14.2,59.5
石井美樹,2013-11,JTマーヴェラス,12,3,1,1,4,45,16,3,35.6,28.9,7,3,0,0,15,1,2,3,35,27,0,17,42.9,4.0,0.0,8.3,77.1
石井美樹,2013-12,JTマーヴェラス,12,12,11,4,23,239,78,12,32.6,27.6,32,8,2,4,74,0,9,30,138,102,0,82,25.0,3.39,0.17,7.1,73.9
石井美樹,2014-01,JTマーヴェラス,12,8,16,1,24,289,96,19,33.2,26.6,51,12,6,11,77,1,8,19,159,112,0,108,23.5,4.0,0.46,4.9,70.4
石井美樹,2014-02,JTマーヴェラス,12,8,23,1,31,303,77,23,25.4,17.8,35,6,5,6,114,5,3,38,221,147,0,88,17.1,2.48,0.19,12.1,66.5
石井美樹,2014-03,JTマーヴェラス,12,18,14,5,32,318,93,16,29.2,24.2,10,1,1,8,115,6,5,54,128,91,0,107,10.0,2.91,0.25,15.9,71.1
石川友紀,2013-11,JTマーヴェラス,9,3,1,1,4,32,11,2,34.4,28.1,0,0,0,4,17,2,1,4,1,1,0,17,,2.75,1.0,16.2,100.0
石川友紀,2013-12,JTマーヴェラス,9,12,11,4,23,134,55,5,41.0,37.3,0,0,0,15,82,0,19,25,8,3,0,70,,2.39,0.65,1.8,37.5
石川友紀,2014-01,JTマーヴェラス,9,8,16,1,24,125,53,8,42.4,36.0,0,0,0,7,85,2,10,34,7,5,0,62,,2.21,0.29,9.4,71.4
石川友紀,2014-02,JTマーヴェラス,9,8,23,1,22,153,61,8,39.9,34.6,1,0,0,5,61,3,13,20,6,5,0,69,0.0,2.77,0.23,7.8,83.3
石川友紀,2014-03,JTマーヴェラス,9,18,14,5,32,264,110,19,41.7,34.5,0,0,0,17,103,9,20,31,4,2,0,136,,3.44,0.53,11.4,50.0
石橋里紗,2013-11,久光製薬スプリングス,23,3,0,1,1,0,0,0,,,0,0,0,0,1,0,0,1,0,0,0,0,,0.0,0.0,25.0,
石橋里紗,2013-12,久光製薬スプリングス,23,12,13,2,15,13,4,0,30.8,30.8,0,0,0,5,35,1,2,14,1,1,0,10,,0.27,0.33,11.4,100.0
石橋里紗,2014-01,久光製薬スプリングス,23,13,6,4,9,0,0,0,,,0,0,0,0,16,0,3,9,0,0,0,0,,0.0,0.0,9.4,
石橋里紗,2014-02,久光製薬スプリングス,23,18,0,6,7,0,0,0,,,0,0,0,0,10,0,0,5,0,0,0,0,,0.0,0.0,12.5,
石橋里紗,2014-03,久光製薬スプリングス,23,24,5,8,12,0,0,0,,,0,0,0,0,18,2,4,8,0,0,0,2,,0.0,0.0,16.7,
石田小枝,2013-11,日立リヴァーレ,13,3,0,1,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
石田小枝,2013-12,日立リヴァーレ,13,10,12,2,5,1,0,1,0.0,-100.0,0,0,0,0,3,0,2,0,0,0,0,0,,0.0,0.0,-16.7,
石田小枝,2014-01,日立リヴァーレ,13,11,12,3,2,1,1,0,100.0,100.0,0,0,0,0,2,0,2,0,5,4,0,1,,0.5,0.0,-25.0,80.0
石田小枝,2014-02,日立リヴァーレ,13,17,15,4,5,2,1,0,50.0,50.0,0,0,0,1,7,0,1,0,0,0,0,2,,0.2,0.2,-3.6,
石田小枝,2014-03,日立リヴァーレ,13,15,21,2,7,0,0,0,,,0,0,0,0,10,0,0,3,0,0,0,0,,0.0,0.0,7.5,
石田瑞穂,2013-11,久光製薬スプリングス,22,3,0,1,3,22,12,2,54.5,45.5,12,6,1,0,11,1,0,6,0,0,0,13,50.0,4.0,0.0,22.7,
石田瑞穂,2013-12,久光製薬スプリングス,22,12,13,2,21,200,72,17,36.0,27.5,17,1,3,5,56,2,3,23,83,53,0,79,5.9,3.43,0.24,12.5,63.9
石田瑞穂,2014-01,久光製薬スプリングス,22,13,9,4,15,157,45,9,28.7,22.9,23,3,3,4,39,2,3,11,83,61,0,51,13.0,3.0,0.27,10.3,73.5
石田瑞穂,2014-02,久光製薬スプリングス,22,24,1,8,9,37,7,4,18.9,8.1,3,0,1,1,17,1,1,7,15,9,0,9,0.0,0.78,0.11,14.7,60.0
石田瑞穂,2014-03,久光製薬スプリングス,22,24,5,8,17,68,27,6,39.7,30.9,8,4,1,2,24,2,1,7,37,17,0,31,50.0,1.59,0.12,14.6,45.9
福田舞,2013-11,岡山シーガルズ,5,3,1,1,2,14,4,1,28.6,21.4,0,0,0,0,4,0,0,1,1,1,0,4,,2.0,0.0,6.2,100.0
福田舞,2013-12,岡山シーガルズ,5,13,8,3,14,77,26,3,33.8,29.9,1,1,0,4,19,0,3,7,25,6,0,30,100.0,1.86,0.29,5.3,24.0
福田舞,2014-01,岡山シーガルズ,5,14,6,4,20,248,93,8,37.5,34.3,6,2,1,8,66,2,2,26,87,44,0,103,33.3,4.65,0.4,12.1,50.6
福田舞,2014-02,岡山シーガルズ,5,14,15,4,22,196,53,12,27.0,20.9,7,1,2,4,47,0,1,16,79,44,0,57,14.3,2.41,0.18,8.0,55.7
福田舞,2014-03,岡山シーガルズ,5,18,15,5,23,141,44,7,31.2,26.2,2,0,0,6,61,2,5,24,55,34,0,52,0.0,1.91,0.26,11.1,61.8
秋山美幸,2013-11,NECレッドロケッツ,7,1,3,0,2,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,0,,0.0,0.0,0.0,
秋山美幸,2013-12,NECレッドロケッツ,7,8,12,1,9,0,0,0,,,0,0,0,0,8,1,1,2,1,1,0,1,,0.0,0.0,15.6,100.0
秋山美幸,2014-01,NECレッドロケッツ,7,5,5,1,3,2,2,0,100.0,100.0,0,0,0,0,6,0,0,3,0,0,0,2,,0.67,0.0,12.5,
竹内彩,2013-11,トヨタ車体クインシーズ,17,1,3,0,4,30,10,2,33.3,26.7,0,0,0,0,9,0,2,1,2,1,0,10,,2.5,0.0,-2.8,50.0
竹内彩,2013-12,トヨタ車体クインシーズ,17,8,11,2,14,102,32,7,31.4,24.5,2,0,1,4,35,0,2,10,5,1,0,36,0.0,2.29,0.29,5.7,20.0
竹内彩,2014-03,トヨタ車体クインシーズ,17,3,8,1,4,18,5,2,27.8,16.7,0,0,0,0,2,0,0,1,2,0,0,5,,1.25,0.0,12.5,0.0
竹田沙希,2013-11,トヨタ車体クインシーズ,1,1,3,0,4,28,7,0,25.0,25.0,1,0,0,3,11,0,1,3,18,9,0,10,0.0,1.75,0.75,4.5,50.0
竹田沙希,2013-12,トヨタ車体クインシーズ,1,8,11,2,15,129,40,12,31.0,21.7,2,0,0,5,56,2,3,28,119,68,0,47,0.0,2.67,0.33,14.7,57.1
竹田沙希,2014-01,トヨタ車体クインシーズ,1,13,10,4,23,202,64,12,31.7,25.7,2,0,0,8,78,3,2,28,146,81,0,75,0.0,2.78,0.35,12.2,55.5
竹田沙希,2014-02,トヨタ車体クインシーズ,1,17,12,5,29,291,90,13,30.9,26.5,1,0,0,6,103,8,5,36,191,121,0,104,0.0,3.1,0.21,15.3,63.4
竹田沙希,2014-03,トヨタ車体クインシーズ,1,13,14,4,27,257,63,10,24.5,20.6,2,0,0,2,110,6,3,52,154,101,0,71,0.0,2.33,0.07,16.6,65.6
竹田麻衣,2013-11,岡山シーガルズ,9,3,1,1,2,0,0,0,,,0,0,0,0,2,0,0,2,1,1,0,0,,0.0,0.0,25.0,100.0
竹田麻衣,2013-12,岡山シーガルズ,9,13,8,3,3,0,0,0,,,0,0,0,0,3,0,3,0,2,1,0,0,,0.0,0.0,-25.0,50.0
筒井さやか,2013-11,久光製薬スプリングス,20,3,0,1,3,0,0,0,,,0,0,0,0,0,0,0,0,25,10,0,0,,0.0,0.0,,40.0
筒井さやか,2013-12,久光製薬スプリングス,20,12,13,2,15,0,0,0,,,0,0,0,0,0,0,0,0,97,70,0,0,,0.0,0.0,,72.2
筒井さやか,2014-01,久光製薬スプリングス,20,13,9,4,22,0,0,0,,,0,0,0,0,0,0,0,0,100,70,0,0,,0.0,0.0,,70.0
筒井さやか,2014-02,久光製薬スプリングス,20,24,1,8,25,0,0,0,,,0,0,0,0,0,0,0,0,91,57,0,0,,0.0,0.0,,62.6
