試合日,月,チーム,相手チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2013-11-30,11,JTマーヴェラス,トヨタ車体クインシーズ,2,,高橋昌美,4,■,■,■,■,nan,49,17,2,34.7,30.6,4.25,5,2,1,40.0,2,0.50,18,0,0,7,9.7,27,19,0,70.4,19
2013-11-30,11,JTマーヴェラス,トヨタ車体クインシーズ,3,,奥村麻依,4,■,■,■,■,nan,23,8,0,34.8,34.8,2.00,0,0,0,-,3,0.75,13,0,0,7,13.5,2,2,0,100.0,11
2013-11-30,11,JTマーヴェラス,トヨタ車体クインシーズ,6,,千葉智枝美,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,1,0,100.0,0
2013-11-30,11,JTマーヴェラス,トヨタ車体クインシーズ,7,,山口かなめ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-11-30,11,JTマーヴェラス,トヨタ車体クインシーズ,9,,石川友紀,4,■,■,■,■,nan,32,11,2,34.4,28.1,2.75,0,0,0,-,4,1.00,17,2,1,4,16.5,1,1,0,100.0,17
2013-11-30,11,JTマーヴェラス,トヨタ車体クインシーズ,11,,上屋敷綾,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2013-11-30,11,JTマーヴェラス,トヨタ車体クインシーズ,12,,石井美樹,4,■,■,■,■,nan,45,16,3,35.6,28.9,4.00,7,3,0,42.9,0,-,15,1,2,3,10.3,35,27,0,77.1,17
2013-11-30,11,JTマーヴェラス,トヨタ車体クインシーズ,13,L,横江千秋,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,7,0,77.8,0
2013-11-30,11,JTマーヴェラス,トヨタ車体クインシーズ,14,,臼井千景,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-11-30,11,JTマーヴェラス,トヨタ車体クインシーズ,15,,早坂梢依,4,■,■,■,■,nan,20,5,4,25.0,5.0,1.25,0,0,0,-,3,0.75,11,0,2,3,6.8,0,0,0,-,8
2013-11-30,11,JTマーヴェラス,トヨタ車体クインシーズ,16,,橋本直子,4,■,■,■,■,nan,2,0,0,0.0,0.0,-,0,0,0,-,3,0.75,21,0,0,7,8.3,0,0,0,-,3
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,1,,竹田沙希,4,■,■,■,■,nan,28,7,0,25.0,25.0,1.75,1,0,0,0.0,3,0.75,11,0,1,3,6.8,18,9,0,50.0,10
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,3,,山本陽子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,4,,藤田夏未,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,22,0,1,7,8.0,0,0,0,-,0
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,5,,平松美有紀,3,■,■,■,nan,nan,23,7,2,30.4,21.7,2.33,0,0,0,-,3,1.00,8,0,0,1,3.1,5,4,0,80.0,10
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,6,,衛藤智美,4,■,■,■,■,nan,16,8,0,50.0,50.0,2.00,0,0,0,-,2,0.50,12,1,1,2,12.5,1,1,0,100.0,11
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,11,L,梶原雪路,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,12,,山田真里,3,□,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,5,3,0,60.0,0
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,13,L,高橋咲妃惠,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,43,29,0,67.4,0
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,14,,藤原亜紀,2,nan,nan,□,□,nan,27,7,2,25.9,18.5,3.50,0,0,0,-,1,0.50,4,0,0,0,0.0,6,5,0,83.3,8
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,15,,河村聖子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,16,,山田侑樹,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,0
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,17,,竹内彩,4,■,■,■,■,nan,30,10,2,33.3,26.7,2.50,0,0,0,-,0,-,9,0,2,1,2.8,2,1,0,50.0,10
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,18,,眞恵子,3,□,nan,□,■,nan,7,5,0,71.4,71.4,1.67,0,0,0,-,0,-,3,0,1,1,8.3,0,0,0,-,5
2013-11-30,11,トヨタ車体クインシーズ,JTマーヴェラス,23,,カナニダニエルソン,4,■,■,■,■,nan,48,10,4,20.8,12.5,2.50,2,0,0,0.0,1,0.25,6,0,1,2,8.3,10,5,0,50.0,11
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,1,,吉田みなみ,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,2,,山口舞,4,■,■,■,■,nan,19,9,2,47.4,36.8,2.25,0,0,0,-,5,1.25,14,1,1,2,9.3,0,0,0,-,15
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,3,,佐々木侑,4,■,■,■,■,nan,24,10,1,41.7,37.5,2.50,1,0,0,0.0,2,0.50,18,0,2,4,5.6,34,19,0,55.9,12
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,4,,関李香,2,■,□,nan,nan,nan,5,1,0,20.0,20.0,0.50,0,0,0,-,1,0.50,4,0,2,1,6.2,0,0,0,-,2
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,5,,福田舞,2,□,nan,□,nan,nan,14,4,1,28.6,21.4,2.00,0,0,0,-,0,-,4,0,0,1,6.2,1,1,0,100.0,4
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,6,L,堀口夏実,1,nan,nan,nan,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,7,,佐々木萌,4,■,■,■,■,nan,59,12,4,20.3,13.6,3.00,2,0,1,0.0,0,-,14,1,1,5,14.6,27,20,0,74.1,13
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,8,,川畑愛希,4,■,■,■,■,nan,61,19,0,31.1,31.1,4.75,1,0,0,0.0,1,0.25,16,0,0,4,6.2,10,8,0,80.0,20
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,9,,竹田麻衣,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,2,25.0,1,1,0,100.0,0
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,13,,北村みどり,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,14,,宮下遥,4,■,■,■,■,nan,3,1,0,33.3,33.3,0.25,0,0,0,-,1,0.25,16,0,0,6,9.4,0,0,0,-,2
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,20,L,丸山亜季,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,6,3,0,50.0,0
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,22,,卜部里菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-11-30,11,岡山シーガルズ,NECレッドロケッツ,28,,川島亜依美,4,□,■,■,■,nan,14,5,1,35.7,28.6,1.25,0,0,0,-,4,1.00,10,1,2,3,15.5,1,1,0,100.0,10
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,1,,八幡美樹,3,nan,□,□,■,nan,17,7,0,41.2,41.2,2.33,1,0,0,0.0,1,0.33,7,0,1,2,7.1,22,16,0,72.7,8
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,3,,都築有美子,3,■,■,■,nan,nan,29,3,0,10.3,10.3,1.00,0,0,0,-,0,-,7,0,2,0,0.0,20,15,0,75.0,3
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,4,,内田暁子,4,■,□,□,□,nan,15,4,1,26.7,20.0,1.00,0,0,0,-,0,-,4,0,0,0,0.0,9,3,0,33.3,4
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,5,,松浦麻琴,4,■,■,■,■,nan,2,1,0,50.0,50.0,0.25,0,0,0,-,0,-,15,0,0,7,11.7,0,0,0,-,1
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,6,,近江あかり,4,□,■,■,■,nan,16,3,0,18.8,18.8,0.75,1,0,0,0.0,0,-,10,0,1,3,7.5,11,6,0,54.5,3
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,7,,秋山美幸,2,nan,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,0
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,8,,島村春世,4,■,■,■,■,nan,33,8,1,24.2,21.2,2.00,0,0,0,-,7,1.75,15,1,1,3,10.3,1,1,0,100.0,16
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,9,,白垣里紗,4,□,■,■,□,nan,31,5,1,16.1,12.9,1.25,9,1,1,11.1,0,-,7,0,0,1,3.6,0,0,0,-,5
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,10,L,岩崎紗也加,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,0,0,0.0,0
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,11,,渡辺美穂,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,13,,大野果奈,4,■,■,■,■,nan,24,7,2,29.2,20.8,1.75,0,0,0,-,4,1.00,14,0,1,5,8.9,1,1,0,100.0,11
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,14,L,鳥越未玖,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,17,0,70.8,0
2013-11-30,11,NECレッドロケッツ,岡山シーガルズ,16,,上野香織,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
