試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
2020-01-19,GSS東京サンビームズ,2,,松浦未波,4,■,■,■,■,nan,1,0,0,0.0,0.0,-,0,0,0,-,1,0.25,19,0,0,4,5.3,0,0,0,-
2020-01-19,GSS東京サンビームズ,3,,有川由季乃,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-19,GSS東京サンビームズ,4,L,平岩沙紀,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,14,7,4,64.3
2020-01-19,GSS東京サンビームズ,5,,色摩知巳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-19,GSS東京サンビームズ,10,,古川ほのか,3,■,■,■,nan,nan,22,7,2,0.3181818181818182,0.22727272727272727,2.33,0,0,0,-,1,0.33,10,1,0,1,12.5,0,0,0,-
2020-01-19,GSS東京サンビームズ,15,,吉里遥,4,■,■,■,■,nan,51,17,2,0.3333333333333333,0.29411764705882354,4.25,8,1,0,12.5,2,0.50,12,1,2,2,8.3,5,0,1,10.0
2020-01-19,GSS東京サンビームズ,19,,大原萌,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,1,0,1,20.8,2,1,0,50.0
2020-01-19,GSS東京サンビームズ,20,,鬼塚雛子,4,■,■,■,■,nan,15,4,2,0.26666666666666666,0.13333333333333333,1.00,0,0,0,-,1,0.25,18,0,0,4,5.6,49,20,13,54.1
2020-01-19,GSS東京サンビームズ,21,,張心穆意,4,■,■,■,■,nan,36,12,2,0.3333333333333333,0.2777777777777778,3.00,0,0,0,-,0,-,13,0,2,6,7.7,0,0,0,-
2020-01-19,GSS東京サンビームズ,23,,工藤綾乃,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-19,GSS東京サンビームズ,24,L,前村明里,4,〇,〇,〇,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,3,2,57.1
2020-01-19,GSS東京サンビームズ,25,,賀谷明日光,1,nan,nan,nan,■,nan,2,1,0,0.5,0.5,1.00,0,0,0,-,1,1.00,2,0,0,0,0.0,0,0,0,-
2020-01-19,GSS東京サンビームズ,27,,山本紗貴,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-
2020-01-19,GSS東京サンビームズ,29,,勝見咲子,4,■,■,■,■,nan,48,12,3,0.25,0.1875,3.00,1,0,0,0.0,0,-,11,0,2,2,0.0,5,2,0,40.0
2020-01-19,GSS東京サンビームズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,175,53,11,0.3028571428571429,0.24,13.25,9,1,0,11.1,6,1.50,91,3,6,20,7.1,82,33,20,52.4
