月,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率
10,1,,ストレジェクパトリック,3,1,1,1,0,0,28,13,4,46.42857142857143,32.142857142857146,9.333333333333334,13,4,3,30.76923076923077,0,0.0,10,1,3,4,12.5,1,1,0,100.0
11,1,,ストレジェクパトリック,28,9,9,8,2,0,297,133,33,44.78114478114478,33.670033670033675,10.607142857142858,123,59,21,47.96747967479675,10,0.35714285714285715,102,5,34,25,2.696078431372549,8,1,2,25.0
12,1,,ストレジェクパトリック,20,6,6,6,2,0,247,107,28,43.31983805668016,31.983805668016196,12.35,105,50,15,47.61904761904761,6,0.3,64,5,21,11,3.90625,7,1,0,14.285714285714286
01,1,,ストレジェクパトリック,21,6,6,6,3,0,211,87,20,41.23222748815166,31.753554502369667,10.047619047619047,90,39,13,43.333333333333336,6,0.2857142857142857,78,7,12,25,13.14102564102564,0,0,0,
11,1,,ストレジェクパトリック,23,6,6,6,3,2,261,113,17,43.29501915708812,36.7816091954023,11.347826086956522,88,41,6,46.590909090909086,13,0.5652173913043478,85,3,25,22,2.6470588235294117,5,0,1,10.0
