試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点
2005-02-20,茂原アルカス,東レアローズ,2,3,0,1,,吉田千絵,5,■,■,■,■,■,55,21,4,38.2,30.9,4.20,0,0,0,-,0,-,21,1,2,3,7.4,19,16,0,84.2,22
2005-02-20,茂原アルカス,東レアローズ,2,3,0,2,,橋口かおり,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-02-20,茂原アルカス,東レアローズ,2,3,0,3,L,福田優,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,43,38,0,88.4,0
2005-02-20,茂原アルカス,東レアローズ,2,3,0,5,,狩野美雪,5,■,■,■,■,■,47,17,2,36.2,31.9,3.40,0,0,0,-,2,0.40,13,0,2,2,3.8,15,14,0,93.3,19
2005-02-20,茂原アルカス,東レアローズ,2,3,0,6,,角田真由美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-02-20,茂原アルカス,東レアローズ,2,3,0,7,,田中弓貴,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,5,3,0,60.0,0
2005-02-20,茂原アルカス,東レアローズ,2,3,0,8,,船崎恵視,5,■,■,■,■,■,4,3,0,75.0,75.0,0.60,0,0,0,-,0,-,17,1,2,2,7.6,0,0,0,-,4
2005-02-20,茂原アルカス,東レアローズ,2,3,0,9,,田口恵,5,■,■,■,■,■,23,5,1,21.7,17.4,1.00,0,0,0,-,3,0.60,15,0,0,2,3.3,0,0,0,-,8
2005-02-20,茂原アルカス,東レアローズ,2,3,0,10,,辻知恵,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0
2005-02-20,茂原アルカス,東レアローズ,2,3,0,13,,田辺友紀,5,■,■,■,■,■,16,6,0,37.5,37.5,1.20,1,0,0,0.0,2,0.40,14,0,2,2,3.6,0,0,0,-,8
2005-02-20,茂原アルカス,東レアローズ,2,3,0,14,,井西彩乃,2,□,nan,nan,□,nan,3,0,0,0.0,0.0,-,0,0,0,-,1,0.50,2,0,2,0,0.0,1,1,0,100.0,1
2005-02-20,茂原アルカス,東レアローズ,2,3,0,15,,西村佳名子,5,■,■,■,■,■,40,15,3,37.5,30.0,3.00,0,0,0,-,1,0.20,21,0,0,2,2.4,20,15,0,75.0,16
2005-02-20,茂原アルカス,東レアローズ,2,3,0,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,188,67,10,35.6,30.3,13.40,1,0,0,0.0,9,1.80,103,2,10,13,4.7,103,87,0,84.5,78
