名前,チーム,背番号,出場数,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,バックアタック打数,バックアタック得点,バックアタック失点,ブロック得点,サーブ打数,サーブ得点,サーブ失点,サーブ効果,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,バックアタック決定率,アタックセット平均,ブロックセット平均,サーブ効果率,サーブレシーブ成功率
カルボナリマリステラナオミ,PFUブルーキャッツ,3,37,273,112,29,41.0,30.4,29,13,8,6,112,7,7,24,121,61,0,44.8,3.0,0.2,10.0,50.4
三崎栄子,健祥会レッドハーツ,5,53,35,8,2,22.9,17.1,2,1,1,5,192,12,13,54,3,0,0,50.0,0.2,0.1,11.6,0.0
上田美子,KUROBEアクアフェアリーズ,13,33,221,70,26,31.7,19.9,0,0,0,4,116,6,17,37,79,43,0,,2.1,0.1,9.5,54.4
中剃あやか,大野石油広島オイラーズ,16,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
中尾巴美,埼玉上尾メディックス,7,56,326,142,19,43.6,37.7,0,0,0,9,178,5,8,55,100,46,0,,2.5,0.2,9.4,46.0
丸山舞子,三洋電機レッドソア,2,36,25,14,1,56.0,52.0,0,0,0,9,110,4,3,35,0,0,0,,0.4,0.2,10.9,
久井真由美,埼玉上尾メディックス,1,19,16,7,1,43.8,37.5,0,0,0,3,27,0,1,4,0,0,0,,0.4,0.2,2.8,
井之上由梨奈,大野石油広島オイラーズ,10,11,12,4,0,33.3,33.3,0,0,0,2,18,2,2,5,1,0,0,,0.4,0.2,15.3,0.0
伊藤睦美,KUROBEアクアフェアリーズ,9,51,586,183,35,31.2,25.3,15,4,2,10,141,5,5,28,242,116,0,26.7,3.6,0.2,7.6,47.9
佐々木侑,PFUブルーキャッツ,15,52,578,241,63,41.7,30.8,91,23,20,26,159,16,50,44,126,80,0,25.3,4.6,0.5,9.1,63.5
佐々木瞳,Befcoビービースターズ,11,2,7,1,0,14.3,14.3,0,0,0,0,3,0,1,0,7,4,0,,0.5,0.0,-8.3,57.1
佐藤史依,埼玉上尾メディックス,14,48,289,94,20,32.5,25.6,3,0,0,7,151,12,25,43,288,163,0,0.0,2.0,0.1,10.9,56.6
佐藤奈美,Befcoビービースターズ,6,46,219,82,22,37.4,27.4,0,0,0,39,131,8,17,27,16,6,0,,1.8,0.8,8.0,37.5
佐藤由香,Befcoビービースターズ,2,46,310,118,31,38.1,28.1,31,5,10,36,124,0,13,31,221,133,0,16.1,2.6,0.8,3.6,60.2
前田早織,埼玉上尾メディックス,6,1,0,0,0,,,0,0,0,1,3,1,0,1,0,0,0,,0.0,1.0,41.7,
加藤純功,埼玉上尾メディックス,13,6,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
北島愛,健祥会レッドハーツ,8,1,0,0,0,,,0,0,0,0,1,0,0,0,0,0,0,,0.0,0.0,0.0,
友安里恵,大野石油広島オイラーズ,6,44,1,0,0,0.0,0.0,1,0,0,0,74,5,17,30,24,15,0,0.0,0.0,0.0,11.1,62.5
友松杏子,KUROBEアクアフェアリーズ,6,2,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0.0,0.0,,
古藤千鶴,PFUブルーキャッツ,12,52,168,82,9,48.8,43.5,11,2,1,17,306,22,9,140,7,3,0,18.2,1.6,0.3,17.9,42.9
吉井希予栄,柏エンゼルクロス,11,46,179,58,21,32.4,20.7,1,0,0,5,127,5,4,44,183,106,0,0.0,1.3,0.1,11.8,57.9
吉川絢香,埼玉上尾メディックス,4,12,22,6,2,27.3,18.2,0,0,0,1,19,0,4,3,0,0,0,,0.5,0.1,-1.3,
吉田彩乃,KUROBEアクアフェアリーズ,11,45,0,0,0,,,0,0,0,0,7,0,0,1,228,123,0,,0.0,0.0,3.6,53.9
和田絵美子,埼玉上尾メディックス,17,4,26,5,0,19.2,19.2,0,0,0,1,12,0,4,5,4,1,0,,1.2,0.2,2.1,25.0
坂田亜弥,三洋電機レッドソア,10,50,240,103,11,42.9,38.3,0,0,0,28,154,8,7,39,21,15,0,,2.1,0.6,10.4,71.4
城戸浩子,健祥会レッドハーツ,2,40,289,100,33,34.6,23.2,1,0,1,0,155,10,16,43,181,118,0,0.0,2.5,0.0,10.8,65.2
堀川知恵,柏エンゼルクロス,14,50,314,102,29,32.5,23.2,0,0,0,23,169,8,21,59,35,13,0,,2.0,0.5,10.4,37.1
増渕朱里,柏エンゼルクロス,1,22,22,5,2,22.7,13.6,0,0,0,1,58,3,3,21,0,0,0,,0.2,0.0,12.9,
大端みゆき,PFUブルーキャッツ,7,52,200,81,12,40.5,34.5,2,1,0,25,184,6,16,66,192,115,0,50.0,1.6,0.5,10.1,59.9
妹尾菜々子,大野石油広島オイラーズ,12,17,0,0,0,,,0,0,0,0,22,1,3,7,0,0,0,,0.0,0.0,9.1,
富永真美,埼玉上尾メディックス,15,54,309,118,15,38.2,33.3,0,0,0,16,176,6,9,62,2,1,0,,2.2,0.3,10.9,50.0
寺脇麻依子,KUROBEアクアフェアリーズ,7,51,220,59,11,26.8,21.8,0,0,0,23,163,7,2,47,155,82,0,,1.2,0.5,11.2,52.9
小原真美,大野石油広島オイラーズ,7,52,238,90,9,37.8,34.0,0,0,0,28,157,6,8,57,5,0,0,,1.7,0.5,11.6,0.0
小受加代子,大野石油広島オイラーズ,2,52,464,169,23,36.4,31.5,3,1,0,15,153,10,23,47,238,166,0,33.3,3.2,0.3,10.5,69.7
小坂恵里,三洋電機レッドソア,7,37,0,0,0,,,0,0,0,0,22,0,2,5,46,26,0,,0.0,0.0,3.4,56.5
小野田恵子,大野石油広島オイラーズ,4,52,450,169,25,37.6,32.0,1,0,0,14,114,4,10,39,220,132,0,0.0,3.2,0.3,9.9,60.0
小野裕美子,Befcoビービースターズ,9,46,242,53,17,21.9,14.9,0,0,0,1,148,6,7,45,322,187,0,,1.2,0.0,10.5,58.1
山元瞳,三洋電機レッドソア,1,50,450,164,24,36.4,31.1,0,0,0,19,198,25,10,83,66,35,0,,3.3,0.4,21.8,53.0
山崎かおり,KUROBEアクアフェアリーズ,4,32,29,13,3,44.8,34.5,0,0,0,4,74,2,4,17,127,76,0,,0.4,0.1,7.1,59.8
山田友香,三洋電機レッドソア,5,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,,,,
山田真里恵,PFUブルーキャッツ,10,9,0,0,0,,,0,0,0,0,13,2,1,4,7,4,0,,0.0,0.0,21.2,57.1
